season,season_type,week,player_display_name,player_position,team_abbr,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,receptions,targets,catch_percentage,yards,rec_touchdowns,avg_yac,avg_expected_yac,avg_yac_above_expectation,player_gsis_id,player_first_name,player_last_name,player_jersey_number,player_short_name
2022,REG,0,Tyler Lockett,WR,SEA,7.531454545454545,3.5437860450145537,10.93991452991453,29.014854593635174,84,117,71.7948717948718,1033.0,9,3.368571428571429,4.229633691532824,-0.8610622629613944,00-0032211,Tyler,Lockett,16,T.Lockett
2022,REG,0,Rondale Moore,WR,ARI,7.497959183673469,3.8327139788323796,5.265535714285714,6.779586975614917,41,56,73.21428571428571,414.0,1,7.124390243902438,5.373338158953026,1.7510520849494116,00-0036936,Rondale,Moore,4,R.Moore
2022,REG,0,Greg Dortch,WR,ARI,7.3021666666666665,4.227482851265514,4.4415625,6.535644160776939,52,64,81.25,467.0,2,6.070000000000001,4.930360148193406,1.1396398518065949,00-0035500,Greg,Dortch,83,G.Dortch
2022,REG,0,Ben Skowronek,WR,LAR,7.234893617021277,3.378432049189742,7.495901639344261,12.684968901366563,39,61,63.934426229508205,376.0,0,3.9669230769230763,4.089147788652326,-0.12222471172924987,00-0036862,Ben,Skowronek,18,B.Skowronek
2022,REG,0,Chris Olave,WR,NO,7.224000000000001,2.759257762631483,14.183529411764708,38.63607229842329,72,119,60.50420168067227,1042.0,4,2.971388888888889,3.135672119540194,-0.16428323065130535,00-0037239,Chris,Olave,12,C.Olave
2022,REG,0,Devin Duvernay,WR,BAL,7.132444444444444,3.35542421137511,9.924489795918369,12.290700466303567,37,49,75.51020408163265,407.0,3,4.678108108108107,4.352525534683977,0.3255825734241302,00-0036331,Devin,Duvernay,13,D.Duvernay
2022,REG,0,Noah Fant,TE,SEA,7.1111538461538455,3.8978478329015833,6.747619047619047,9.636331076317656,50,63,79.36507936507937,486.0,4,4.670000000000001,4.560927262289055,0.10907273771094594,00-0035644,Noah,Fant,87,N.Fant
2022,REG,0,Treylon Burks,WR,TEN,7.1043396226415085,3.1167939277387027,11.25574074074074,17.63444666233404,33,54,61.111111111111114,444.0,1,5.389393939393939,4.329049907784465,1.0603440316094739,00-0037742,Treylon,Burks,16,T.Burks
2022,REG,0,Kalif Raymond,WR,DET,7.091551724137932,3.143329748506889,9.74203125,15.455836748049709,47,64,73.4375,616.0,0,4.953404255319149,5.845250096235961,-0.8918458409168117,00-0032464,Kalif,Raymond,11,K.Raymond
2022,REG,0,Quez Watkins,WR,PHI,7.046744186046511,3.5614518785359994,9.386862745098039,11.139006649944855,33,51,64.70588235294117,354.0,3,4.673939393939394,6.152144322365725,-1.4782049284263312,00-0036271,Terrance,Watkins,16,Q.Watkins
2022,REG,0,Kyle Pitts,TE,ATL,7.046304347826087,2.9239853467575374,13.172203389830505,20.044206817753906,28,59,47.45762711864407,356.0,2,5.031785714285713,4.447182582360914,0.5846031319247995,00-0036970,Kyle,Pitts,8,K.Pitts
2022,REG,0,Demarcus Robinson,WR,BAL,7.038000000000002,2.9752947975297497,9.250133333333334,17.534024995892995,48,75,64.0,458.0,2,3.3335416666666675,3.0606059086400097,0.2729357580266578,00-0032775,Demarcus,Robinson,10,D.Robinson
2022,REG,0,Brandin Cooks,WR,HOU,7.031910112359551,2.8550997149162085,10.937204301075269,24.34748472836599,57,93,61.29032258064516,699.0,3,3.876842105263157,4.476720792476406,-0.5998786872132484,00-0031236,Brandin,Cooks,13,B.Cooks
2022,REG,0,Drake London,WR,ATL,7.006909090909091,2.5471164237012642,10.836324786324786,32.699891417326285,72,117,61.53846153846154,866.0,4,3.303194444444445,3.2668157009909624,0.0363787434534828,00-0037238,Drake,London,5,D.London
