play_id,nflverse_game_id,down,ydstogo,yardline_100,goal_to_go,qtr,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,score_differential,posteam_timeouts_remaining,defteam_timeouts_remaining,posteam,defteam,shotgun,no_huddle,qb_dropback,pass_length,pass_location,air_yards,receiver,yards_after_catch,yards_gained,epa,success,wpa,complete_pass,air_epa,possession_team,offense_formation,offense_personnel,route
652,2024_01_ARI_BUF,1.0,10,41,0,1,207,1107,2907,7,3,3,ARI,BUF,1,0,1,short,left,6,T.McBride,0,6,0.21352806000504643,1,-0.000470877,1,0.21352806000504643,ARI,SHOTGUN,"2 C, 1 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",HITCH/CURL
677,2024_01_ARI_BUF,2.0,4,35,0,1,164,1064,2864,7,3,3,ARI,BUF,0,0,1,short,right,-1,E.Higgins,8,7,0.6885607660515234,1,0.019510865211486816,1,-0.974072899,ARI,UNDER CENTER,"2 C, 1 G, 1 QB, 1 RB, 2 T, 3 TE, 1 WR",QUICK OUT
734,2024_01_ARI_BUF,1.0,10,17,0,1,88,988,2788,7,3,3,ARI,BUF,1,0,1,short,middle,3,G.Dortch,0,3,-0.230540832,0,-0.002682745,1,-0.230540832,ARI,SHOTGUN,"2 C, 1 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",IN/DIG
781,2024_01_ARI_BUF,3.0,6,13,0,1,8,908,2708,7,3,3,ARI,BUF,1,0,1,short,right,1,E.Demercado,1,2,-1.021099164,0,-0.034523427,1,-1.067142318,ARI,SHOTGUN,"2 C, 1 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",QUICK OUT
946,2024_01_ARI_BUF,2.0,5,44,0,2,825,825,2625,-10,3,3,BUF,ARI,1,0,1,short,middle,6,D.Knox,17,23,1.870110551,1,0.05743435,1,0.7361878012306988,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",IN/DIG
1093,2024_01_ARI_BUF,3.0,19,19,1,2,631,631,2431,-10,3,3,BUF,ARI,1,0,1,,,,,,0,-0.477471196,0,-0.029597908,0,,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 2 T, 2 TE, 3 WR",
1170,2024_01_ARI_BUF,1.0,10,71,0,2,582,582,2382,7,3,3,ARI,BUF,0,0,1,short,right,-4,T.Benson,9,5,-0.08861647,0,0.01613009,1,-1.096989862,ARI,UNDER CENTER,"2 C, 1 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",SCREEN
1217,2024_01_ARI_BUF,1.0,10,60,0,2,505,505,2305,7,3,3,ARI,BUF,1,0,1,short,left,15,M.Harrison,,0,-0.414683443,0,-0.015803456,0,0.9763172070961446,ARI,SHOTGUN,"2 C, 1 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",IN/DIG
1244,2024_01_ARI_BUF,2.0,10,60,0,2,499,499,2299,7,3,3,ARI,BUF,1,0,1,short,left,4,M.Harrison,0,4,-0.207020405,0,0.000517488,1,-0.207020405,ARI,SHOTGUN,"2 C, 1 G, 1 QB, 2 T, 1 TE, 4 WR",QUICK OUT
1269,2024_01_ARI_BUF,3.0,6,56,0,2,459,459,2259,7,3,3,ARI,BUF,1,0,1,,,,,,12,1.690780984936282,1,0.050732255,0,,ARI,SHOTGUN,"2 C, 1 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",
1296,2024_01_ARI_BUF,1.0,10,44,0,2,425,425,2225,7,3,3,ARI,BUF,0,0,1,short,right,4,E.Higgins,1,5,0.18920981395058334,1,-0.000993788,1,-0.064110139,ARI,UNDER CENTER,"2 C, 1 G, 1 QB, 1 RB, 2 T, 3 TE, 1 WR",QUICK OUT
1326,2024_01_ARI_BUF,2.0,5,39,0,2,384,384,2184,7,3,3,ARI,BUF,1,0,1,deep,left,26,T.McBride,,0,-0.694935982,0,-0.009432495,0,1.7634488029871136,ARI,SHOTGUN,"2 C, 1 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",CORNER
1349,2024_01_ARI_BUF,3.0,5,39,0,2,376,376,2176,7,3,3,ARI,BUF,1,0,1,short,left,9,G.Dortch,5,14,1.7101828231243417,1,0.040111660957336426,1,1.3809207895537838,ARI,SHOTGUN,"2 C, 1 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",DEEP OUT
1396,2024_01_ARI_BUF,2.0,6,21,0,2,293,293,2093,7,3,3,ARI,BUF,1,0,1,short,right,6,T.McBride,2,8,0.8864028779207729,1,0.011314749717712402,1,0.7622261285432614,ARI,SHOTGUN,"2 C, 1 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",QUICK OUT
1451,2024_01_ARI_BUF,2.0,7,10,0,2,205,205,2005,7,3,3,ARI,BUF,1,0,1,short,left,7,T.McBride,0,7,1.460740303125931,1,0.019922793,1,1.460740303125931,ARI,SHOTGUN,"2 C, 1 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",DEEP OUT
1590,2024_01_ARI_BUF,2.0,9,69,0,2,120,120,1920,-14,3,3,BUF,ARI,1,0,1,short,right,5,C.Samuel,3,8,0.4514509483706206,1,0.013956114649772644,1,-0.161653384,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",IN/DIG
1646,2024_01_ARI_BUF,3.0,6,66,0,2,83,83,1883,-14,3,3,BUF,ARI,1,0,1,short,left,8,K.Shakir,11,19,1.8934377821860835,1,0.037290066,1,1.0913795481901616,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",IN/DIG
1766,2024_01_ARI_BUF,1.0,10,26,0,2,38,38,1838,-14,2,3,BUF,ARI,1,0,1,short,right,1,K.Coleman,11,12,1.029533959197579,1,0.004656315,1,-0.259523144,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",SHALLOW CROSS/DRAG
1796,2024_01_ARI_BUF,1.0,10,14,0,2,32,32,1832,-14,2,3,BUF,ARI,1,0,1,,,,,,7,0.30951807685778476,1,0.013135418,0,,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",
1989,2024_01_ARI_BUF,1.0,19,69,0,3,878,1778,1778,-7,3,3,BUF,ARI,1,0,1,short,right,-6,J.Cook,10,4,-0.394552199,0,-0.00446555,1,-1.179712651,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",SWING
2030,2024_01_ARI_BUF,2.0,15,65,0,3,836,1736,1736,-7,3,3,BUF,ARI,1,0,1,short,right,4,K.Coleman,0,4,-0.366703711,0,-0.01930058,1,-0.366703711,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",HITCH/CURL
2060,2024_01_ARI_BUF,3.0,11,61,0,3,803,1703,1703,-7,3,3,BUF,ARI,1,1,1,short,right,13,J.Cook,12,25,3.1290228996658698,1,0.095377594,1,2.345272016245872,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",SHALLOW CROSS/DRAG
2111,2024_01_ARI_BUF,2.0,12,38,0,3,719,1619,1619,-7,3,3,BUF,ARI,0,0,1,short,left,2,R.Davis,12,14,1.8925047408556566,1,0.05217278,1,-0.256801091,BUF,UNDER CENTER,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",WHEEL
2189,2024_01_ARI_BUF,2.0,10,11,0,3,598,1498,1498,-7,3,3,BUF,ARI,1,0,1,short,right,-4,D.Kincaid,,0,-0.784664166,0,-0.026690573,0,-1.426316408,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",QUICK OUT
2216,2024_01_ARI_BUF,3.0,10,11,0,3,595,1495,1495,-7,3,3,BUF,ARI,1,0,1,short,middle,11,M.Hollins,0,11,2.9797972704982385,1,0.1540253908476389,1,2.9797972704982385,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 2 T, 2 TE, 3 WR",SLANT
2340,2024_01_ARI_BUF,3.0,6,66,0,3,521,1421,1421,0,3,3,ARI,BUF,1,0,1,,,,,,-8,-2.120881262,0,-0.088665754,0,,ARI,SHOTGUN,"2 C, 1 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",
2386,2024_01_ARI_BUF,1.0,10,69,0,3,473,1373,1373,0,3,3,BUF,ARI,1,0,1,short,right,-6,J.Cook,9,3,-0.285451837,0,0.001728892,1,-1.32631726,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",SWING
2445,2024_01_ARI_BUF,3.0,7,66,0,3,394,1294,1294,0,3,3,BUF,ARI,1,0,1,deep,middle,41,M.Valdes-Scantling,,0,-1.393969296,0,-0.030752599,0,3.8014134977711365,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",POST
2494,2024_01_ARI_BUF,1.0,10,79,0,3,376,1276,1276,0,3,3,ARI,BUF,1,0,1,short,right,0,G.Dortch,3,3,-0.346568403,0,-0.008075297,1,-0.580229995,ARI,SHOTGUN,"2 C, 1 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",SWING
2527,2024_01_ARI_BUF,2.0,7,76,0,3,332,1232,1232,0,3,3,ARI,BUF,1,1,1,,,,,,-3,-4.927136368,0,-0.133925468,0,,ARI,SHOTGUN,"2 C, 1 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",
2583,2024_01_ARI_BUF,2.0,9,20,0,3,288,1188,1188,0,3,3,BUF,ARI,1,0,1,short,left,7,K.Coleman,0,7,0.395454568,1,0.015428304672241211,1,0.395454568,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",HITCH/CURL
2654,2024_01_ARI_BUF,1.0,10,11,0,3,163,1063,1063,0,3,3,BUF,ARI,1,0,1,short,left,-2,K.Shakir,13,11,1.7615444163093343,1,0.081539408,1,-0.808137452,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",SCREEN
2749,2024_01_ARI_BUF,2.0,7,67,0,3,119,1019,1019,-7,3,3,ARI,BUF,1,0,1,deep,right,21,T.McBride,,0,-0.751263102,0,-0.023566559,0,1.8653386442456394,ARI,SHOTGUN,"2 C, 1 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",GO
2776,2024_01_ARI_BUF,3.0,7,67,0,3,113,1013,1013,-7,3,3,ARI,BUF,1,0,1,,,,,,29,3.1582735115662217,1,0.086305737,0,,ARI,SHOTGUN,"2 C, 1 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",
3001,2024_01_ARI_BUF,2.0,4,64,0,4,771,771,771,4,3,3,BUF,ARI,0,0,1,short,left,14,M.Valdes-Scantling,5,19,1.1874085823073983,1,0.032070696353912354,1,0.930481159,BUF,UNDER CENTER,"1 C, 3 G, 1 QB, 1 RB, 2 T, 2 TE, 1 WR",HITCH/CURL
3052,2024_01_ARI_BUF,2.0,9,44,0,4,687,687,687,4,3,3,BUF,ARI,1,0,1,short,right,13,D.Knox,,0,-0.819686915,0,-0.024989307,0,1.385149940266274,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",SHALLOW CROSS/DRAG
3099,2024_01_ARI_BUF,3.0,14,49,0,4,681,681,681,4,3,3,BUF,ARI,1,0,1,short,middle,6,K.Shakir,6,12,0.2233110663946718,1,0.016109049320220947,1,-1.002066014,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",IN/DIG
3124,2024_01_ARI_BUF,4.0,2,37,0,4,643,643,643,4,3,3,BUF,ARI,1,0,1,,,,,,5,2.4538897512247786,1,0.056800007820129395,0,,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",
3182,2024_01_ARI_BUF,2.0,12,34,0,4,558,558,558,4,2,3,BUF,ARI,1,0,1,deep,right,28,K.Coleman,0,28,2.7737594417412765,1,0.048911691,1,2.7737594417412765,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",GO
3207,2024_01_ARI_BUF,1.0,6,6,1,4,535,535,535,4,2,3,BUF,ARI,1,1,1,short,right,6,K.Coleman,,0,-0.535556788,0,-0.004254401,0,1.5030555794364773,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",GO
3230,2024_01_ARI_BUF,2.0,6,6,1,4,531,531,531,4,2,3,BUF,ARI,1,0,1,,,,,,6,2.0386123674106784,1,0.077974381,0,,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",
3345,2024_01_ARI_BUF,1.0,10,70,0,4,511,511,511,3,2,3,BUF,ARI,1,0,1,,,,,,9,0.8810101165436208,1,0.059700668,0,,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",
3426,2024_01_ARI_BUF,2.0,8,68,0,4,449,449,449,3,2,3,BUF,ARI,1,0,1,short,left,5,D.Kincaid,6,11,1.0713560858275741,1,0.048743129,1,-0.020758525,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",HITCH/CURL
3473,2024_01_ARI_BUF,2.0,13,60,0,4,374,374,374,3,2,3,BUF,ARI,1,0,1,short,left,-2,C.Samuel,9,7,0.094827244,1,0.000711083,1,-0.929441703,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 2 T, 1 TE, 4 WR",SCREEN
3498,2024_01_ARI_BUF,3.0,6,53,0,4,332,332,332,3,2,3,BUF,ARI,1,0,1,short,middle,3,Ty.Johnson,,0,-1.402999727,0,-0.057053804,0,-1.068043231,BUF,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",HITCH/CURL
3541,2024_01_ARI_BUF,1.0,10,81,0,4,317,317,317,-3,3,2,ARI,BUF,1,0,1,short,left,-3,T.McBride,,0,-0.483065779,0,-0.024663538,0,-1.0351886,ARI,SHOTGUN,"2 C, 1 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",SCREEN
3581,2024_01_ARI_BUF,2.0,10,81,0,4,313,313,313,-3,3,2,ARI,BUF,1,0,1,short,right,-6,J.Conner,,0,-0.586620493,0,-0.028521478,0,-1.289360965,ARI,SHOTGUN,"2 C, 1 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",SWING
3608,2024_01_ARI_BUF,3.0,10,81,0,4,308,308,308,-3,3,2,ARI,BUF,1,0,1,,,,,,-5,-1.281102665,0,-0.064925939,0,,ARI,SHOTGUN,"2 C, 1 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",
3806,2024_01_ARI_BUF,1.0,10,60,0,4,116,116,116,-6,3,2,ARI,BUF,1,0,1,deep,right,19,Mi.Wilson,,0,-0.486029301,0,-0.025582612,0,0.9930092750000767,ARI,SHOTGUN,"2 C, 1 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",GO
3845,2024_01_ARI_BUF,2.0,10,60,0,4,111,111,111,-6,3,2,ARI,BUF,1,0,1,short,right,5,T.McBride,0,5,0.1566782029112801,1,-0.006745085,1,0.1566782029112801,ARI,SHOTGUN,"2 C, 1 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",HITCH/CURL
3870,2024_01_ARI_BUF,3.0,5,55,0,4,93,93,93,-6,3,2,ARI,BUF,1,1,1,short,left,4,G.Dortch,8,12,1.312147791555617,1,0.082829922,1,-0.508886816,ARI,SHOTGUN,"2 C, 1 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",QUICK OUT
3900,2024_01_ARI_BUF,1.0,10,43,0,4,88,88,88,-6,3,2,ARI,BUF,1,0,1,short,left,4,T.McBride,0,4,-0.087526935,0,-0.004648745,1,-0.087526935,ARI,SHOTGUN,"2 C, 1 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",QUICK OUT
3925,2024_01_ARI_BUF,2.0,6,39,0,4,70,70,70,-6,3,2,ARI,BUF,1,1,1,short,right,7,G.Dortch,0,7,0.7015805377741344,1,-0.003131062,1,0.7015805377741344,ARI,SHOTGUN,"2 C, 1 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",QUICK OUT
3955,2024_01_ARI_BUF,1.0,10,32,0,4,44,44,44,-6,3,2,ARI,BUF,1,1,1,short,left,3,T.McBride,,0,-0.237209084,0,-0.030062199,0,-0.100000286,ARI,SHOTGUN,"2 C, 1 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",HITCH/CURL
4001,2024_01_ARI_BUF,2.0,10,32,0,4,40,40,40,-6,3,2,ARI,BUF,1,0,1,short,middle,15,G.Dortch,,0,-0.321495876,0,-0.03179647,0,1.2235953280469403,ARI,SHOTGUN,"2 C, 1 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",SLANT
4062,2024_01_ARI_BUF,4.0,7,29,0,4,32,32,32,-6,2,2,ARI,BUF,1,0,1,deep,left,27,G.Dortch,,0,-2.050920849,0,-0.121807516,0,3.4331723819777835,ARI,SHOTGUN,"2 C, 1 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",CORNER
118,2024_01_BAL_KC,2.0,13,73,0,1,835,1735,3535,0,3,3,BAL,KC,1,0,1,short,right,-4,J.Hill,6,2,-0.389465509,0,-0.02002719,1,-1.269743824,BAL,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",SWING
148,2024_01_BAL_KC,3.0,11,71,0,1,800,1700,3500,0,3,3,BAL,KC,1,0,1,short,right,1,J.Hill,17,18,2.7542495387606323,1,0.078239053,1,-1.20934672,BAL,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",QUICK OUT
205,2024_01_BAL_KC,2.0,9,52,0,1,720,1620,3420,0,3,3,BAL,KC,1,0,1,short,left,-6,D.Henry,,0,-0.900427808,0,-0.032282919,0,-1.750880089,BAL,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",IN/DIG
273,2024_01_BAL_KC,3.0,9,52,0,1,709,1609,3409,0,3,3,BAL,KC,1,0,1,deep,middle,18,Z.Flowers,1,19,2.672818920458667,1,0.10084813833236694,1,2.568308928166516,BAL,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",IN/DIG
459,2024_01_BAL_KC,1.0,10,67,0,1,489,1389,3189,-7,3,3,KC,BAL,1,0,1,short,left,4,R.Rice,7,11,0.7019054349511862,1,0.019140392541885376,1,-0.112131757,KC,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",QUICK OUT
488,2024_01_BAL_KC,1.0,10,56,0,1,459,1359,3159,-7,3,3,KC,BAL,1,0,1,,,,,,0,-0.483645933,0,-0.016426325,0,,KC,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",
637,2024_01_BAL_KC,1.0,10,70,0,1,355,1255,3055,0,3,3,BAL,KC,0,0,1,short,left,11,I.Likely,4,15,0.9958748768549412,1,0.028975963592529297,1,0.7050359481945634,BAL,UNDER CENTER,"1 C, 1 FB, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 1 WR",DEEP OUT
684,2024_01_BAL_KC,2.0,9,54,0,1,269,1169,2969,0,3,3,BAL,KC,1,0,1,short,right,3,Z.Flowers,0,3,-0.534663293,0,-0.000954747,1,-0.534663293,BAL,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",QUICK OUT
709,2024_01_BAL_KC,3.0,6,51,0,1,228,1128,2928,0,3,3,BAL,KC,1,0,1,short,right,-1,J.Hill,2,1,-1.477932027,0,-0.048666328,1,-1.738043021,BAL,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",SWING
754,2024_01_BAL_KC,1.0,10,90,0,1,175,1075,2875,0,3,3,KC,BAL,1,0,1,short,left,-4,I.Pacheco,27,23,1.610851009376347,1,0.029800057411193848,1,-1.285715528,KC,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",SWING
791,2024_01_BAL_KC,1.0,10,67,0,1,139,1039,2839,0,3,3,KC,BAL,1,0,1,short,middle,3,R.Rice,16,19,1.0831966758705676,1,0.013339162,1,-0.219124074,KC,SHOTGUN,"1 C, 2 G, 1 QB, 2 RB, 2 T, 1 TE, 2 WR",SLANT
838,2024_01_BAL_KC,2.0,9,47,0,1,69,969,2769,0,3,3,KC,BAL,0,0,1,short,right,-3,R.Rice,4,1,-0.856327515,0,-0.027350068,1,-1.369777745,KC,UNDER CENTER,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",SCREEN
863,2024_01_BAL_KC,3.0,8,46,0,1,29,929,2729,0,3,3,KC,BAL,1,0,1,,,,,,-10,-2.250660252,0,-0.036547303,0,,KC,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",
921,2024_01_BAL_KC,1.0,10,80,0,2,893,893,2693,0,3,3,BAL,KC,0,0,1,,,,,,-6,-5.576133635,0,-0.133871257,0,,BAL,UNDER CENTER,"1 C, 1 FB, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 2 WR",
986,2024_01_BAL_KC,1.0,20,24,0,2,870,870,2670,0,3,3,KC,BAL,0,0,1,short,right,11,I.Pacheco,,0,-0.527637378,0,-0.014892697,0,0.6383002990623936,KC,UNDER CENTER,"1 C, 2 G, 1 QB, 1 RB, 2 T, 3 TE, 1 WR",SWING
1009,2024_01_BAL_KC,2.0,20,24,0,2,866,866,2666,0,2,3,KC,BAL,0,0,1,short,middle,10,N.Gray,1,11,0.31761246896348894,1,-0.01156491,1,0.28693259664578363,KC,UNDER CENTER,"1 C, 2 G, 1 QB, 1 RB, 2 T, 3 TE, 1 WR",IN/DIG
1041,2024_01_BAL_KC,3.0,9,13,0,2,824,824,2624,0,2,3,KC,BAL,1,0,1,short,left,13,J.Smith-Schuster,,0,-0.956039979,0,-0.030736983,0,3.2304077791050076,KC,UNDER CENTER,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",DEEP OUT
1108,2024_01_BAL_KC,1.0,10,70,0,2,817,817,2617,-3,3,2,BAL,KC,1,0,1,short,left,-3,Z.Flowers,10,7,0.4265985358506441,1,0.013389557600021362,1,-1.041974074,BAL,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 3 WR",SCREEN
1155,2024_01_BAL_KC,1.0,10,57,0,2,737,737,2537,-3,3,2,BAL,KC,0,0,1,short,right,-2,I.Likely,7,5,0.12265360145829618,1,0.007086277,1,-0.894332613,BAL,UNDER CENTER,"1 C, 1 G, 1 QB, 1 RB, 3 T, 2 TE, 2 WR",QUICK OUT
1216,2024_01_BAL_KC,2.0,15,62,0,2,673,673,2473,-3,3,2,BAL,KC,1,0,1,,,,,,5,-0.103667505,0,-0.000953197,0,,BAL,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 2 TE, 2 WR",
1238,2024_01_BAL_KC,3.0,10,57,0,2,628,628,2428,-3,3,2,BAL,KC,1,0,1,,,,,,7,-0.826251448,0,-0.002491385,0,,BAL,SHOTGUN,"1 C, 1 G, 1 QB, 1 RB, 3 T, 2 TE, 2 WR",
1265,2024_01_BAL_KC,4.0,3,50,0,2,585,585,2385,-3,3,2,BAL,KC,1,0,1,short,right,-1,Z.Flowers,2,1,-2.652661329,0,-0.077797115,1,-2.570077629,BAL,SHOTGUN,"1 C, 1 FB, 1 G, 1 QB, 1 RB, 3 T, 1 TE, 2 WR",QUICK OUT
1324,2024_01_BAL_KC,2.0,8,49,0,2,542,542,2342,3,2,3,KC,BAL,1,0,1,short,left,-1,T.Kelce,2,1,-0.670105141,0,-0.025916457,1,-0.851474575,KC,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",QUICK OUT
