play_id,nflverse_game_id,down,ydstogo,yardline_100,goal_to_go,qtr,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,score_differential,posteam_timeouts_remaining,defteam_timeouts_remaining,posteam,defteam,shotgun,no_huddle,qb_dropback,pass_length,pass_location,air_yards,receiver,yards_after_catch,yards_gained,epa,success,wpa,complete_pass,air_epa,possession_team,offense_formation,offense_personnel,route
954,2021_01_ARI_TEN,3.0,12,82,0,1,229,1129,2929,-10,2,1,TEN,ARI,1,0,1,short,left,3,J.McNichols,5,8,-0.260466339,0,-0.0052872,1,-0.881051472,TEN,EMPTY,"1 RB, 1 TE, 3 WR",SCREEN
983,2021_01_ARI_TEN,4.0,4,74,0,1,190,1090,2890,-10,2,1,TEN,ARI,0,0,1,short,middle,4,A.Hooker,2,6,3.0622718997765332,1,0.050549313,1,2.906773454975337,TEN,,"1 RB, 2 TE, 1 WR,1 P,2 LB,1 LS,3 DB",
1053,2021_01_ARI_TEN,3.0,9,67,0,1,66,966,2766,-10,2,1,TEN,ARI,1,0,1,,,,,,-8,-2.016181879,0,-0.038208172,0,,TEN,SHOTGUN,"1 RB, 1 TE, 3 WR",
1090,2021_01_ARI_TEN,1.0,10,70,0,1,31,931,2731,10,1,2,ARI,TEN,1,0,1,,,,,,-2,-1.005823018,0,-0.020161211,0,,ARI,PISTOL,"1 RB, 2 TE, 2 WR",
1128,2021_01_ARI_TEN,2.0,12,72,0,2,900,900,2700,10,1,2,ARI,TEN,1,0,1,short,left,10,D.Hopkins,0,10,0.7908500342164189,1,0.026715993881225586,1,0.7908500342164189,ARI,SHOTGUN,"1 RB, 1 TE, 3 WR",IN
1230,2021_01_ARI_TEN,1.0,10,32,0,2,798,798,2598,10,1,2,ARI,TEN,1,1,1,short,right,-1,C.Kirk,4,3,-0.186455642,0,-0.006010294,1,-0.735608583,ARI,EMPTY,"1 RB, 1 TE, 3 WR",SCREEN
1344,2021_01_ARI_TEN,2.0,5,17,0,2,663,663,2463,10,1,2,ARI,TEN,1,0,1,short,left,4,D.Hopkins,13,17,2.454536820470821,1,0.058312161,1,0.087884576,ARI,EMPTY,"1 RB, 1 TE, 3 WR",SLANT
1409,2021_01_ARI_TEN,1.0,10,75,0,2,659,659,2459,-17,2,1,TEN,ARI,0,0,1,short,left,0,A.Brown,,0,-0.569987953,0,-0.007806659,0,-0.570020224,TEN,SINGLEBACK,"1 RB, 1 TE, 3 WR",SCREEN
1431,2021_01_ARI_TEN,2.0,10,75,0,2,656,656,2456,-17,2,1,TEN,ARI,1,0,1,short,left,9,A.Brown,3,12,1.1892485909629613,1,0.016526312,1,0.6606916016899049,TEN,EMPTY,"1 RB, 1 TE, 3 WR",SLANT
1476,2021_01_ARI_TEN,2.0,8,61,0,2,592,592,2392,-17,2,1,TEN,ARI,1,0,1,short,right,6,A.Firkser,5,11,1.1599689088761806,1,0.020127177238464355,1,0.19785002223215997,TEN,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT
1505,2021_01_ARI_TEN,1.0,10,50,0,2,557,557,2357,-17,2,1,TEN,ARI,0,1,1,deep,right,24,C.Rogers,15,39,2.338539710501209,1,0.029800698161125183,1,1.4745212126290426,TEN,SINGLEBACK,"1 RB, 1 TE, 3 WR",GO
1540,2021_01_ARI_TEN,1.0,10,11,0,2,530,530,2330,-17,2,1,TEN,ARI,1,0,1,short,middle,11,J.Jones,,0,-0.43508227,0,-0.009110421,0,2.195268264506012,TEN,SHOTGUN,"1 RB, 1 TE, 3 WR",CROSS
1562,2021_01_ARI_TEN,2.0,10,11,0,2,527,527,2327,-17,2,1,TEN,ARI,1,0,1,short,middle,11,G.Swaim,,0,-0.717187921,0,-0.015274271,0,2.6303505341056734,TEN,SHOTGUN,"1 RB, 1 TE, 3 WR",POST
1584,2021_01_ARI_TEN,3.0,10,11,0,2,523,523,2323,-17,2,1,TEN,ARI,1,0,1,short,left,7,N.Westbrook-Ikhine,3,10,2.6278897520387545,1,0.050554364919662476,1,-0.705380549,TEN,SHOTGUN,"1 RB, 1 TE, 3 WR",SLANT
1650,2021_01_ARI_TEN,3.0,1,1,1,2,414,414,2214,-17,2,1,TEN,ARI,0,0,1,,,,,,1,1.4733392907655798,1,0.014507225662404921,0,,TEN,I_FORM,"6 OL, 2 RB, 2 TE, 0 WR",
1703,2021_01_ARI_TEN,1.0,10,75,0,2,410,410,2210,11,1,2,ARI,TEN,1,0,1,deep,right,22,M.Williams,,0,-0.484571046,0,-0.01036787,0,1.4346093791536987,ARI,SHOTGUN,"1 RB, 1 TE, 3 WR",CROSS
1725,2021_01_ARI_TEN,2.0,10,75,0,2,404,404,2204,11,1,2,ARI,TEN,1,0,1,short,right,11,A.Green,,0,-0.61943233,0,-0.014347315,0,1.2266865556593984,ARI,SHOTGUN,"1 RB, 1 TE, 3 WR",GO
1747,2021_01_ARI_TEN,3.0,10,75,0,2,399,399,2199,11,1,2,ARI,TEN,1,0,1,deep,left,17,R.Moore,1,18,2.2034713653847575,1,0.041243494,1,2.1834192911628634,ARI,EMPTY,"1 RB, 0 TE, 4 WR",HITCH
1792,2021_01_ARI_TEN,2.0,6,53,0,2,313,313,2113,11,1,2,ARI,TEN,0,0,1,,,,,,8,0.9017031287658028,1,0.013196647,0,,ARI,I_FORM,"1 RB, 2 TE, 2 WR",
1834,2021_01_ARI_TEN,2.0,10,45,0,2,224,224,2024,11,1,2,ARI,TEN,1,0,1,short,right,4,A.Green,0,4,-0.220213222,0,-0.009595513,1,-0.220213222,ARI,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT
1858,2021_01_ARI_TEN,3.0,6,41,0,2,184,184,1984,11,1,2,ARI,TEN,1,0,1,deep,right,20,C.Kirk,2,22,2.3053234146209434,1,0.043597579,1,2.2568174874177203,ARI,EMPTY,"1 RB, 0 TE, 4 WR",CROSS
2050,2021_01_ARI_TEN,1.0,10,75,0,2,104,104,1904,-18,2,1,TEN,ARI,1,0,1,short,middle,5,J.Jones,4,9,0.12297958298586309,1,0.009673566,1,0.088227068,TEN,SHOTGUN,"1 RB, 1 TE, 3 WR",IN
2074,2021_01_ARI_TEN,2.0,1,66,0,2,83,83,1883,-18,2,1,TEN,ARI,1,1,1,,,,,,16,0.9633497761678882,1,0.009678192,0,,TEN,SHOTGUN,"1 RB, 1 TE, 3 WR",
2095,2021_01_ARI_TEN,1.0,10,50,0,2,61,61,1861,-18,2,1,TEN,ARI,1,1,1,short,middle,5,J.McNichols,4,9,0.37641550204716623,1,0.006242797,1,0.149891424,TEN,SHOTGUN,"1 RB, 1 TE, 3 WR",ANGLE
2119,2021_01_ARI_TEN,2.0,1,41,0,2,42,42,1842,-18,2,1,TEN,ARI,1,1,1,short,right,4,A.Firkser,0,4,0.2127254790684674,1,-0.006242797,1,0.2127254790684674,TEN,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT
2148,2021_01_ARI_TEN,1.0,10,37,0,2,37,37,1837,-18,2,1,TEN,ARI,1,0,1,short,left,4,A.Firkser,0,4,0.11236026408732869,1,-0.003571354,1,0.11236026408732869,TEN,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH
2222,2021_01_ARI_TEN,2.0,1,28,0,2,28,28,1828,-18,1,1,TEN,ARI,1,0,1,short,left,13,J.Jones,,0,-0.204264052,0,-0.010747403,0,0.9177663169102743,TEN,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT
2244,2021_01_ARI_TEN,3.0,1,28,0,2,24,24,1824,-18,1,1,TEN,ARI,1,0,1,deep,right,28,A.Brown,,0,-0.333845828,0,-0.028804958,0,4.4839921135571785,TEN,SHOTGUN,"1 RB, 1 TE, 3 WR",CROSS
2287,2021_01_ARI_TEN,1.0,10,64,0,2,14,14,1814,18,1,1,ARI,TEN,1,0,1,short,left,-3,R.Moore,15,12,0.11082713000359945,1,0.002781034,1,-0.100565362,ARI,EMPTY,"1 RB, 0 TE, 4 WR",SCREEN
2345,2021_01_ARI_TEN,1.0,10,52,0,2,8,8,1808,18,0,0,ARI,TEN,1,0,1,short,left,14,D.Hopkins,,0,-0.071724972,0,-0.003670275,0,0.5308187585324049,ARI,SHOTGUN,"1 RB, 0 TE, 4 WR",OUT
2367,2021_01_ARI_TEN,2.0,10,52,0,2,2,2,1802,18,0,0,ARI,TEN,1,0,1,short,middle,0,C.Edmonds,36,36,-0.21326726,0,-0.022313595,1,-0.21326726,ARI,SHOTGUN,"1 RB, 0 TE, 4 WR",ANGLE
2465,2021_01_ARI_TEN,2.0,6,80,0,3,858,1758,1758,18,3,3,ARI,TEN,1,1,1,short,right,-6,C.Edmonds,9,3,-0.373123672,0,0.000247896,1,-1.776734688,ARI,SHOTGUN,"1 RB, 2 TE, 2 WR",FLAT
2503,2021_01_ARI_TEN,3.0,3,77,0,3,834,1734,1734,18,3,3,ARI,TEN,1,0,1,deep,left,21,D.Harris,,0,-3.799779841,0,-0.048819005,0,2.444855294888839,ARI,SHOTGUN,"1 RB, 2 TE, 2 WR",CROSS
2529,2021_01_ARI_TEN,1.0,10,32,0,3,822,1722,1722,-18,3,3,TEN,ARI,1,0,1,short,left,14,A.Brown,5,19,1.127694198046811,1,0.017302454,1,0.9599931468837894,TEN,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT
2553,2021_01_ARI_TEN,1.0,10,13,0,3,779,1679,1679,-18,3,3,TEN,ARI,1,0,1,short,middle,13,A.Brown,0,13,1.7036234216066077,1,-0.013350368,1,1.7036234216066077,TEN,SHOTGUN,"1 RB, 1 TE, 3 WR",POST
2609,2021_01_ARI_TEN,1.0,10,75,0,3,775,1675,1675,11,3,3,ARI,TEN,1,0,1,short,left,-4,R.Moore,33,29,1.9412358771078289,1,0.016051411628723145,1,-1.351405713,ARI,SHOTGUN,"1 RB, 2 TE, 2 WR",SCREEN
2654,2021_01_ARI_TEN,2.0,7,43,0,3,712,1612,1612,11,3,3,ARI,TEN,1,1,1,short,left,7,D.Hopkins,3,10,1.244526368798688,1,0.017486214637756348,1,1.0935139787616208,ARI,SHOTGUN,"1 RB, 2 TE, 2 WR",HITCH
2716,2021_01_ARI_TEN,2.0,3,26,0,3,650,1550,1550,11,3,3,ARI,TEN,0,0,1,short,right,-1,D.Harris,,0,-0.812203705,0,-0.007055283,0,-0.773881938,ARI,SINGLEBACK,"1 RB, 2 TE, 2 WR",CROSS
2766,2021_01_ARI_TEN,3.0,3,26,0,3,645,1545,1545,11,2,3,ARI,TEN,1,0,1,deep,right,26,C.Kirk,0,26,3.718600628664717,1,0.037212863,1,3.718600628664717,ARI,SHOTGUN,"1 RB, 1 TE, 3 WR",CORNER
2856,2021_01_ARI_TEN,1.0,15,80,0,3,640,1540,1540,-18,3,2,TEN,ARI,1,0,1,short,middle,7,C.Rogers,2,9,0.686473892,1,0.00863136,1,0.3084857203066349,TEN,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH
2901,2021_01_ARI_TEN,3.0,5,70,0,3,569,1469,1469,-18,3,2,TEN,ARI,1,0,1,deep,middle,23,J.Jones,,0,-2.941654664,0,-0.018795989,0,2.492307707,TEN,SHOTGUN,"1 RB, 1 TE, 3 WR",SLANT
2927,2021_01_ARI_TEN,1.0,10,53,0,3,561,1461,1461,18,2,3,ARI,TEN,1,0,1,deep,left,18,D.Hopkins,,0,-0.550314576,0,0.005529761,0,1.2664791705319658,ARI,SHOTGUN,"1 RB, 2 TE, 2 WR",CORNER
2949,2021_01_ARI_TEN,2.0,10,53,0,3,554,1454,1454,18,2,3,ARI,TEN,1,0,1,short,right,10,A.Green,,0,-0.951406955,0,-0.006077588,0,1.1132929713930935,ARI,SHOTGUN,"1 RB, 2 TE, 2 WR",OUT
2982,2021_01_ARI_TEN,3.0,10,53,0,3,550,1450,1450,18,2,3,ARI,TEN,1,0,1,,,,,,-7,-1.988275143,0,-0.01210165,0,,ARI,SHOTGUN,"1 RB, 0 TE, 4 WR",
3148,2021_01_ARI_TEN,3.0,8,57,0,3,328,1228,1228,-18,3,2,TEN,ARI,1,0,1,,,,,,-10,-4.957656141,0,-0.025510903,0,,TEN,,"1 RB, 1 TE, 3 WR",
3245,2021_01_ARI_TEN,3.0,4,11,0,3,191,1091,1091,18,2,3,ARI,TEN,1,0,1,short,right,11,C.Kirk,0,11,2.8899179520085454,1,0.012023105286061764,1,2.8899179520085454,ARI,SHOTGUN,"1 RB, 0 TE, 4 WR",GO
3310,2021_01_ARI_TEN,1.0,10,75,0,3,186,1086,1086,-25,3,2,TEN,ARI,1,0,1,short,middle,10,C.Rogers,,0,-0.556139966,0,-0.001059855,0,0.5663845057133585,TEN,SHOTGUN,"1 RB, 1 TE, 3 WR",SLANT
3353,2021_01_ARI_TEN,3.0,6,71,0,3,141,1041,1041,-25,3,2,TEN,ARI,1,0,1,short,left,10,J.Jones,0,10,1.6789876348339021,1,0.000412829,1,1.6789876348339021,TEN,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH
3398,2021_01_ARI_TEN,2.0,3,54,0,3,89,989,989,-25,3,2,TEN,ARI,1,1,1,short,right,7,A.Brown,,0,-0.813409525,0,-0.001020018,0,0.43832340952940285,TEN,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH
3420,2021_01_ARI_TEN,3.0,3,54,0,3,86,986,986,-25,3,2,TEN,ARI,1,0,1,short,right,3,A.Brown,2,5,1.0378397409804165,1,0.000708335,1,1.0555477566085756,TEN,SHOTGUN,"1 RB, 1 TE, 3 WR",FLAT
3444,2021_01_ARI_TEN,1.0,10,49,0,3,59,959,959,-25,3,2,TEN,ARI,1,1,1,short,middle,9,N.Westbrook-Ikhine,,0,-0.482401076,0,-0.000822451,0,0.6001861032564193,TEN,SHOTGUN,"1 RB, 1 TE, 3 WR",SLANT
3466,2021_01_ARI_TEN,2.0,10,49,0,3,57,957,957,-25,3,2,TEN,ARI,1,0,1,short,left,4,D.Henry,,0,-0.824896124,0,-0.00104451,0,-0.497525103,TEN,EMPTY,"1 RB, 1 TE, 3 WR",HITCH
3488,2021_01_ARI_TEN,3.0,10,49,0,3,53,953,953,-25,3,2,TEN,ARI,1,0,1,short,middle,3,A.Firkser,,0,-1.26649334,0,-0.000927642,0,-1.382423146,TEN,SHOTGUN,"1 RB, 1 TE, 3 WR",SLANT
3527,2021_01_ARI_TEN,4.0,10,49,0,3,48,948,948,-25,3,1,TEN,ARI,1,0,1,,,,,,-8,-3.144721833,0,-0.001926202,0,,TEN,SHOTGUN,"1 RB, 1 TE, 3 WR",
3728,2021_01_ARI_TEN,1.0,10,67,0,4,664,664,664,-25,3,0,TEN,ARI,1,0,1,short,middle,4,J.Jones,6,10,0.352776816,1,3.0860770493745804e-05,1,-0.2983126,TEN,SHOTGUN,"1 RB, 1 TE, 3 WR",CROSS
3752,2021_01_ARI_TEN,1.0,10,57,0,4,640,640,640,-25,3,0,TEN,ARI,1,1,1,short,left,-3,D.Henry,11,8,0.18862763326615095,1,-0.001123878,1,-1.005950449,TEN,SHOTGUN,"1 RB, 1 TE, 3 WR",SCREEN
3776,2021_01_ARI_TEN,2.0,2,49,0,4,616,616,616,-25,3,0,TEN,ARI,1,1,1,short,right,6,C.Rogers,4,10,0.5258611608296633,1,-6.28E-05,1,0.23691272549331188,TEN,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT
3804,2021_01_ARI_TEN,1.0,10,39,0,4,589,589,589,-25,3,0,TEN,ARI,1,1,1,short,middle,3,D.Henry,5,8,0.4007656055036932,1,8.832523599267006e-05,1,-0.302579671,TEN,SHOTGUN,"1 RB, 1 TE, 3 WR",ANGLE
3828,2021_01_ARI_TEN,2.0,2,31,0,4,562,562,562,-25,3,0,TEN,ARI,1,1,1,,,,,,-10,-2.556364856,0,-0.000716385,0,,TEN,SHOTGUN,"1 RB, 1 TE, 3 WR",
3847,2021_01_ARI_TEN,3.0,12,41,0,4,522,522,522,-25,3,0,TEN,ARI,1,0,1,short,right,3,J.McNichols,4,7,-0.094875659,0,0.000230362,1,-0.899823016,TEN,SHOTGUN,"1 RB, 1 TE, 3 WR",ANGLE
3871,2021_01_ARI_TEN,4.0,5,34,0,4,498,498,498,-25,3,0,TEN,ARI,1,1,1,short,right,9,A.Brown,,0,-2.137465138,0,-0.000550292,0,3.001294589485042,TEN,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH
3919,2021_01_ARI_TEN,2.0,8,64,0,4,453,453,453,25,0,3,ARI,TEN,1,0,1,short,middle,-2,R.Moore,11,9,0.956415469,1,8.577108383178711e-05,1,-0.756436084,ARI,SHOTGUN,"1 RB, 2 TE, 2 WR",ANGLE
55,2021_01_BAL_LV,1.0,10,75,0,1,900,1800,3600,0,3,3,LV,BAL,1,0,1,short,right,6,D.Waller,,0,-0.734108326,0,-0.018231928,0,0.07908797,LV,SHOTGUN,"2 RB, 1 TE, 2 WR",HITCH
77,2021_01_BAL_LV,2.0,10,75,0,1,896,1796,3596,0,3,3,LV,BAL,1,1,1,short,left,5,A.Ingold,4,9,0.9487852076999843,1,0.027957618236541748,1,-0.172783489,LV,SHOTGUN,"2 RB, 1 TE, 2 WR",OUT
148,2021_01_BAL_LV,2.0,11,36,0,1,759,1659,3459,0,3,3,LV,BAL,1,0,1,,,,,,2,-0.45008487,0,-0.02683413,0,,LV,EMPTY,"2 RB, 1 TE, 2 WR",
169,2021_01_BAL_LV,3.0,9,34,0,1,716,1616,3416,0,3,3,LV,BAL,1,0,1,short,middle,7,D.Waller,6,13,2.237393880961463,1,0.077104986,1,-0.395404981,LV,SHOTGUN,"1 RB, 2 TE, 2 WR",SLANT
228,2021_01_BAL_LV,1.0,17,28,0,1,660,1560,3360,0,3,3,LV,BAL,1,0,1,deep,left,24,H.Renfrow,,0,-0.504910278,0,-0.014472783,0,2.0533789575565606,LV,EMPTY,"1 RB, 3 TE, 1 WR",GO
250,2021_01_BAL_LV,2.0,17,28,0,1,655,1555,3355,0,3,3,LV,BAL,1,0,1,short,left,6,J.Jacobs,,0,-0.658749655,0,-0.034359872,0,0.036387589294463396,LV,EMPTY,"1 RB, 3 TE, 1 WR",HITCH
356,2021_01_BAL_LV,2.0,7,89,0,1,591,1491,3291,0,3,3,BAL,LV,0,0,1,,,,,,18,1.7216968024149537,1,0.030529767274856567,0,,BAL,SINGLEBACK,"2 RB, 1 TE, 2 WR",
383,2021_01_BAL_LV,1.0,10,71,0,1,549,1449,3249,0,3,3,BAL,LV,1,0,1,short,left,-5,T.Williams,7,2,-0.534052519,0,-0.010670394,1,-1.539597664,BAL,PISTOL,"2 RB, 2 TE, 1 WR",FLAT
407,2021_01_BAL_LV,2.0,8,69,0,1,516,1416,3216,0,3,3,BAL,LV,1,0,1,,,,,,2,-0.428318189,0,-0.008178174,0,,BAL,EMPTY,"0 RB, 1 TE, 4 WR",
428,2021_01_BAL_LV,3.0,6,67,0,1,470,1370,3170,0,3,3,BAL,LV,1,0,1,short,left,7,S.Watkins,1,8,1.6319310069084167,1,0.047424167,1,1.5576766384765506,BAL,EMPTY,"1 RB, 2 TE, 2 WR",HITCH
475,2021_01_BAL_LV,1.0,15,64,0,1,410,1310,3110,0,3,3,BAL,LV,1,0,1,short,middle,8,M.Andrews,,0,-0.608508951,0,-0.01566875,0,0.32656853389926255,BAL,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH
518,2021_01_BAL_LV,3.0,13,62,0,1,362,1262,3062,0,3,3,BAL,LV,1,0,1,,,,,,-6,-1.366741621,0,-0.022079527,0,,BAL,SHOTGUN,"1 RB, 1 TE, 3 WR",
562,2021_01_BAL_LV,1.0,10,76,0,1,314,1214,3014,0,3,3,LV,BAL,0,0,1,deep,right,23,D.Waller,,0,-0.606170598,0,-0.018215835,0,1.6074684897903353,LV,SINGLEBACK,"1 RB, 2 TE, 2 WR",GO
590,2021_01_BAL_LV,2.0,10,76,0,1,309,1209,3009,0,3,3,LV,BAL,1,0,1,deep,right,35,D.Waller,,0,-0.804608157,0,-0.029700994,0,2.9031288304831833,LV,SHOTGUN,"1 RB, 2 TE, 2 WR",GO
612,2021_01_BAL_LV,3.0,10,76,0,1,303,1203,3003,0,3,3,LV,BAL,1,0,1,deep,middle,20,D.Waller,,0,-1.516988684,0,-0.036627561,0,2.793209941126406,LV,SHOTGUN,"1 RB, 2 TE, 2 WR",IN
668,2021_01_BAL_LV,1.0,10,65,0,1,286,1186,2986,0,3,3,BAL,LV,1,0,1,short,right,-2,M.Brown,2,0,-0.572943219,0,-0.015664697,1,-0.866716615,BAL,SHOTGUN,"1 RB, 1 TE, 3 WR",SCREEN
692,2021_01_BAL_LV,2.0,10,65,0,1,243,1143,2943,0,3,3,BAL,LV,1,0,1,short,left,2,T.Williams,19,21,1.9906201222911477,1,0.047110975,1,-0.648019082,BAL,SHOTGUN,"2 RB, 1 TE, 2 WR",FLAT
737,2021_01_BAL_LV,2.0,7,41,0,1,159,1059,2859,0,3,3,BAL,LV,1,0,1,short,middle,5,S.Watkins,,0,-0.888659647,0,-0.033548355,0,0.013561614,BAL,PISTOL,"2 RB, 0 TE, 3 WR",HITCH
759,2021_01_BAL_LV,3.0,7,41,0,1,155,1055,2855,0,3,3,BAL,LV,1,0,1,short,right,6,M.Andrews,0,6,0.083530731,1,0.010847806930541992,1,0.083530731,BAL,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT
880,2021_01_BAL_LV,2.0,10,72,0,1,31,931,2731,-7,3,3,LV,BAL,1,0,1,short,right,13,D.Waller,,0,-0.803624763,0,-0.015255928,0,1.340585362398997,LV,SHOTGUN,"1 RB, 3 TE, 1 WR",IN
902,2021_01_BAL_LV,3.0,10,72,0,1,25,925,2725,-7,3,3,LV,BAL,1,0,1,short,middle,12,D.Waller,,0,-1.488692063,0,-0.029487759,0,2.082021772162989,LV,SHOTGUN,"1 RB, 2 TE, 2 WR",HITCH
949,2021_01_BAL_LV,1.0,10,80,0,1,8,908,2708,7,3,3,BAL,LV,1,0,1,short,right,-3,D.Duvernay,9,6,0.21224740939214826,1,0.003975391,1,-1.274044248,BAL,SHOTGUN,"1 RB, 2 TE, 2 WR",SCREEN
1013,2021_01_BAL_LV,3.0,7,77,0,2,860,860,2660,7,3,3,BAL,LV,1,0,1,short,middle,6,S.Watkins,,0,-1.377509155,0,-0.031426311,0,-0.230126684,BAL,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH
1075,2021_01_BAL_LV,2.0,10,65,0,2,805,805,2605,-7,3,3,LV,BAL,1,0,1,short,middle,2,J.Jacobs,4,6,-0.047431928,0,0.005772859,1,-0.625233641,LV,SHOTGUN,"1 RB, 1 TE, 3 WR",ANGLE
1122,2021_01_BAL_LV,3.0,10,65,0,2,736,736,2536,-7,3,3,LV,BAL,1,0,1,,,,,,-11,-2.263275498,0,-0.058203176,0,,LV,SHOTGUN,"1 RB, 2 TE, 2 WR",
1174,2021_01_BAL_LV,1.0,10,68,0,2,690,690,2490,7,3,3,BAL,LV,1,0,1,deep,left,19,M.Brown,10,29,1.7215107443043962,1,0.041639864444732666,1,1.0923435760196298,BAL,PISTOL,"2 RB, 1 TE, 2 WR",CROSS
