play_id,game_id,old_game_id,play_type,yards_gained,run_location,run_gap,epa,rush_attempt,offense_formation,offense_personnel
1222,2021_10_KC_LV,2021111411,run,12,left,guard,0.6557552982121706,1.0,SINGLEBACK,"1 RB, 1 TE, 3 WR"
1243,2021_10_KC_LV,2021111411,run,2,left,guard,-0.432571111,1.0,I_FORM,"1 RB, 2 TE, 2 WR"
1264,2021_10_KC_LV,2021111411,run,-1,left,tackle,-0.909618444,1.0,SINGLEBACK,"1 RB, 3 TE, 1 WR"
1336,2021_10_KC_LV,2021111411,run,3,right,guard,-0.362431705,1.0,SINGLEBACK,"1 RB, 3 TE, 1 WR"
1427,2021_10_KC_LV,2021111411,run,2,left,end,-0.545518438,1.0,SINGLEBACK,"1 RB, 1 TE, 3 WR"
1501,2021_10_KC_LV,2021111411,run,0,middle,,-1.481899742,1.0,SHOTGUN,"2 RB, 2 TE, 1 WR"
1539,2021_10_KC_LV,2021111411,run,2,right,tackle,2.4062867269967683,1.0,SINGLEBACK,"2 RB, 1 TE, 2 WR"
2038,2021_10_KC_LV,2021111411,run,9,middle,,0.767675347,1.0,I_FORM,"1 RB, 2 TE, 2 WR"
2059,2021_10_KC_LV,2021111411,run,2,left,tackle,-0.059463318,1.0,SINGLEBACK,"1 RB, 2 TE, 2 WR"
2186,2021_10_KC_LV,2021111411,run,6,left,tackle,0.084256054,1.0,SINGLEBACK,"1 RB, 1 TE, 3 WR"
2253,2021_10_KC_LV,2021111411,run,-1,right,end,0.9445324537809938,1.0,SHOTGUN,"1 RB, 3 TE, 1 WR"
2344,2021_10_KC_LV,2021111411,run,5,middle,,0.2033203535247594,1.0,SHOTGUN,"1 RB, 2 TE, 2 WR"
2490,2021_10_KC_LV,2021111411,run,3,left,end,0.07267485,1.0,SINGLEBACK,"1 RB, 1 TE, 3 WR"
2572,2021_10_KC_LV,2021111411,run,1,middle,,-0.615822474,1.0,SINGLEBACK,"1 RB, 1 TE, 3 WR"
2687,2021_10_KC_LV,2021111411,run,2,left,end,-0.467509679,1.0,SHOTGUN,"1 RB, 1 TE, 3 WR"
2708,2021_10_KC_LV,2021111411,run,6,middle,,0.20763648464344442,1.0,SHOTGUN,"1 RB, 1 TE, 3 WR"
2895,2021_10_KC_LV,2021111411,run,3,right,guard,-0.46510741,1.0,SHOTGUN,"1 RB, 2 TE, 2 WR"
3085,2021_10_KC_LV,2021111411,run,-1,left,tackle,-0.994500703,1.0,I_FORM,"2 RB, 2 TE, 1 WR"
3318,2021_10_KC_LV,2021111411,run,4,left,tackle,0.1866754530929029,1.0,SINGLEBACK,"1 RB, 2 TE, 2 WR"
3366,2021_10_KC_LV,2021111411,run,4,left,guard,-0.175973011,1.0,SHOTGUN,"1 RB, 1 TE, 3 WR"
3387,2021_10_KC_LV,2021111411,run,4,middle,,-0.068308958,1.0,SHOTGUN,"1 RB, 2 TE, 2 WR"
3432,2021_10_KC_LV,2021111411,run,3,middle,,-0.18484515,1.0,SINGLEBACK,"1 RB, 3 TE, 1 WR"
3587,2021_10_KC_LV,2021111411,run,8,right,tackle,0.5082856772933155,1.0,SHOTGUN,"1 RB, 1 TE, 3 WR"
3969,2021_10_KC_LV,2021111411,run,18,left,guard,-0.577803215,1.0,SINGLEBACK,"2 RB, 2 TE, 1 WR"
3990,2021_10_KC_LV,2021111411,qb_kneel,-1,,,0,1.0,,"2 RB, 2 TE, 1 WR"
4012,2021_10_KC_LV,2021111411,qb_kneel,-1,,,0,1.0,,"2 RB, 2 TE, 1 WR"
97,2021_10_LA_SF,2021111500,run,10,left,end,0.9252841637935489,1.0,SINGLEBACK,"1 RB, 1 TE, 3 WR"
177,2021_10_LA_SF,2021111500,run,4,right,tackle,-0.329149009,1.0,SINGLEBACK,"1 RB, 1 TE, 3 WR"
198,2021_10_LA_SF,2021111500,run,7,right,tackle,0.8974200435914099,1.0,SINGLEBACK,"1 RB, 1 TE, 3 WR"
219,2021_10_LA_SF,2021111500,run,5,left,guard,-0.075284545,1.0,SHOTGUN,"1 RB, 1 TE, 3 WR"
301,2021_10_LA_SF,2021111500,run,1,right,tackle,-0.35695277,1.0,I_FORM,"2 RB, 1 TE, 2 WR"
328,2021_10_LA_SF,2021111500,run,9,middle,,1.142311677802354,1.0,SHOTGUN,"1 RB, 1 TE, 3 WR"
349,2021_10_LA_SF,2021111500,run,4,left,guard,-0.23810164,1.0,SHOTGUN,"2 RB, 1 TE, 2 WR"
402,2021_10_LA_SF,2021111500,run,0,left,guard,-0.582588656,1.0,SHOTGUN,"2 RB, 1 TE, 2 WR"
423,2021_10_LA_SF,2021111500,run,2,middle,,0.5350380481686443,1.0,SINGLEBACK,"2 RB, 1 TE, 2 WR"
444,2021_10_LA_SF,2021111500,run,0,left,guard,-0.569056931,1.0,SINGLEBACK,"1 RB, 2 TE, 2 WR"
521,2021_10_LA_SF,2021111500,run,8,left,end,0.565329916,1.0,SHOTGUN,"1 RB, 1 TE, 3 WR"
547,2021_10_LA_SF,2021111500,run,6,middle,,0.1749169594841078,1.0,SINGLEBACK,"1 RB, 1 TE, 3 WR"
568,2021_10_LA_SF,2021111500,run,5,left,tackle,0.11280072521185502,1.0,SINGLEBACK,"1 RB, 2 TE, 2 WR"
589,2021_10_LA_SF,2021111500,run,-1,right,guard,-1.059022256,1.0,SINGLEBACK,"1 RB, 2 TE, 2 WR"
831,2021_10_LA_SF,2021111500,run,6,middle,,0.18273266591131687,1.0,SHOTGUN,"1 RB, 1 TE, 3 WR"
965,2021_10_LA_SF,2021111500,run,1,right,guard,-0.482171498,1.0,SINGLEBACK,"1 RB, 1 TE, 3 WR"
1086,2021_10_LA_SF,2021111500,run,9,middle,,0.7654206820297986,1.0,SINGLEBACK,"2 RB, 1 TE, 2 WR"
1107,2021_10_LA_SF,2021111500,run,-1,middle,,-0.922460224,1.0,SHOTGUN,"2 RB, 1 TE, 2 WR"
1160,2021_10_LA_SF,2021111500,run,1,right,tackle,-0.477211061,1.0,SINGLEBACK,"1 RB, 2 TE, 2 WR"
1209,2021_10_LA_SF,2021111500,run,6,left,tackle,0.2212744380813092,1.0,SHOTGUN,"2 RB, 1 TE, 2 WR"
1230,2021_10_LA_SF,2021111500,run,2,middle,,-0.377501083,1.0,I_FORM,"2 RB, 1 TE, 2 WR"
1302,2021_10_LA_SF,2021111500,run,13,middle,,0.7625187310040928,1.0,SHOTGUN,"1 RB, 1 TE, 3 WR"
1323,2021_10_LA_SF,2021111500,run,2,middle,,-0.310612865,1.0,SHOTGUN,"1 RB, 1 TE, 3 WR"
1372,2021_10_LA_SF,2021111500,run,8,left,end,1.7244278121506795,1.0,SHOTGUN,"1 RB, 1 TE, 3 WR"
1432,2021_10_LA_SF,2021111500,run,3,left,tackle,-0.308909328,1.0,SINGLEBACK,"1 RB, 1 TE, 3 WR"
1542,2021_10_LA_SF,2021111500,run,11,right,guard,0.9969206768437289,1.0,SINGLEBACK,"1 RB, 1 TE, 3 WR"
1586,2021_10_LA_SF,2021111500,run,4,middle,,-0.101177413,1.0,SHOTGUN,"1 RB, 1 TE, 3 WR"
1747,2021_10_LA_SF,2021111500,qb_kneel,-1,,,0,1.0,,"2 RB, 2 TE, 1 WR"
1803,2021_10_LA_SF,2021111500,run,17,right,end,1.306308523286134,1.0,SINGLEBACK,"2 RB, 1 TE, 2 WR"
1824,2021_10_LA_SF,2021111500,run,4,right,guard,-0.089357674,1.0,SHOTGUN,"1 RB, 2 TE, 2 WR"
1845,2021_10_LA_SF,2021111500,run,-2,left,end,-1.119947258,1.0,I_FORM,"2 RB, 1 TE, 2 WR"
1937,2021_10_LA_SF,2021111500,run,3,left,end,-0.119300629,1.0,SINGLEBACK,"1 RB, 1 TE, 3 WR"
2108,2021_10_LA_SF,2021111500,run,4,right,guard,-0.213573428,1.0,SINGLEBACK,"1 RB, 1 TE, 3 WR"
2133,2021_10_LA_SF,2021111500,run,4,right,tackle,0.057976230746135116,1.0,SHOTGUN,"1 RB, 1 TE, 3 WR"
2154,2021_10_LA_SF,2021111500,run,4,right,guard,0.8715464472770691,1.0,SHOTGUN,"1 RB, 1 TE, 3 WR"
2175,2021_10_LA_SF,2021111500,run,-6,right,end,-1.40930726,1.0,SINGLEBACK,"1 RB, 2 TE, 2 WR"
2337,2021_10_LA_SF,2021111500,run,6,middle,,-0.02068777,1.0,SHOTGUN,"1 RB, 1 TE, 3 WR"
2399,2021_10_LA_SF,2021111500,run,3,left,guard,-0.266192454,1.0,SHOTGUN,"1 RB, 1 TE, 3 WR"
2541,2021_10_LA_SF,2021111500,run,4,left,guard,-0.526727258,1.0,SHOTGUN,"1 RB, 1 TE, 3 WR"
2735,2021_10_LA_SF,2021111500,run,8,middle,,0.4506968829082325,1.0,SHOTGUN,"2 RB, 1 TE, 2 WR"
2756,2021_10_LA_SF,2021111500,run,4,middle,,0.18498869810719043,1.0,I_FORM,"2 RB, 1 TE, 2 WR"
2777,2021_10_LA_SF,2021111500,run,2,left,guard,-0.443015633,1.0,SHOTGUN,"2 RB, 1 TE, 2 WR"
2845,2021_10_LA_SF,2021111500,run,0,middle,,-1.620679121,1.0,SHOTGUN,"1 RB, 1 TE, 3 WR"
3377,2021_10_LA_SF,2021111500,run,1,left,end,-1.174222933,1.0,SHOTGUN,"1 RB, 1 TE, 3 WR"
3457,2021_10_LA_SF,2021111500,run,-2,left,tackle,-0.72900808,1.0,SINGLEBACK,"2 RB, 1 TE, 2 WR"
3478,2021_10_LA_SF,2021111500,run,2,left,guard,-0.019434849,1.0,I_FORM,"2 RB, 1 TE, 2 WR"
3516,2021_10_LA_SF,2021111500,run,1,left,guard,-0.945751288,1.0,SHOTGUN,"2 RB, 2 TE, 1 WR"
3779,2021_10_LA_SF,2021111500,run,9,middle,,0.26251894677989185,1.0,I_FORM,"2 RB, 2 TE, 1 WR"
3800,2021_10_LA_SF,2021111500,run,2,middle,,0.13289613975211978,1.0,I_FORM,"2 RB, 2 TE, 1 WR"
3821,2021_10_LA_SF,2021111500,run,0,middle,,-0.296729172,1.0,I_FORM,"2 RB, 2 TE, 1 WR"
3859,2021_10_LA_SF,2021111500,run,-4,right,tackle,-0.966205232,1.0,SINGLEBACK,"2 RB, 1 TE, 2 WR"
3880,2021_10_LA_SF,2021111500,run,8,left,end,0.4228450020891614,1.0,SHOTGUN,"2 RB, 1 TE, 2 WR"
3901,2021_10_LA_SF,2021111500,run,5,left,tackle,-2.13930482,1.0,I_FORM,"2 RB, 1 TE, 2 WR"
3922,2021_10_LA_SF,2021111500,run,7,left,tackle,-0.180212807,1.0,SHOTGUN,"1 RB, 1 TE, 3 WR"
84,2021_10_MIN_LAC,2021111408,run,5,middle,,0.084991486,1.0,I_FORM,"2 RB, 1 TE, 2 WR"
134,2021_10_MIN_LAC,2021111408,run,3,middle,,-0.282792968,1.0,I_FORM,"2 RB, 2 TE, 1 WR"
226,2021_10_MIN_LAC,2021111408,run,5,right,end,-0.220327609,1.0,SINGLEBACK,"1 RB, 2 TE, 2 WR"
315,2021_10_MIN_LAC,2021111408,run,-4,left,end,-1.162683821,1.0,SHOTGUN,"2 RB, 0 TE, 3 WR"
423,2021_10_MIN_LAC,2021111408,run,4,right,end,-0.116048225,1.0,SHOTGUN,"1 RB, 1 TE, 3 WR"
468,2021_10_MIN_LAC,2021111408,run,5,middle,,0.012300194,1.0,I_FORM,"1 RB, 2 TE, 2 WR"
489,2021_10_MIN_LAC,2021111408,run,1,middle,,-0.652357228,1.0,SINGLEBACK,"1 RB, 1 TE, 3 WR"
643,2021_10_MIN_LAC,2021111408,run,12,left,end,0.773396943,1.0,SHOTGUN,"1 RB, 2 TE, 2 WR"
688,2021_10_MIN_LAC,2021111408,run,6,middle,,0.4530603236053139,1.0,SHOTGUN,"1 RB, 1 TE, 3 WR"
733,2021_10_MIN_LAC,2021111408,run,6,right,tackle,0.6021800389280543,1.0,I_FORM,"2 RB, 1 TE, 2 WR"
938,2021_10_MIN_LAC,2021111408,run,0,left,end,-0.542668972,1.0,SINGLEBACK,"1 RB, 2 TE, 2 WR"
1016,2021_10_MIN_LAC,2021111408,run,4,right,tackle,-0.076226572,1.0,SINGLEBACK,"1 RB, 2 TE, 2 WR"
1255,2021_10_MIN_LAC,2021111408,run,8,left,guard,0.5711715066572651,1.0,SHOTGUN,"1 RB, 2 TE, 2 WR"
1276,2021_10_MIN_LAC,2021111408,run,5,right,end,0.2772158606676385,1.0,SINGLEBACK,"1 RB, 2 TE, 2 WR"
1321,2021_10_MIN_LAC,2021111408,run,5,right,guard,-0.041428678,1.0,I_FORM,"2 RB, 1 TE, 2 WR"
1385,2021_10_MIN_LAC,2021111408,run,3,left,tackle,0.2668799648527056,1.0,I_FORM,"2 RB, 1 TE, 2 WR"
1655,2021_10_MIN_LAC,2021111408,run,4,middle,,-0.114841868,1.0,EMPTY,"1 RB, 2 TE, 2 WR"
1676,2021_10_MIN_LAC,2021111408,run,7,left,tackle,0.6446189364069141,1.0,I_FORM,"2 RB, 2 TE, 1 WR"
1697,2021_10_MIN_LAC,2021111408,run,4,middle,,0.171694147,1.0,I_FORM,"2 RB, 2 TE, 1 WR"
1774,2021_10_MIN_LAC,2021111408,run,3,left,end,-0.281802316,1.0,SINGLEBACK,"1 RB, 2 TE, 2 WR"
1819,2021_10_MIN_LAC,2021111408,run,17,right,end,0.8777247804100625,1.0,SHOTGUN,"1 RB, 1 TE, 3 WR"
1993,2021_10_MIN_LAC,2021111408,run,1,middle,,-0.425894424,1.0,SINGLEBACK,"1 RB, 2 TE, 2 WR"
2074,2021_10_MIN_LAC,2021111408,run,1,middle,,1.1291714785038494,1.0,JUMBO,"1 RB, 4 TE, 0 WR"
2127,2021_10_MIN_LAC,2021111408,run,-3,left,end,-0.452742864,1.0,SHOTGUN,"1 RB, 1 TE, 3 WR"
2321,2021_10_MIN_LAC,2021111408,run,5,middle,,-0.102016515,1.0,SHOTGUN,"1 RB, 1 TE, 3 WR"
2429,2021_10_MIN_LAC,2021111408,run,3,left,end,-0.180946888,1.0,SINGLEBACK,"1 RB, 2 TE, 2 WR"
2484,2021_10_MIN_LAC,2021111408,run,5,left,end,0.060677272,1.0,SHOTGUN,"1 RB, 2 TE, 2 WR"
2558,2021_10_MIN_LAC,2021111408,run,5,right,guard,0.3688218956813216,1.0,SINGLEBACK,"1 RB, 2 TE, 2 WR"
2697,2021_10_MIN_LAC,2021111408,run,-1,right,end,-0.939801371,1.0,I_FORM,"2 RB, 1 TE, 2 WR"
2776,2021_10_MIN_LAC,2021111408,run,9,middle,,0.6782683194614947,1.0,SINGLEBACK,"1 RB, 2 TE, 2 WR"
2797,2021_10_MIN_LAC,2021111408,run,2,left,tackle,-0.062170236,1.0,SINGLEBACK,"1 RB, 2 TE, 2 WR"
2818,2021_10_MIN_LAC,2021111408,run,6,right,tackle,0.024825667031109333,1.0,SINGLEBACK,"1 RB, 2 TE, 2 WR"
2905,2021_10_MIN_LAC,2021111408,run,3,middle,,-0.283122585,1.0,SINGLEBACK,"1 RB, 2 TE, 2 WR"
3056,2021_10_MIN_LAC,2021111408,run,1,left,tackle,-0.303625057,1.0,SINGLEBACK,"1 RB, 2 TE, 2 WR"
3077,2021_10_MIN_LAC,2021111408,run,4,right,guard,0.4038139026379213,1.0,SINGLEBACK,"1 RB, 1 TE, 3 WR"
3098,2021_10_MIN_LAC,2021111408,run,0,left,guard,-1.178349182,1.0,JUMBO,"6 OL, 2 RB, 2 TE, 0 WR"
3185,2021_10_MIN_LAC,2021111408,run,3,left,tackle,-0.415595848,1.0,SINGLEBACK,"1 RB, 2 TE, 2 WR"
3304,2021_10_MIN_LAC,2021111408,run,2,left,guard,-0.498174727,1.0,SINGLEBACK,"1 RB, 1 TE, 3 WR"
3368,2021_10_MIN_LAC,2021111408,run,7,right,end,0.30367375374771655,1.0,SHOTGUN,"1 RB, 1 TE, 3 WR"
3418,2021_10_MIN_LAC,2021111408,run,0,left,guard,-0.471582339,1.0,SINGLEBACK,"1 RB, 2 TE, 2 WR"
3439,2021_10_MIN_LAC,2021111408,run,1,left,end,-0.613728335,1.0,SHOTGUN,"1 RB, 0 TE, 4 WR"
3484,2021_10_MIN_LAC,2021111408,run,5,left,guard,0.10225714993430302,1.0,I_FORM,"2 RB, 2 TE, 1 WR"
3505,2021_10_MIN_LAC,2021111408,run,2,right,guard,-0.669107686,1.0,SINGLEBACK,"1 RB, 2 TE, 2 WR"
3526,2021_10_MIN_LAC,2021111408,run,4,middle,,1.838281356554944,1.0,SHOTGUN,"1 RB, 1 TE, 3 WR"
3547,2021_10_MIN_LAC,2021111408,run,1,left,tackle,0.5941790989018045,1.0,JUMBO,"6 OL, 2 RB, 2 TE, 0 WR"
3602,2021_10_MIN_LAC,2021111408,run,3,left,guard,-0.431329014,1.0,SHOTGUN,"1 RB, 2 TE, 2 WR"
3717,2021_10_MIN_LAC,2021111408,run,5,left,end,0.11226169776637107,1.0,SHOTGUN,"1 RB, 2 TE, 2 WR"
4007,2021_10_MIN_LAC,2021111408,run,11,middle,,0.6387491300702095,1.0,SHOTGUN,"1 RB, 1 TE, 3 WR"
4261,2021_10_MIN_LAC,2021111408,run,4,right,end,2.0470028636045754,1.0,I_FORM,"2 RB, 2 TE, 1 WR"
4302,2021_10_MIN_LAC,2021111408,qb_kneel,-3,,,-0.884400009,1.0,,"2 RB, 2 TE, 1 WR"
4323,2021_10_MIN_LAC,2021111408,qb_kneel,-2,,,-0.202242099,1.0,,"2 RB, 2 TE, 1 WR"
