play_id,nflverse_game_id,down,ydstogo,yardline_100,goal_to_go,qtr,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,score_differential,posteam_timeouts_remaining,defteam_timeouts_remaining,posteam,defteam,shotgun,no_huddle,qb_dropback,pass_length,pass_location,air_yards,receiver,yards_after_catch,yards_gained,epa,success,wpa,complete_pass,air_epa,possession_team,offense_formation,offense_personnel,route
824,2020_04_CLE_DAL,3.0,7,25,0,1,180,1080,2880,0,3,3,DAL,CLE,1,1,1,short,right,0,C.Lamb,5,5,-0.747515446,0,-0.024424791,1,-1.27332488,DAL,EMPTY,"1 RB, 1 TE, 3 WR",FLAT
865,2020_04_CLE_DAL,4.0,2,20,0,1,133,1033,2833,0,2,3,DAL,CLE,1,0,1,short,middle,11,A.Cooper,9,20,4.185201242566109,1,0.11064306194317042,1,2.5721333926776424,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",POST
1075,2020_04_CLE_DAL,2.0,2,34,0,1,16,916,2716,-7,3,2,CLE,DAL,0,1,1,deep,right,16,O.Beckham,0,16,1.2060918009956367,1,0.030924856662750244,1,1.2060918009956367,CLE,SINGLEBACK,"1 RB, 2 TE, 2 WR",OUT
1139,2020_04_CLE_DAL,2.0,6,14,0,2,858,858,2658,-7,3,2,CLE,DAL,1,0,1,,,,,,0,-0.769567463,0,-0.023520678,0,,CLE,SHOTGUN,"1 RB, 2 TE, 2 WR",
1177,2020_04_CLE_DAL,3.0,6,14,0,2,818,818,2618,-7,3,2,CLE,DAL,1,0,1,short,left,8,J.Landry,2,10,2.0170884257531725,1,0.047778219,1,1.6760312326368876,CLE,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT
1206,2020_04_CLE_DAL,1.0,4,4,1,2,792,792,2592,-7,3,2,CLE,DAL,0,0,1,short,middle,4,O.Beckham,0,4,1.0459947657072917,1,0.062551589,1,1.0459947657072917,CLE,SINGLEBACK,"1 RB, 1 TE, 3 WR",SLANT
1332,2020_04_CLE_DAL,1.0,10,62,0,2,683,683,2483,0,2,3,DAL,CLE,1,0,1,,,,,,-4,-5.739787665,0,-0.153920412,0,,DAL,PISTOL,"2 RB, 0 TE, 3 WR",
1361,2020_04_CLE_DAL,1.0,10,34,0,2,675,675,2475,0,3,2,CLE,DAL,0,0,1,short,left,11,O.Beckham,0,11,0.8539508695830591,1,0.01991117,1,0.8539508695830591,CLE,I_FORM,"2 RB, 1 TE, 2 WR",HITCH
1432,2020_04_CLE_DAL,1.0,1,1,1,2,566,566,2366,0,3,2,CLE,DAL,0,0,1,short,left,1,A.Hooper,0,1,0.5688509736210108,1,0.033859732,1,0.5688509736210108,CLE,SINGLEBACK,"1 RB, 1 TE, 3 WR",FLAT
1552,2020_04_CLE_DAL,1.0,10,23,0,2,506,506,2306,7,3,2,CLE,DAL,0,0,1,short,left,11,A.Hooper,,0,-0.405399193,0,-0.004058659,0,0.5977961113676429,CLE,SINGLEBACK,"1 RB, 1 TE, 3 WR",CROSS
1574,2020_04_CLE_DAL,2.0,10,23,0,2,501,501,2301,7,3,2,CLE,DAL,1,0,1,deep,right,21,O.Beckham,,0,-0.576741744,0,-0.014347494,0,1.766250845103059,CLE,EMPTY,"1 RB, 2 TE, 2 WR",CORNER
1596,2020_04_CLE_DAL,3.0,10,23,0,2,496,496,2296,7,3,2,CLE,DAL,1,0,1,short,right,10,J.Landry,1,11,1.5813446826068684,1,0.027205348014831543,1,1.565195020812098,CLE,SHOTGUN,"1 RB, 2 TE, 2 WR",OUT
1699,2020_04_CLE_DAL,1.0,10,75,0,2,440,440,2240,-14,2,3,DAL,CLE,1,0,1,,,,,,1,-0.705150801,0,-0.009411782,0,,DAL,SHOTGUN,"1 RB, 2 TE, 2 WR",
1746,2020_04_CLE_DAL,3.0,4,69,0,2,368,368,2168,-14,2,3,DAL,CLE,1,0,1,short,right,5,C.Wilson,1,6,1.1692712327931076,1,0.016338333,1,1.2544942409731448,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT
1770,2020_04_CLE_DAL,1.0,10,63,0,2,334,334,2134,-14,2,3,DAL,CLE,1,0,1,deep,left,17,M.Gallup,0,17,1.1595591712975875,1,0.014098837971687317,1,1.1595591712975875,DAL,SHOTGUN,"1 RB, 2 TE, 2 WR",OUT
1794,2020_04_CLE_DAL,1.0,10,46,0,2,313,313,2113,-14,2,3,DAL,CLE,0,0,1,short,left,4,T.Pollard,,0,-0.448810295,0,-0.0149353,0,-0.108169643,DAL,SINGLEBACK,"1 RB, 2 TE, 2 WR",ANGLE
1816,2020_04_CLE_DAL,2.0,10,46,0,2,306,306,2106,-14,2,3,DAL,CLE,1,0,1,short,left,-3,E.Elliott,3,0,-0.851805889,0,-0.015008941,1,-1.557606854,DAL,SHOTGUN,"2 RB, 0 TE, 3 WR",FLAT
1863,2020_04_CLE_DAL,3.0,15,51,0,2,249,249,2049,-14,2,3,DAL,CLE,1,0,1,deep,left,37,C.Wilson,,0,-1.290591436,0,-0.013263673,0,4.208741693000775,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",CROSS
1990,2020_04_CLE_DAL,1.0,10,68,0,2,120,120,1920,14,3,2,CLE,DAL,0,0,1,short,right,13,,,0,-0.530972257,0,-0.006780088,0,0.5069407508708537,CLE,I_FORM,"1 RB, 3 TE, 1 WR",
2037,2020_04_CLE_DAL,3.0,8,66,0,2,71,71,1871,14,3,2,CLE,DAL,1,0,1,short,right,9,J.Landry,0,9,1.191344204,1,0.034804582595825195,1,1.191344204,CLE,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT
2084,2020_04_CLE_DAL,1.0,10,57,0,2,60,60,1860,14,2,2,CLE,DAL,1,0,1,short,middle,12,O.Beckham,1,13,0.6016935686930083,1,0.001659214,1,0.8713007333572023,CLE,EMPTY,"1 RB, 2 TE, 2 WR",IN
2108,2020_04_CLE_DAL,1.0,10,44,0,2,37,37,1837,14,2,2,CLE,DAL,1,1,1,short,left,12,A.Hooper,0,12,0.8324926818604581,1,0.002631485,1,0.8324926818604581,CLE,SHOTGUN,"1 RB, 2 TE, 2 WR",OUT
2149,2020_04_CLE_DAL,1.0,10,32,0,2,30,30,1830,14,1,2,CLE,DAL,1,0,1,deep,right,32,J.Landry,,0,-0.310675579,0,-0.002199888,0,3.7729541,CLE,SHOTGUN,"1 RB, 2 TE, 2 WR",GO
2171,2020_04_CLE_DAL,2.0,10,32,0,2,24,24,1824,14,1,2,CLE,DAL,1,0,1,short,right,6,H.Bryant,0,6,-0.304360096,0,-7.72E-05,1,-0.304360096,CLE,EMPTY,"1 RB, 2 TE, 2 WR",HITCH
2222,2020_04_CLE_DAL,3.0,4,26,0,2,18,18,1818,14,0,2,CLE,DAL,1,0,1,short,right,7,J.Landry,0,7,-0.028005322,0,0.011767327785491943,1,-0.028005322,CLE,SHOTGUN,"1 RB, 1 TE, 3 WR",SLANT
2246,2020_04_CLE_DAL,1.0,10,19,0,2,7,7,1807,14,0,2,CLE,DAL,0,0,0,,,0,,,0,0.10212548044140002,1,-0.001967371,0,,CLE,,"1 RB, 1 TE, 3 WR",
2347,2020_04_CLE_DAL,2.0,4,64,0,3,852,1752,1752,17,3,3,CLE,DAL,0,0,1,short,left,9,H.Bryant,5,14,1.096711337333545,1,0.009493649,1,0.6591255427338183,CLE,SINGLEBACK,"1 RB, 2 TE, 2 WR",CROSS
2408,2020_04_CLE_DAL,1.0,20,60,0,3,790,1690,1690,17,3,3,CLE,DAL,0,0,1,short,right,2,J.Landry,9,11,0.4340941025875509,1,0.003293753,1,-0.523121455,CLE,SINGLEBACK,"1 RB, 1 TE, 3 WR",HITCH
2605,2020_04_CLE_DAL,2.0,8,75,0,3,622,1522,1522,-24,3,3,DAL,CLE,1,1,1,deep,right,30,A.Cooper,,0,-0.788044246,0,-0.002937887,0,2.4115325671155006,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",GO
2627,2020_04_CLE_DAL,3.0,8,75,0,3,615,1515,1515,-24,3,3,DAL,CLE,1,0,1,,,,,,-6,-2.140935883,0,-0.002280025,0,,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",
2686,2020_04_CLE_DAL,2.0,6,55,0,3,539,1439,1439,24,3,3,CLE,DAL,0,0,1,short,right,1,H.Bryant,0,1,-0.675098301,0,0.000740767,1,-0.675098301,CLE,SINGLEBACK,"1 RB, 1 TE, 3 WR",OUT
2710,2020_04_CLE_DAL,3.0,5,54,0,3,496,1396,1396,24,3,3,CLE,DAL,1,0,1,short,right,9,,,0,-1.69675349,0,-0.000625014,0,1.7472918196581304,CLE,SHOTGUN,"1 RB, 2 TE, 2 WR",
2766,2020_04_CLE_DAL,1.0,10,63,0,3,475,1375,1375,-24,3,3,DAL,CLE,1,0,1,short,left,4,A.Cooper,3,7,0.32969677401706576,1,-0.001650865,1,-0.186112311,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",IN
2790,2020_04_CLE_DAL,2.0,3,56,0,3,455,1355,1355,-24,3,3,DAL,CLE,1,1,1,short,right,14,C.Lamb,,0,-0.842912366,0,-0.002202287,0,0.8901825377251953,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT
2812,2020_04_CLE_DAL,3.0,3,56,0,3,450,1350,1350,-24,3,3,DAL,CLE,1,0,1,short,right,3,A.Cooper,0,3,1.140389038482681,1,0.001987775,1,1.140389038482681,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT
2841,2020_04_CLE_DAL,1.0,10,53,0,3,423,1323,1323,-24,3,3,DAL,CLE,1,0,1,short,left,7,C.Lamb,0,7,0.2615319308824837,1,0.001822356,1,0.2615319308824837,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT
2870,2020_04_CLE_DAL,2.0,3,46,0,3,406,1306,1306,-24,3,3,DAL,CLE,1,0,1,short,left,-5,E.Elliott,11,6,0.49063532415311784,1,0.000218189,1,-1.611207211,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",SCREEN
2894,2020_04_CLE_DAL,1.0,10,40,0,3,380,1280,1280,-24,3,3,DAL,CLE,1,1,1,deep,middle,17,D.Schultz,,0,-0.544099109,0,-0.001217298,0,1.1841725372942165,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",POST
2916,2020_04_CLE_DAL,2.0,10,40,0,3,376,1276,1276,-24,3,3,DAL,CLE,1,0,1,short,middle,8,C.Wilson,,0,-0.851038272,0,-0.003300483,0,0.4827798563055694,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",SLANT
2938,2020_04_CLE_DAL,3.0,10,40,0,3,372,1272,1272,-24,3,3,DAL,CLE,1,0,1,short,right,5,D.Schultz,2,7,-0.503200049,0,-0.003118114,1,-0.542241821,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT
2962,2020_04_CLE_DAL,4.0,3,33,0,3,330,1230,1230,-24,3,3,DAL,CLE,1,0,1,short,middle,7,C.Lamb,,0,-3.282419581,0,-0.003913602,0,2.881004946073517,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",SLANT
3124,2020_04_CLE_DAL,3.0,9,31,0,3,94,994,994,24,3,3,CLE,DAL,1,0,1,short,left,2,A.Hooper,3,5,-0.655026119,0,-0.000233293,1,-0.867293728,CLE,SHOTGUN,"1 RB, 1 TE, 3 WR",CROSS
3217,2020_04_CLE_DAL,1.0,10,77,0,3,34,934,934,-27,3,2,DAL,CLE,1,0,1,short,left,4,A.Cooper,6,10,0.7283632955513895,1,-0.000136274,1,-0.0419584,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH
3241,2020_04_CLE_DAL,1.0,10,67,0,3,8,908,908,-27,3,2,DAL,CLE,1,1,1,short,left,0,E.Elliott,11,11,0.6582603827118874,1,-2.40E-05,1,-0.524786716,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT
3301,2020_04_CLE_DAL,1.0,10,56,0,4,900,900,900,-27,3,2,DAL,CLE,1,0,1,short,left,11,M.Gallup,,0,-0.490446082,0,5.971221253275871e-05,0,0.5670674515422434,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH
3323,2020_04_CLE_DAL,2.0,10,56,0,4,894,894,894,-27,3,2,DAL,CLE,1,0,1,short,left,4,A.Cooper,10,14,1.1713719352846965,1,-7.78E-05,1,-0.595407182,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",IN
3347,2020_04_CLE_DAL,1.0,10,42,0,4,867,867,867,-27,3,2,DAL,CLE,1,1,1,short,left,-1,E.Elliott,14,13,0.8341858456260525,1,5.630729719996452e-05,1,-0.883770999,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",ANGLE
3371,2020_04_CLE_DAL,1.0,10,29,0,4,845,845,845,-27,3,2,DAL,CLE,1,1,1,short,left,9,N.Brown,9,18,1.021596586855594,1,-4.35E-05,1,0.7280177856446244,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",SLANT
3399,2020_04_CLE_DAL,1.0,10,11,0,4,824,824,824,-27,3,2,DAL,CLE,1,1,1,short,left,6,N.Brown,1,7,0.45916583971120417,1,0.001245433,1,0.2781047106254846,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",SLANT
3645,2020_04_CLE_DAL,2.0,3,3,1,4,751,751,751,-27,3,2,DAL,CLE,1,0,1,short,right,3,M.Gallup,,0,-0.959072984,0,-0.000530212,0,1.2618613907252438,DAL,EMPTY,"1 RB, 1 TE, 3 WR",OUT
3761,2020_04_CLE_DAL,1.0,10,84,0,4,501,501,501,-19,3,2,DAL,CLE,1,0,1,short,left,-4,T.Pollard,20,16,1.0280605026055127,1,0.002752733,1,-1.208410291,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",FLAT
3790,2020_04_CLE_DAL,1.0,10,68,0,4,491,491,491,-19,3,2,DAL,CLE,1,0,1,short,right,3,A.Cooper,8,11,0.6564987737219781,1,0.000380858,1,-0.362275425,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",CROSS
3842,2020_04_CLE_DAL,1.0,5,52,0,4,468,468,468,-19,3,2,DAL,CLE,1,0,1,short,middle,12,B.Bell,0,12,0.42331051093060523,1,-0.001696694,1,0.42331051093060523,DAL,EMPTY,"1 RB, 1 TE, 3 WR",IN
3866,2020_04_CLE_DAL,1.0,10,40,0,4,445,445,445,-19,3,2,DAL,CLE,1,1,1,short,left,2,C.Wilson,,0,-0.451769628,0,-0.00089589,0,-0.376062079,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",CROSS
3888,2020_04_CLE_DAL,2.0,10,40,0,4,440,440,440,-19,3,2,DAL,CLE,1,0,1,short,left,7,N.Brown,2,9,0.6108572335797362,1,-0.003975209,1,0.21240054443478584,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH
3934,2020_04_CLE_DAL,1.0,10,26,0,4,392,392,392,-19,3,2,DAL,CLE,1,1,1,deep,middle,22,D.Schultz,4,26,2.692752637725789,1,0.016935247279703636,1,1.3460533748730086,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",POST
4026,2020_04_CLE_DAL,2.0,4,69,0,4,383,383,383,11,2,2,CLE,DAL,0,0,1,,,,,,-1,-0.928487369,0,0.000941515,0,,CLE,I_FORM,"2 RB, 2 TE, 1 WR",
4062,2020_04_CLE_DAL,3.0,5,70,0,4,376,376,376,11,2,1,CLE,DAL,1,0,1,deep,left,25,O.Beckham,,0,-1.445824828,0,-0.020775676,0,2.6724021279951558,CLE,SHOTGUN,"1 RB, 2 TE, 2 WR",GO
4109,2020_04_CLE_DAL,1.0,10,80,0,4,360,360,360,-11,1,2,DAL,CLE,1,0,1,short,middle,7,C.Wilson,5,12,0.7708246482070535,1,0.010988291,1,0.21540631470270455,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",SLANT
4133,2020_04_CLE_DAL,1.0,10,68,0,4,343,343,343,-11,1,2,DAL,CLE,1,1,1,short,right,-6,E.Elliott,11,5,-0.010127073,0,-0.00344269,1,-1.344027678,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",SCREEN
4161,2020_04_CLE_DAL,2.0,5,63,0,4,327,327,327,-11,1,2,DAL,CLE,1,0,1,short,left,13,D.Schultz,1,14,1.200747150578536,1,0.009455808,1,1.1393170916708186,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT
4190,2020_04_CLE_DAL,1.0,10,49,0,4,315,315,315,-11,1,2,DAL,CLE,1,1,1,deep,middle,43,M.Gallup,,0,-0.471418728,0,-0.007377192,0,2.548510075721424,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",POST
4212,2020_04_CLE_DAL,2.0,10,49,0,4,309,309,309,-11,1,2,DAL,CLE,1,0,1,short,left,6,A.Cooper,3,9,0.6476862352574244,1,0.017753370106220245,1,-0.011532675,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH
4257,2020_04_CLE_DAL,1.0,10,32,0,4,268,268,268,-11,1,2,DAL,CLE,1,1,1,short,middle,5,A.Cooper,11,16,0.8624186458764598,1,0.010978386,1,0.099652755,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",SLANT
4303,2020_04_CLE_DAL,1.0,10,16,0,4,260,260,260,-11,1,1,DAL,CLE,1,0,1,short,middle,13,D.Schultz,,0,-0.440985772,0,-0.009860404,0,1.0122379017120693,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",POST
4346,2020_04_CLE_DAL,1.0,5,5,1,4,231,231,231,-11,1,1,DAL,CLE,1,1,1,short,right,5,A.Cooper,,0,-0.433877011,0,-0.008683704,0,1.3624128919327632,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",GO
4368,2020_04_CLE_DAL,2.0,5,5,1,4,227,227,227,-11,1,1,DAL,CLE,1,0,1,short,right,5,C.Lamb,0,5,1.7962899028789252,1,0.10196462863683697,1,1.7962899028789252,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",CORNER
4500,2020_04_CLE_DAL,1.0,10,75,0,4,205,205,205,-11,1,1,DAL,CLE,1,0,1,short,left,10,M.Gallup,2,12,0.5526042920537293,1,-0.003643747,1,0.4789524166844785,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH
4524,2020_04_CLE_DAL,1.0,10,63,0,4,182,182,182,-11,1,1,DAL,CLE,1,1,1,short,right,10,A.Cooper,0,10,0.39741380303166807,1,0.000330031,1,0.39741380303166807,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH
4548,2020_04_CLE_DAL,1.0,10,53,0,4,163,163,163,-11,1,1,DAL,CLE,1,1,1,deep,middle,20,D.Schultz,,0,-0.459067663,0,-0.005986683,0,1.0962201817892492,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",POST
4570,2020_04_CLE_DAL,2.0,10,53,0,4,158,158,158,-11,1,1,DAL,CLE,1,1,1,short,left,4,B.Bell,8,12,1.0364501196308993,1,0.017217956483364105,1,-0.250845234,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",CROSS
4594,2020_04_CLE_DAL,1.0,10,41,0,4,136,136,136,-11,1,1,DAL,CLE,1,1,1,short,middle,2,E.Elliott,4,6,0.2000799760571681,1,-0.008682176,1,-0.42683457,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",ANGLE
4635,2020_04_CLE_DAL,2.0,4,35,0,4,120,120,120,-11,1,1,DAL,CLE,1,0,1,short,right,11,A.Cooper,0,11,0.90346029,1,0.003131229,1,0.90346029,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT
4670,2020_04_CLE_DAL,1.0,10,24,0,4,114,114,114,-11,1,1,DAL,CLE,1,0,1,deep,left,24,A.Cooper,,0,-0.403843998,0,-0.005278122,0,3.253840956662316,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",GO
4692,2020_04_CLE_DAL,2.0,10,24,0,4,108,108,108,-11,1,1,DAL,CLE,1,0,1,deep,left,16,C.Wilson,0,16,1.7127135709451977,1,0.012676510959863663,1,1.7127135709451977,DAL,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT
4721,2020_04_CLE_DAL,1.0,8,8,1,4,102,102,102,-11,1,1,DAL,CLE,1,0,1,short,middle,4,A.Cooper,,0,-5.094932353,0,-0.04702669,0,0.16987138593685813,DAL,EMPTY,"1 RB, 1 TE, 3 WR",SLANT
76,2020_04_DEN_NYJ,2.0,11,76,0,1,882,1782,3582,0,3,3,NYJ,DEN,1,0,1,short,right,10,C.Hogan,0,10,1.434420604724437,1,0.036100507,1,1.434420604724437,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH
121,2020_04_DEN_NYJ,1.0,10,63,0,1,812,1712,3512,0,3,3,NYJ,DEN,0,0,1,short,middle,10,J.Crowder,,0,-0.500984801,0,-0.018036783,0,0.6527950731106102,NYJ,I_FORM,"1 RB, 1 TE, 3 WR",POST
143,2020_04_DEN_NYJ,2.0,10,63,0,1,808,1708,3508,0,3,3,NYJ,DEN,1,0,1,short,middle,1,F.Gore,5,6,-0.099321487,0,-0.006397843,1,-0.828869998,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",ANGLE
171,2020_04_DEN_NYJ,3.0,4,57,0,1,782,1682,3482,0,3,3,NYJ,DEN,1,1,1,,,,,,8,1.383407554589212,1,0.036307931,0,,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",
192,2020_04_DEN_NYJ,1.0,10,49,0,1,739,1639,3439,0,3,3,NYJ,DEN,0,0,1,deep,right,16,B.Berrios,,0,-0.512820252,0,-0.01791513,0,0.9701614324003458,NYJ,SINGLEBACK,"1 RB, 2 TE, 2 WR",CROSS
235,2020_04_DEN_NYJ,3.0,7,46,0,1,697,1597,3397,0,3,3,NYJ,DEN,1,0,1,,,,,,46,5.050767432898283,1,0.161955599,0,,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",
370,2020_04_DEN_NYJ,2.0,5,67,0,1,562,1462,3262,-7,3,3,DEN,NYJ,1,0,1,short,left,0,M.Gordon,1,1,-0.625226836,0,-0.010095149,1,-0.835234693,DEN,SHOTGUN,"1 RB, 1 TE, 3 WR",FLAT
482,2020_04_DEN_NYJ,2.0,11,44,0,1,472,1372,3172,-7,3,3,DEN,NYJ,1,0,1,deep,left,21,T.Patrick,0,21,2.3165534221334383,1,0.065911084,1,2.3165534221334383,DEN,SHOTGUN,"1 RB, 2 TE, 2 WR",CORNER
527,2020_04_DEN_NYJ,2.0,8,21,0,1,402,1302,3102,-7,3,3,DEN,NYJ,1,0,1,short,right,-5,N.Fant,11,6,0.34505143243586645,1,-0.004873395,1,-1.275857906,DEN,SHOTGUN,"1 RB, 1 TE, 3 WR",SCREEN
574,2020_04_DEN_NYJ,3.0,7,20,0,1,330,1230,3030,-7,3,3,DEN,NYJ,1,0,1,short,right,-1,R.Freeman,-1,-2,-1.107089772,0,-0.031616837,1,-1.084175611,DEN,EMPTY,"1 RB, 1 TE, 3 WR",SCREEN
657,2020_04_DEN_NYJ,2.0,12,77,0,1,261,1161,2961,4,3,3,NYJ,DEN,1,0,1,short,right,2,R.Griffin,1,3,-0.119185689,0,-0.017111599,1,-0.135105364,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",FLAT
686,2020_04_DEN_NYJ,3.0,9,74,0,1,229,1129,2929,4,3,3,NYJ,DEN,1,0,1,short,left,9,J.Crowder,0,9,1.900072327349335,1,0.062853932,1,1.900072327349335,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT
716,2020_04_DEN_NYJ,1.0,10,65,0,1,187,1087,2887,4,3,3,NYJ,DEN,1,0,1,short,left,5,C.Hogan,0,5,0.073946534,1,-0.002371252,1,0.073946534,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT
745,2020_04_DEN_NYJ,2.0,5,60,0,1,159,1059,2859,4,3,3,NYJ,DEN,0,1,1,short,left,14,J.Smith,4,18,1.3484721470158547,1,0.045663297176361084,1,1.1367005200590938,NYJ,SINGLEBACK,"1 RB, 1 TE, 3 WR",CROSS
774,2020_04_DEN_NYJ,1.0,10,42,0,1,126,1026,2826,4,3,3,NYJ,DEN,0,0,1,,,,,,-10,-1.404705782,0,-0.038424194,0,,NYJ,SINGLEBACK,"1 RB, 2 TE, 2 WR",
873,2020_04_DEN_NYJ,3.0,30,62,0,1,13,913,2713,4,3,3,NYJ,DEN,1,0,1,short,middle,3,J.Smith,8,11,-0.685255189,0,-0.012800276,1,-0.570633277,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",CROSS
996,2020_04_DEN_NYJ,2.0,10,70,0,2,850,850,2650,-4,3,3,DEN,NYJ,1,0,1,short,middle,5,N.Vannett,2,7,0.14135657739825547,1,0.00161472,1,-0.302573402,DEN,SHOTGUN,"1 RB, 2 TE, 2 WR",CROSS
1065,2020_04_DEN_NYJ,1.0,10,48,0,2,797,797,2597,-4,3,3,DEN,NYJ,0,0,1,deep,right,44,J.Jeudy,4,48,4.433011756045744,1,0.13605379983422372,1,3.0692345924908295,DEN,SINGLEBACK,"1 RB, 2 TE, 2 WR",GO
1142,2020_04_DEN_NYJ,2.0,10,75,0,2,755,755,2555,-3,3,3,NYJ,DEN,1,0,1,short,left,5,J.Smith,0,5,-0.262156927,0,-0.005258322,1,-0.262156927,NYJ,EMPTY,"1 RB, 0 TE, 4 WR",HITCH
1166,2020_04_DEN_NYJ,3.0,5,70,0,2,720,720,2520,-3,3,3,NYJ,DEN,1,0,1,,,,,,-8,-2.305183337,0,-0.077000588,0,,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",
1261,2020_04_DEN_NYJ,1.0,10,50,0,2,671,671,2471,3,3,3,DEN,NYJ,1,0,1,short,right,13,D.Hamilton,,0,-4.576785765,0,-0.145326465,0,0.8385894204257056,DEN,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH
1283,2020_04_DEN_NYJ,1.0,10,63,0,2,665,665,2465,-3,3,3,NYJ,DEN,1,0,1,short,left,1,R.Griffin,2,3,-0.28639833,0,-0.013406724,1,-0.509594751,NYJ,SHOTGUN,"1 RB, 2 TE, 2 WR",FLAT
1348,2020_04_DEN_NYJ,2.0,7,60,0,2,641,641,2441,-3,3,3,NYJ,DEN,1,1,1,,,,,,6,0.42330332146957517,1,0.010753631591796875,0,,NYJ,EMPTY,"1 RB, 1 TE, 3 WR",
1396,2020_04_DEN_NYJ,1.0,10,52,0,2,558,558,2358,-3,3,3,NYJ,DEN,0,0,1,deep,right,21,J.Smith,0,21,1.247175790485926,1,0.058740407,1,1.247175790485926,NYJ,SINGLEBACK,"1 RB, 1 TE, 3 WR",CROSS
1425,2020_04_DEN_NYJ,1.0,10,31,0,2,517,517,2317,-3,3,3,NYJ,DEN,1,0,1,deep,right,31,L.Cager,,0,-0.397481354,0,-0.01672256,0,3.182060242514126,NYJ,EMPTY,"1 RB, 1 TE, 3 WR",GO
1468,2020_04_DEN_NYJ,3.0,7,28,0,2,473,473,2273,-3,3,3,NYJ,DEN,1,0,1,deep,left,17,L.Cager,,0,-1.143029765,0,-0.04945454,0,1.9319526826147921,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",GO
1601,2020_04_DEN_NYJ,3.0,4,8,0,2,392,392,2192,-3,2,3,NYJ,DEN,1,0,1,short,left,7,C.Hogan,,0,-1.325369821,0,-0.061468065,0,1.5627241581096314,NYJ,EMPTY,"1 RB, 1 TE, 3 WR",FLAT
1670,2020_04_DEN_NYJ,1.0,10,75,0,2,381,381,2181,0,3,2,DEN,NYJ,1,0,1,short,right,14,,,0,-0.498498056,0,-0.015670776,0,0.8985079659614712,DEN,SHOTGUN,"1 RB, 1 TE, 3 WR",
