old_game_id,play_id,posteam,defteam,play_type,pass_attempt,rush_attempt,air_yards,run_gap,qb_kneel,qb_spike,qb_scramble,sack,down,yards_gained,ydstogo,epa
2024090801,3367,BUF,ARI,run,0.0,1.0,0.0,guard,0,0,0,0.0,2.0,3.0,1,-1.103715816
2024090801,3426,BUF,ARI,pass,1.0,0.0,5.0,none,0,0,0,0.0,2.0,11.0,8,1.071356085827574
2024090801,3451,BUF,ARI,run,0.0,1.0,0.0,end,0,0,0,0.0,1.0,-3.0,10,-1.020534619
2024090801,3473,BUF,ARI,pass,1.0,0.0,-2.0,none,0,0,0,0.0,2.0,7.0,13,0.094827244
2024090801,3498,BUF,ARI,pass,1.0,0.0,3.0,none,0,0,0,0.0,3.0,0.0,6,-1.402999727
2024090801,3521,BUF,ARI,punt,0.0,0.0,0.0,none,0,0,0,0.0,4.0,0.0,6,-0.325115661
2024090801,3541,ARI,BUF,pass,1.0,0.0,-3.0,none,0,0,0,0.0,1.0,0.0,10,-0.483065779
2024090801,3581,ARI,BUF,pass,1.0,0.0,-6.0,none,0,0,0,0.0,2.0,0.0,10,-0.586620493
2024090801,3608,ARI,BUF,pass,1.0,0.0,0.0,none,0,0,0,1.0,3.0,-5.0,10,-1.281102665
2024090801,3628,ARI,BUF,punt,0.0,0.0,0.0,none,0,0,0,0.0,4.0,0.0,15,-1.145614445
2024090801,3647,BUF,ARI,run,0.0,1.0,0.0,none,0,0,0,0.0,1.0,9.0,10,0.6603889945545234
2024090801,3671,BUF,ARI,no_play,0.0,0.0,0.0,none,0,0,0,0.0,2.0,0.0,1,0.1500444962875917
2024090801,3695,BUF,ARI,run,0.0,1.0,0.0,none,0,0,0,0.0,1.0,7.0,10,0.4606423040968366
2024090801,3719,BUF,ARI,run,0.0,1.0,0.0,tackle,0,0,0,0.0,2.0,1.0,3,-0.45467643
2024090801,3741,BUF,ARI,run,0.0,1.0,0.0,guard,0,0,0,0.0,3.0,-1.0,2,-1.196252836
2024090801,3763,BUF,ARI,field_goal,0.0,0.0,0.0,none,0,0,0,0.0,4.0,0.0,3,0.5284542380395019
2024090801,3806,ARI,BUF,pass,1.0,0.0,19.0,none,0,0,0,0.0,1.0,0.0,10,-0.486029301
2024090801,3845,ARI,BUF,pass,1.0,0.0,5.0,none,0,0,0,0.0,2.0,5.0,10,0.1566782029112801
2024090801,3870,ARI,BUF,pass,1.0,0.0,4.0,none,0,0,0,0.0,3.0,12.0,5,1.312147791555617
2024090801,3900,ARI,BUF,pass,1.0,0.0,4.0,none,0,0,0,0.0,1.0,4.0,10,-0.087526935
2024090801,3925,ARI,BUF,pass,1.0,0.0,7.0,none,0,0,0,0.0,2.0,7.0,6,0.7015805377741344
2024090801,3955,ARI,BUF,pass,1.0,0.0,3.0,none,0,0,0,0.0,1.0,0.0,10,-0.237209084
2024090801,4001,ARI,BUF,pass,1.0,0.0,15.0,none,0,0,0,0.0,2.0,0.0,10,-0.321495876
2024090801,4033,ARI,BUF,run,0.0,1.0,0.0,guard,0,0,0,0.0,3.0,3.0,10,-0.699404426
2024090801,4062,ARI,BUF,pass,1.0,0.0,27.0,none,0,0,0,0.0,4.0,0.0,7,-2.050920849
2024090801,4094,BUF,ARI,qb_kneel,0.0,1.0,0.0,none,1,0,0,0.0,1.0,-1.0,10,0.0
2024090500,60,BAL,KC,run,0.0,1.0,0.0,end,0,0,0,0.0,1.0,2.0,10,-0.295176591
2024090500,82,BAL,KC,no_play,0.0,0.0,0.0,none,0,0,0,0.0,2.0,0.0,8,-0.711562427
2024090500,118,BAL,KC,pass,1.0,0.0,-4.0,none,0,0,0,0.0,2.0,2.0,13,-0.389465509
2024090500,148,BAL,KC,pass,1.0,0.0,1.0,none,0,0,0,0.0,3.0,18.0,11,2.7542495387606323
2024090500,183,BAL,KC,run,0.0,1.0,0.0,none,0,0,0,0.0,1.0,1.0,10,-0.493736951
2024090500,205,BAL,KC,pass,1.0,0.0,-6.0,none,0,0,0,0.0,2.0,0.0,9,-0.900427808
2024090500,239,BAL,KC,no_play,,,0.0,none,0,0,0,0.0,3.0,,9,0.002258558
2024090500,273,BAL,KC,pass,1.0,0.0,18.0,none,0,0,0,0.0,3.0,19.0,9,2.672818920458667
2024090500,298,BAL,KC,run,0.0,1.0,0.0,end,0,0,0,0.0,1.0,6.0,10,0.3074897282058373
2024090500,320,BAL,KC,run,0.0,1.0,0.0,none,0,0,0,0.0,2.0,3.0,4,0.002683554
2024090500,342,BAL,KC,run,0.0,1.0,0.0,end,0,0,0,0.0,3.0,11.0,1,0.986947262
2024090500,369,BAL,KC,run,0.0,1.0,0.0,end,0,0,0,0.0,1.0,8.0,10,0.6042370551731437
2024090500,391,BAL,KC,run,0.0,1.0,0.0,guard,0,0,0,0.0,2.0,5.0,2,1.4316431446932256
2024090500,459,KC,BAL,pass,1.0,0.0,4.0,none,0,0,0,0.0,1.0,11.0,10,0.7019054349511862
2024090500,488,KC,BAL,pass,1.0,0.0,0.0,none,0,0,0,1.0,1.0,0.0,10,-0.483645933
2024090500,517,KC,BAL,run,0.0,1.0,0.0,none,0,0,0,0.0,2.0,4.0,10,-0.540294341
2024090500,539,KC,BAL,pass,1.0,0.0,4.0,none,0,0,0,0.0,3.0,16.0,6,3.2007578626507893
2024090500,575,KC,BAL,run,0.0,1.0,0.0,end,0,0,0,0.0,1.0,21.0,10,2.185133599792607
2024090500,637,BAL,KC,pass,1.0,0.0,11.0,none,0,0,0,0.0,1.0,15.0,10,0.9958748768549412
2024090500,662,BAL,KC,run,0.0,1.0,0.0,end,0,0,0,0.0,1.0,1.0,10,-0.417142692
2024090500,684,BAL,KC,pass,1.0,0.0,3.0,none,0,0,0,0.0,2.0,3.0,9,-0.534663293
2024090500,709,BAL,KC,pass,1.0,0.0,-1.0,none,0,0,0,0.0,3.0,1.0,6,-1.477932027
2024090500,734,BAL,KC,punt,0.0,0.0,0.0,none,0,0,0,0.0,4.0,0.0,5,-0.020410429
2024090500,754,KC,BAL,pass,1.0,0.0,-4.0,none,0,0,0,0.0,1.0,23.0,10,1.610851009376347
2024090500,791,KC,BAL,pass,1.0,0.0,3.0,none,0,0,0,0.0,1.0,19.0,10,1.0831966758705676
2024090500,816,KC,BAL,run,0.0,1.0,0.0,none,0,0,0,0.0,1.0,1.0,10,-0.465420528
2024090500,838,KC,BAL,pass,1.0,0.0,-3.0,none,0,0,0,0.0,2.0,1.0,9,-0.856327515
2024090500,863,KC,BAL,pass,1.0,0.0,0.0,none,0,0,0,1.0,3.0,-10.0,8,-2.250660252
2024090500,903,KC,BAL,punt,0.0,0.0,0.0,none,0,0,0,0.0,4.0,0.0,18,0.079164954
2024090500,921,BAL,KC,pass,1.0,0.0,0.0,none,0,0,0,1.0,1.0,-6.0,10,-5.576133635
2024090500,951,KC,BAL,no_play,0.0,0.0,0.0,none,0,0,0,0.0,1.0,0.0,10,-1.092077221
2024090500,986,KC,BAL,pass,1.0,0.0,11.0,none,0,0,0,0.0,1.0,0.0,20,-0.527637378
2024090500,1009,KC,BAL,pass,1.0,0.0,10.0,none,0,0,0,0.0,2.0,11.0,20,0.3176124689634889
2024090500,1041,KC,BAL,pass,1.0,0.0,13.0,none,0,0,0,0.0,3.0,0.0,9,-0.956039979
2024090500,1064,KC,BAL,field_goal,0.0,0.0,0.0,none,0,0,0,0.0,4.0,0.0,9,0.1864477583922221
2024090500,1108,BAL,KC,pass,1.0,0.0,-3.0,none,0,0,0,0.0,1.0,7.0,10,0.4265985358506441
2024090500,1133,BAL,KC,run,0.0,1.0,0.0,guard,0,0,0,0.0,2.0,6.0,3,0.4611199893988669
2024090500,1155,BAL,KC,pass,1.0,0.0,-2.0,none,0,0,0,0.0,1.0,5.0,10,0.1226536014582961
2024090500,1180,BAL,KC,no_play,0.0,0.0,0.0,none,0,0,0,0.0,2.0,0.0,5,-1.252268337
2024090500,1216,BAL,KC,run,0.0,1.0,0.0,guard,0,0,1,0.0,2.0,5.0,15,-0.103667505
2024090500,1238,BAL,KC,run,0.0,1.0,0.0,end,0,0,1,0.0,3.0,7.0,10,-0.826251448
2024090500,1265,BAL,KC,pass,1.0,0.0,-1.0,none,0,0,0,0.0,4.0,1.0,3,-2.652661329
2024090500,1290,KC,BAL,run,0.0,1.0,0.0,tackle,0,0,0,0.0,1.0,2.0,10,-0.368267352
2024090500,1324,KC,BAL,pass,1.0,0.0,-1.0,none,0,0,0,0.0,2.0,1.0,8,-0.670105141
2024090500,1349,KC,BAL,no_play,0.0,0.0,0.0,none,0,0,0,0.0,3.0,0.0,7,-0.667550251
2024090500,1373,KC,BAL,pass,1.0,0.0,20.0,none,0,0,0,0.0,3.0,23.0,12,3.003668107325211
2024090500,1398,KC,BAL,pass,1.0,0.0,3.0,none,0,0,0,0.0,1.0,12.0,10,0.8606584296794608
2024090500,1423,KC,BAL,run,0.0,1.0,0.0,guard,0,0,0,0.0,1.0,5.0,10,0.1781410641269758
2024090500,1445,KC,BAL,pass,1.0,0.0,3.0,none,0,0,0,0.0,2.0,0.0,5,-0.739448143
2024090500,1468,KC,BAL,pass,1.0,0.0,13.0,none,0,0,0,0.0,3.0,0.0,5,-1.15697255
2024090500,1491,KC,BAL,field_goal,0.0,0.0,0.0,none,0,0,0,0.0,4.0,0.0,5,0.1755005737401145
2024090500,1535,BAL,KC,no_play,0.0,0.0,0.0,none,0,0,0,0.0,1.0,0.0,10,0.262781604
2024090500,1569,BAL,KC,run,0.0,1.0,0.0,end,0,0,0,0.0,1.0,6.0,10,0.2633818921167403
2024090500,1591,BAL,KC,run,0.0,1.0,0.0,guard,0,0,0,0.0,2.0,9.0,4,0.7550980631494895
2024090500,1624,BAL,KC,run,0.0,1.0,0.0,none,0,0,1,0.0,1.0,13.0,10,0.58893001
2024090500,1646,BAL,KC,no_play,0.0,0.0,0.0,none,0,0,0,0.0,1.0,0.0,10,-0.691657095
2024090500,1670,BAL,KC,run,0.0,1.0,0.0,end,0,0,0,0.0,1.0,3.0,15,-0.272266229
2024090500,1692,BAL,KC,no_play,0.0,0.0,0.0,none,0,0,0,0.0,2.0,0.0,12,-0.370103984
2024090500,1728,BAL,KC,pass,1.0,0.0,-2.0,none,0,0,0,0.0,2.0,9.0,17,0.3670593481510877
2024090500,1753,BAL,KC,pass,1.0,0.0,1.0,none,0,0,0,0.0,3.0,0.0,8,-1.233153123
2024090500,1783,BAL,KC,field_goal,0.0,0.0,0.0,none,0,0,0,0.0,4.0,0.0,8,-2.634396873
2024090500,1804,KC,BAL,pass,1.0,0.0,8.0,none,0,0,0,0.0,1.0,0.0,10,-3.797517801
2024090500,1838,BAL,KC,pass,1.0,0.0,-6.0,none,0,0,0,0.0,1.0,7.0,10,0.4248754241270944
2024090500,1868,BAL,KC,run,0.0,1.0,0.0,guard,0,0,1,0.0,2.0,10.0,3,0.5497563848039135
2024090500,1890,BAL,KC,run,0.0,1.0,0.0,end,0,0,1,0.0,1.0,6.0,10,0.2125115209491923
2024090500,1912,BAL,KC,pass,1.0,0.0,3.0,none,0,0,0,0.0,2.0,9.0,4,0.4836487323627807
2024090500,1942,BAL,KC,pass,1.0,0.0,3.0,none,0,0,0,0.0,1.0,9.0,10,0.4487988339387811
2024090500,1974,BAL,KC,pass,1.0,0.0,4.0,none,0,0,0,0.0,2.0,0.0,1,-0.42205182
2024090500,2004,BAL,KC,run,0.0,1.0,0.0,end,0,0,0,0.0,3.0,3.0,1,0.4434194684727117
2024090500,2026,BAL,KC,pass,1.0,0.0,-2.0,none,0,0,0,0.0,1.0,0.0,7,-0.774275818
2024090500,2056,BAL,KC,pass,1.0,0.0,-3.0,none,0,0,0,0.0,2.0,0.0,7,-0.626241367
2024090500,2086,BAL,KC,field_goal,0.0,0.0,0.0,none,0,0,0,0.0,3.0,0.0,7,0.067396145
2024090500,2123,KC,BAL,qb_kneel,0.0,1.0,0.0,none,1,0,0,0.0,1.0,-1.0,10,0.0
2024090500,2199,KC,BAL,run,0.0,1.0,0.0,end,0,0,0,0.0,1.0,5.0,10,-0.026729593
2024090500,2221,KC,BAL,pass,1.0,0.0,13.0,none,0,0,0,0.0,2.0,33.0,5,2.9094985625706613
2024090500,2246,KC,BAL,pass,1.0,0.0,15.0,none,0,0,0,0.0,1.0,25.0,10,1.4623067795182578
2024090500,2278,KC,BAL,no_play,0.0,0.0,0.0,none,0,0,0,0.0,1.0,0.0,10,-1.151330304
2024090500,2311,KC,BAL,pass,1.0,0.0,10.0,none,0,0,0,0.0,1.0,0.0,20,-0.536426096
2024090500,2334,KC,BAL,no_play,0.0,0.0,0.0,none,0,0,0,0.0,2.0,0.0,20,1.740662790252827
2024090500,2372,KC,BAL,pass,1.0,0.0,-2.0,none,0,0,0,0.0,1.0,13.0,10,1.2302010364073794
2024090500,2404,KC,BAL,run,0.0,1.0,0.0,guard,0,0,0,0.0,1.0,1.0,1,0.4476816029346082
2024090500,2466,BAL,KC,pass,1.0,0.0,-2.0,none,0,0,0,0.0,1.0,0.0,10,-0.543954839
2024090500,2489,BAL,KC,pass,1.0,0.0,-6.0,none,0,0,0,0.0,2.0,-2.0,10,-1.347143081
2024090500,2514,BAL,KC,pass,1.0,0.0,3.0,none,0,0,0,0.0,3.0,17.0,12,2.967131469398737
2024090500,2544,BAL,KC,pass,1.0,0.0,8.0,none,0,0,0,0.0,1.0,11.0,10,0.7809991082176566
2024090500,2573,BAL,KC,run,0.0,1.0,0.0,guard,0,0,0,0.0,1.0,-1.0,10,-0.825870727
2024090500,2595,BAL,KC,pass,1.0,0.0,38.0,none,0,0,0,0.0,2.0,0.0,11,-0.968391979
2024090500,2618,BAL,KC,pass,1.0,0.0,33.0,none,0,0,0,0.0,3.0,0.0,11,-1.514216759
2024090500,2641,BAL,KC,punt,0.0,0.0,0.0,none,0,0,0,0.0,4.0,0.0,11,0.031736393
2024090500,2661,KC,BAL,run,0.0,1.0,0.0,end,0,0,0,0.0,1.0,5.0,10,-0.082544961
2024090500,2695,KC,BAL,run,0.0,1.0,0.0,tackle,0,0,0,0.0,2.0,2.0,5,-0.427387769
2024090500,2717,KC,BAL,pass,1.0,0.0,5.0,none,0,0,0,0.0,3.0,10.0,3,1.878800722770393
