play_id,nflverse_game_id,down,ydstogo,yardline_100,goal_to_go,qtr,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,score_differential,posteam_timeouts_remaining,defteam_timeouts_remaining,posteam,defteam,shotgun,no_huddle,qb_dropback,pass_length,pass_location,air_yards,receiver,yards_after_catch,yards_gained,epa,success,wpa,complete_pass,air_epa,possession_team,offense_formation,offense_personnel,route,season,receiver_position
248,2022_13_CLE_HOU,2.0,3,72,0,1,775,1675,3475,0,3,3,HOU,CLE,0,0,1,short,left,12,N.Collins,,0,-0.798713283,0,-0.021478176,0,0.8657412126194686,HOU,SINGLEBACK,"1 RB, 1 TE, 3 WR",POST,2022,WR
270,2022_13_CLE_HOU,3.0,3,72,0,1,771,1671,3471,0,3,3,HOU,CLE,1,0,1,short,left,4,J.Akins,,0,-1.687439336,0,-0.055749267,0,1.283632589969784,HOU,SHOTGUN,"1 RB, 2 TE, 2 WR",OUT,2022,TE
349,2022_13_CLE_HOU,2.0,5,65,0,1,725,1625,3425,0,3,3,CLE,HOU,1,0,1,short,right,5,A.Schwartz,7,12,-5.087197401,0,-0.138108432,1,0.6281810419168323,CLE,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH,2022,
447,2022_13_CLE_HOU,1.0,10,27,0,1,589,1489,3289,0,3,3,HOU,CLE,0,0,1,short,right,-3,J.Akins,14,11,0.6459274772787467,1,0.013012409210205078,1,-1.145402521,HOU,SINGLEBACK,"1 RB, 3 TE, 1 WR",SCREEN,2022,TE
574,2022_13_CLE_HOU,3.0,19,25,0,1,491,1391,3191,0,3,3,HOU,CLE,1,0,1,deep,right,25,N.Collins,,0,-0.851524878,0,-0.040037334,0,4.016441234969534,HOU,SHOTGUN,"1 RB, 1 TE, 3 WR",GO,2022,WR
686,2022_13_CLE_HOU,2.0,6,62,0,1,403,1303,3103,-3,3,3,CLE,HOU,1,0,1,short,right,7,A.Cooper,,0,-0.879009553,0,-0.027075768,0,0.8277026831638068,CLE,SHOTGUN,"2 RB, 1 TE, 2 WR",SLANT,2022,WR
708,2022_13_CLE_HOU,3.0,6,62,0,1,400,1300,3100,-3,3,3,CLE,HOU,1,0,1,short,middle,5,K.Hunt,2,7,1.6862049950286746,1,0.044757932,1,-0.651512771,CLE,SHOTGUN,"2 RB, 1 TE, 2 WR",ANGLE,2022,RB
753,2022_13_CLE_HOU,2.0,12,57,0,1,334,1234,3034,-3,3,3,CLE,HOU,1,0,1,short,right,11,K.Hunt,0,11,1.134094380773604,1,0.027443021535873413,1,1.134094380773604,CLE,EMPTY,"2 RB, 1 TE, 2 WR",HITCH,2022,RB
811,2022_13_CLE_HOU,1.0,10,38,0,1,263,1163,2963,-3,3,3,CLE,HOU,0,0,1,deep,left,16,D.Peoples-Jones,11,27,1.7327031190507114,1,0.028633654,1,1.183824623352848,CLE,SINGLEBACK,"6 OL, 1 RB, 1 TE, 2 WR",CROSS,2022,WR
835,2022_13_CLE_HOU,1.0,10,11,0,1,215,1115,2915,-3,3,3,CLE,HOU,0,0,1,short,middle,11,A.Cooper,,0,-6.711811539,0,-0.198182285,0,1.8229150016559288,CLE,SINGLEBACK,"6 OL, 1 RB, 1 TE, 2 WR",POST,2022,WR
861,2022_13_CLE_HOU,1.0,10,74,0,1,203,1103,2903,3,3,3,HOU,CLE,0,0,1,deep,left,18,B.Jordan,2,20,1.3254161479417235,1,0.027506232261657715,1,1.1272597829811275,HOU,SINGLEBACK,"1 RB, 3 TE, 1 WR",CROSS,2022,TE
889,2022_13_CLE_HOU,1.0,10,54,0,1,160,1060,2860,3,3,3,HOU,CLE,0,0,1,deep,left,45,N.Collins,,0,-0.553224137,0,-0.016277671,0,2.5456658186158165,HOU,I_FORM,"2 RB, 1 TE, 2 WR",GO,2022,WR
974,2022_13_CLE_HOU,1.0,10,28,0,1,33,933,2733,3,3,3,HOU,CLE,1,0,1,short,left,0,N.Collins,13,13,0.8052321488503367,1,0.016290963,1,-0.44025687,HOU,SHOTGUN,"1 RB, 1 TE, 3 WR",SCREEN,2022,WR
1017,2022_13_CLE_HOU,1.0,10,15,0,2,900,900,2700,3,3,3,HOU,CLE,1,0,1,short,left,3,J.Akins,3,6,0.039769497,1,0.018909573554992676,1,-0.280520861,HOU,SHOTGUN,"1 RB, 2 TE, 2 WR",OUT,2022,TE
1062,2022_13_CLE_HOU,1.0,3,3,1,2,841,841,2641,3,3,3,HOU,CLE,0,0,1,short,right,3,T.Quitoriano,,0,-0.398365094,0,-0.008510709,0,0.7909459884976968,HOU,I_FORM,"2 RB, 1 TE, 2 WR",CORNER,2022,
1084,2022_13_CLE_HOU,2.0,3,3,1,2,835,835,2635,3,3,3,HOU,CLE,1,0,1,short,left,3,N.Collins,,0,-0.984537682,0,-0.018697441,0,1.1893110820674337,HOU,SHOTGUN,"1 RB, 1 TE, 3 WR",GO,2022,WR
1139,2022_13_CLE_HOU,4.0,1,1,1,2,786,786,2586,3,2,3,HOU,CLE,0,0,1,short,left,0,T.Hairston,,0,-4.338381925,0,-0.071745515,0,-4.828144726,HOU,JUMBO,"6 OL, 2 RB, 2 TE, 0 WR",FLAT,2022,
1282,2022_13_CLE_HOU,2.0,10,49,0,2,664,664,2464,5,2,3,HOU,CLE,0,0,1,short,middle,-3,D.Pierce,4,1,-0.922990271,0,-0.028420269,1,-1.472617472,HOU,SINGLEBACK,"1 RB, 3 TE, 1 WR",SCREEN,2022,RB
1306,2022_13_CLE_HOU,3.0,9,48,0,2,620,620,2420,5,2,3,HOU,CLE,1,0,1,short,middle,3,J.Akins,1,4,-1.126213421,0,-0.020770669,1,-1.268177403,HOU,SHOTGUN,"1 RB, 2 TE, 2 WR",HITCH,2022,TE
1349,2022_13_CLE_HOU,1.0,10,99,0,2,575,575,2375,-5,3,2,CLE,HOU,0,0,1,short,left,7,A.Cooper,1,8,1.1788243167102337,1,0.008088708,1,0.8017166171921417,CLE,SINGLEBACK,"6 OL, 1 RB, 2 TE, 1 WR",SLANT,2022,WR
1396,2022_13_CLE_HOU,1.0,10,84,0,2,506,506,2306,-5,3,2,CLE,HOU,1,0,1,short,left,-1,P.Brown,12,11,0.7258803362492472,1,0.021071345,1,-0.979844442,CLE,PISTOL,"2 RB, 1 TE, 2 WR",CROSS,2022,TE
1473,2022_13_CLE_HOU,2.0,16,79,0,2,404,404,2204,-5,3,2,CLE,HOU,1,0,1,short,left,5,D.Peoples-Jones,9,14,1.2953973631374538,1,0.022495001554489136,1,-0.25204362,CLE,EMPTY,"2 RB, 1 TE, 2 WR",OUT,2022,WR
1558,2022_13_CLE_HOU,2.0,8,90,0,2,281,281,2081,5,2,3,HOU,CLE,0,0,1,short,right,1,B.Jordan,,0,-0.609034282,0,-0.018224359,0,-0.402471411,HOU,SINGLEBACK,"1 RB, 2 TE, 2 WR",FLAT,2022,TE
1580,2022_13_CLE_HOU,3.0,8,90,0,2,277,277,2077,5,2,3,HOU,CLE,1,0,1,short,left,-2,D.Ogunbowale,8,6,-0.270880197,0,0.004724979,1,-0.94784775,HOU,EMPTY,"1 RB, 1 TE, 3 WR",SCREEN,2022,RB
1668,2022_13_CLE_HOU,1.0,10,68,0,2,214,214,2014,-2,2,3,HOU,CLE,0,0,1,short,left,2,D.Pierce,12,14,0.7236312941531651,1,0.017934143543243408,1,-0.592854926,HOU,SINGLEBACK,"1 RB, 2 TE, 2 WR",FLAT,2022,RB
1692,2022_13_CLE_HOU,1.0,10,54,0,2,171,171,1971,-2,2,3,HOU,CLE,1,0,1,short,right,-2,C.Moore,5,3,-0.178558835,0,-0.007564932,1,-0.714031783,HOU,SHOTGUN,"1 RB, 1 TE, 3 WR",SCREEN,2022,WR
1716,2022_13_CLE_HOU,2.0,7,51,0,2,128,128,1928,-2,2,3,HOU,CLE,0,0,1,short,right,5,B.Jordan,0,5,0.33041374874301255,1,0.012590348720550537,1,0.33041374874301255,HOU,SINGLEBACK,"1 RB, 2 TE, 2 WR",HITCH,2022,TE
1825,2022_13_CLE_HOU,1.0,10,79,0,2,77,77,1877,2,3,2,CLE,HOU,1,0,1,short,left,0,H.Bryant,6,6,-0.037500982,0,-0.000424802,1,-0.149620492,CLE,SHOTGUN,"2 RB, 1 TE, 2 WR",SCREEN,2022,TE
1849,2022_13_CLE_HOU,2.0,4,73,0,2,53,53,1853,2,3,2,CLE,HOU,1,1,1,short,middle,2,K.Hunt,,0,-0.378651397,0,-0.017119646,0,-0.267182239,CLE,SHOTGUN,"2 RB, 1 TE, 2 WR",ANGLE,2022,RB
1871,2022_13_CLE_HOU,3.0,4,73,0,2,49,49,1849,2,3,2,CLE,HOU,1,0,1,short,middle,-8,nan,,0,-0.707833014,0,-0.043269575,0,-0.900437916,CLE,EMPTY,"2 RB, 1 TE, 2 WR",,2022,
1933,2022_13_CLE_HOU,1.0,10,74,0,2,32,32,1832,-2,2,3,HOU,CLE,1,0,1,deep,left,23,N.Collins,,0,-0.20454677,0,-0.019300073,0,0.9511992433108389,HOU,EMPTY,"1 RB, 1 TE, 3 WR",CORNER,2022,WR
1955,2022_13_CLE_HOU,2.0,10,74,0,2,27,27,1827,-2,2,3,HOU,CLE,1,0,1,short,right,7,P.Dorsett,,0,-0.128987915,0,-0.026259929,0,0.037967157,HOU,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH,2022,WR
1977,2022_13_CLE_HOU,3.0,10,74,0,2,23,23,1823,-2,2,3,HOU,CLE,1,0,1,short,left,2,D.Ogunbowale,5,7,-0.223603301,0,0.017812281847000122,1,-0.22484007,HOU,EMPTY,"1 RB, 1 TE, 3 WR",FLAT,2022,RB
2138,2022_13_CLE_HOU,2.0,1,78,0,3,857,1757,1757,2,3,3,CLE,HOU,1,0,1,short,right,-3,A.Cooper,12,9,0.4109401376917958,1,0.001458645,1,-1.487721105,CLE,SHOTGUN,"2 RB, 1 TE, 2 WR",SCREEN,2022,WR
2162,2022_13_CLE_HOU,1.0,10,69,0,3,814,1714,1714,2,3,3,CLE,HOU,0,0,1,short,middle,3,N.Chubb,,0,-0.514637941,0,-0.017848611,0,-0.25819984,CLE,SINGLEBACK,"1 RB, 2 TE, 2 WR",ANGLE,2022,RB
2210,2022_13_CLE_HOU,3.0,4,63,0,3,773,1673,1673,2,3,3,CLE,HOU,1,0,1,short,middle,12,A.Cooper,1,13,1.9175480927806348,1,0.061094284,1,1.8106973303947598,CLE,SHOTGUN,"2 RB, 1 TE, 2 WR",IN,2022,WR
2278,2022_13_CLE_HOU,3.0,6,46,0,3,652,1552,1552,2,3,3,CLE,HOU,1,0,1,short,left,13,A.Cooper,,0,-1.779990969,0,-0.05273366,0,2.2371325897984207,CLE,SHOTGUN,"2 RB, 1 TE, 2 WR",OUT,2022,WR
2488,2022_13_CLE_HOU,1.0,10,58,0,3,537,1437,1437,-9,3,3,HOU,CLE,0,0,1,short,right,4,P.Dorsett,3,7,0.37364521133713424,1,-0.001170367,1,-0.061751804,HOU,SINGLEBACK,"1 RB, 3 TE, 1 WR",HITCH,2022,WR
2512,2022_13_CLE_HOU,2.0,3,51,0,3,505,1405,1405,-9,3,3,HOU,CLE,1,1,1,short,left,9,B.Jordan,5,14,0.9683114319341257,1,0.018755883,1,0.6212883614934981,HOU,EMPTY,"1 RB, 3 TE, 1 WR",HITCH,2022,TE
2676,2022_13_CLE_HOU,1.0,10,79,0,3,301,1201,1201,6,3,3,CLE,HOU,0,0,1,short,right,3,D.Peoples-Jones,0,3,-0.378604404,0,-0.006797075,1,-0.378604404,CLE,SINGLEBACK,"1 RB, 2 TE, 2 WR",OUT,2022,WR
2775,2022_13_CLE_HOU,3.0,5,50,0,3,140,1040,1040,6,3,3,CLE,HOU,1,0,1,,,,nan,,-1,-1.854740483,0,-0.028049946,0,,CLE,SHOTGUN,"2 RB, 1 TE, 2 WR",,2022,
2840,2022_13_CLE_HOU,2.0,9,80,0,3,54,954,954,-6,3,3,HOU,CLE,0,0,1,short,left,15,T.Quitoriano,,0,-0.773711933,0,-0.023352101,0,1.5372500480152667,HOU,SINGLEBACK,"1 RB, 2 TE, 2 WR",CROSS,2022,
2862,2022_13_CLE_HOU,3.0,9,80,0,3,49,949,949,-6,3,3,HOU,CLE,1,0,1,deep,left,16,N.Collins,,0,-1.464408366,0,-0.03089124,0,2.503579950891435,HOU,SHOTGUN,"1 RB, 1 TE, 3 WR",IN,2022,WR
2909,2022_13_CLE_HOU,1.0,10,67,0,3,34,934,934,6,3,3,CLE,HOU,1,0,1,short,right,7,D.Felton,,0,-0.561936611,0,-0.01841253,0,0.32702052337117493,CLE,SHOTGUN,"2 RB, 1 TE, 2 WR",GO,2022,
3018,2022_13_CLE_HOU,3.0,7,49,0,4,818,818,818,6,3,3,CLE,HOU,1,0,1,short,left,7,A.Cooper,3,10,2.049729769700207,1,0.048048079,1,1.8017269457923248,CLE,SHOTGUN,"2 RB, 1 TE, 2 WR",SLANT,2022,WR
3139,2022_13_CLE_HOU,2.0,17,36,0,4,631,631,631,6,3,3,CLE,HOU,1,0,1,,,,nan,,11,0.7645506003173068,1,0.033519149,0,,CLE,SHOTGUN,"2 RB, 1 TE, 2 WR",,2022,
3160,2022_13_CLE_HOU,3.0,6,25,0,4,585,585,585,6,3,3,CLE,HOU,1,0,1,deep,right,25,A.Cooper,,0,-1.155283827,0,-0.02196604,0,3.6362594646634534,CLE,SHOTGUN,"2 RB, 1 TE, 2 WR",GO,2022,WR
3216,2022_13_CLE_HOU,1.0,10,75,0,4,576,576,576,-9,3,3,HOU,CLE,0,0,1,short,middle,-9,D.Ogunbowale,,0,-8.409892827,0,-0.112270288,0,-1.62356567,HOU,SINGLEBACK,"1 RB, 2 TE, 2 WR",ANGLE,2022,RB
3269,2022_13_CLE_HOU,1.0,10,75,0,4,570,570,570,-16,3,3,HOU,CLE,0,0,1,short,right,-1,B.Jordan,8,7,0.2635446358472109,1,0.006984737,1,-1.030909854,HOU,SINGLEBACK,"1 RB, 2 TE, 2 WR",FLAT,2022,TE
3293,2022_13_CLE_HOU,2.0,3,68,0,4,532,532,532,-16,3,3,HOU,CLE,1,0,1,short,middle,4,C.Moore,0,4,0.40128261991776526,1,-8.83E-05,1,0.40128261991776526,HOU,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH,2022,WR
3317,2022_13_CLE_HOU,1.0,10,64,0,4,490,490,490,-16,3,3,HOU,CLE,0,0,1,deep,right,27,N.Collins,,0,-0.474878878,0,-0.004790558,0,1.5657326363725588,HOU,SINGLEBACK,"1 RB, 2 TE, 2 WR",HITCH,2022,WR
3339,2022_13_CLE_HOU,2.0,10,64,0,4,485,485,485,-16,3,3,HOU,CLE,1,0,1,deep,left,46,nan,,0,-0.74014766,0,0.001545617,0,3.2702553555718623,HOU,SHOTGUN,"1 RB, 1 TE, 3 WR",,2022,
3361,2022_13_CLE_HOU,3.0,10,64,0,4,479,479,479,-16,3,3,HOU,CLE,1,0,1,short,right,2,J.Akins,,0,-1.519549882,0,-0.007650809,0,-1.494285767,HOU,EMPTY,"1 RB, 1 TE, 3 WR",HITCH,2022,TE
3709,2022_13_CLE_HOU,2.0,3,68,0,4,219,219,219,-19,1,2,HOU,CLE,1,1,1,deep,middle,16,N.Collins,0,16,0.9930587382405065,1,0.000301095,1,0.9930587382405065,HOU,SHOTGUN,"1 RB, 1 TE, 3 WR",IN,2022,WR
3733,2022_13_CLE_HOU,1.0,10,52,0,4,195,195,195,-19,1,2,HOU,CLE,1,1,1,short,middle,2,D.Pierce,5,7,0.25871907599503174,1,-0.000333741,1,-0.49265507,HOU,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT,2022,RB
3757,2022_13_CLE_HOU,2.0,3,45,0,4,170,170,170,-19,1,2,HOU,CLE,1,1,1,short,right,3,J.Akins,,0,-0.4851242,0,-0.000215518,0,0.2466319078230299,HOU,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH,2022,TE
3779,2022_13_CLE_HOU,3.0,3,45,0,4,166,166,166,-19,1,2,HOU,CLE,1,0,1,short,right,8,nan,,0,-1.560599147,0,-0.000407551,0,0.9619445487041958,HOU,EMPTY,"1 RB, 1 TE, 3 WR",,2022,
3801,2022_13_CLE_HOU,4.0,3,45,0,4,161,161,161,-19,1,2,HOU,CLE,1,0,1,deep,left,18,C.Moore,21,39,4.808655279688537,1,0.002561406,1,3.1735311632510275,HOU,SHOTGUN,"1 RB, 1 TE, 3 WR",GO,2022,WR
3825,2022_13_CLE_HOU,1.0,6,6,1,4,120,120,120,-19,1,2,HOU,CLE,1,0,1,short,middle,6,N.Collins,0,6,1.454669785220176,1,-0.001403714,1,1.454669785220176,HOU,SHOTGUN,"1 RB, 2 TE, 2 WR",SLANT,2022,WR
84,2022_13_DEN_BAL,2.0,7,80,0,1,864,1764,3564,0,3,3,DEN,BAL,0,0,1,short,left,3,G.Dulcich,5,8,1.0827166708186269,1,0.021474748849868774,1,-0.354917797,DEN,JUMBO,"1 RB, 3 TE, 1 WR",FLAT,2022,TE
197,2022_13_DEN_BAL,2.0,6,57,0,1,709,1609,3409,0,3,3,DEN,BAL,0,0,1,short,middle,15,G.Dulcich,4,19,1.6063600685447454,1,0.080950826,1,1.317355829058215,DEN,SINGLEBACK,"1 RB, 3 TE, 1 WR",HITCH,2022,TE
348,2022_13_DEN_BAL,2.0,9,76,0,1,514,1414,3214,-3,3,3,BAL,DEN,1,1,1,short,left,1,D.Duvernay,3,4,-0.149969066,0,-0.006833881,1,-0.487003888,BAL,SHOTGUN,"2 RB, 2 TE, 1 WR",FLAT,2022,WR
372,2022_13_DEN_BAL,3.0,5,72,0,1,482,1382,3182,-3,3,3,BAL,DEN,1,0,1,short,middle,12,M.Andrews,,0,-1.447608489,0,-0.036243826,0,1.9496026511769742,BAL,SHOTGUN,"1 RB, 1 TE, 3 WR",POST,2022,TE
434,2022_13_DEN_BAL,2.0,6,76,0,1,441,1341,3141,3,3,3,DEN,BAL,0,0,1,short,left,-1,G.Dulcich,6,5,0.6208516689948738,1,-0.004626989,1,-0.948185422,DEN,SINGLEBACK,"1 RB, 1 TE, 3 WR",HITCH,2022,TE
503,2022_13_DEN_BAL,1.0,10,68,0,1,358,1258,3058,-3,3,3,BAL,DEN,1,0,1,,,,nan,,9,0.7518542730249465,1,0.026351630687713623,0,,BAL,SHOTGUN,"1 RB, 2 TE, 2 WR",,2022,
545,2022_13_DEN_BAL,1.0,10,56,0,1,268,1168,2968,-3,3,3,BAL,DEN,1,0,1,,,,nan,,-4,-1.141807206,0,-0.032526195,0,,BAL,EMPTY,"1 RB, 2 TE, 2 WR",,2022,
564,2022_13_DEN_BAL,2.0,14,60,0,1,224,1124,2924,-3,3,3,BAL,DEN,1,0,1,short,left,5,D.Jackson,0,5,-0.201654796,0,-0.016563654,1,-0.201654796,BAL,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH,2022,RB
588,2022_13_DEN_BAL,3.0,9,55,0,1,187,1087,2887,-3,3,3,BAL,DEN,1,0,1,short,right,-2,D.Duvernay,4,2,-1.368145911,0,-0.022979498,1,-1.671255073,BAL,SHOTGUN,"1 RB, 2 TE, 2 WR",HITCH,2022,WR
631,2022_13_DEN_BAL,1.0,10,81,0,1,144,1044,2844,3,3,3,DEN,BAL,0,0,1,short,right,11,C.Sutton,,0,-0.593617633,0,-0.01311481,0,0.7850162168033421,DEN,SINGLEBACK,"1 RB, 2 TE, 2 WR",CROSS,2022,WR
674,2022_13_DEN_BAL,3.0,5,76,0,1,97,997,2797,3,3,3,DEN,BAL,1,0,1,,,,nan,,0,-1.278305484,0,-0.05057475,0,,DEN,SHOTGUN,"1 RB, 2 TE, 2 WR",,2022,
737,2022_13_DEN_BAL,2.0,7,67,0,1,14,914,2714,-3,3,3,BAL,DEN,1,0,1,,,,nan,,-6,-1.640205351,0,-0.066920012,0,,BAL,PISTOL,"1 RB, 2 TE, 2 WR",,2022,
775,2022_13_DEN_BAL,3.0,13,73,0,2,900,900,2700,-3,3,3,BAL,DEN,1,0,1,short,right,12,D.Duvernay,-1,11,-0.050619631,0,0.026130944,1,0.46331664407625794,BAL,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH,2022,WR
908,2022_13_DEN_BAL,3.0,3,66,0,2,700,700,2500,3,3,3,DEN,BAL,1,0,1,short,left,1,G.Dulcich,0,1,-1.308139854,0,-0.02474767,1,-1.308139854,DEN,SHOTGUN,"1 RB, 2 TE, 2 WR",FLAT,2022,TE
972,2022_13_DEN_BAL,2.0,6,66,0,2,622,622,2422,-3,3,3,BAL,DEN,1,0,1,short,left,14,M.Andrews,8,22,1.7297632221598178,1,0.072244763,1,1.331476354971528,BAL,SHOTGUN,"1 RB, 2 TE, 2 WR",OUT,2022,TE
996,2022_13_DEN_BAL,1.0,10,44,0,2,588,588,2388,-3,3,3,BAL,DEN,1,0,1,short,left,4,D.Robinson,1,5,0.058956282678991556,1,-0.009702086,1,-0.161431028,BAL,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH,2022,WR
1062,2022_13_DEN_BAL,1.0,10,27,0,2,500,500,2300,-3,3,3,BAL,DEN,1,0,1,short,right,-1,D.Jackson,6,5,0.17633812257554382,1,-0.004409373,1,-0.778430429,BAL,SHOTGUN,"1 RB, 1 TE, 3 WR",SCREEN,2022,RB
1119,2022_13_DEN_BAL,1.0,10,11,0,2,467,467,2267,-3,3,3,BAL,DEN,1,0,1,short,middle,-4,D.Duvernay,3,-1,-0.784797117,0,-0.024413407,1,-1.018669235,BAL,PISTOL,"1 RB, 1 TE, 3 WR",CROSS,2022,WR
1143,2022_13_DEN_BAL,2.0,11,12,0,2,447,447,2247,-3,3,3,BAL,DEN,1,1,1,short,middle,1,D.Robinson,1,2,-0.445291862,0,-0.005791366,1,-0.409159902,BAL,SHOTGUN,"1 RB, 1 TE, 3 WR",CROSS,2022,WR
1167,2022_13_DEN_BAL,3.0,9,10,0,2,403,403,2203,-3,3,3,BAL,DEN,1,0,1,,,,nan,,2,-0.84028608,0,-0.038906872,0,,BAL,SHOTGUN,"1 RB, 2 TE, 2 WR",,2022,
1229,2022_13_DEN_BAL,1.0,10,76,0,2,351,351,2151,0,3,3,DEN,BAL,0,0,1,short,middle,4,M.Mack,2,6,0.39823618810623884,1,-0.01143378,1,-0.154615646,DEN,SINGLEBACK,"1 RB, 2 TE, 2 WR",ANGLE,2022,
1274,2022_13_DEN_BAL,3.0,5,71,0,2,272,272,2072,0,3,3,DEN,BAL,1,0,1,short,right,1,G.Dulcich,,0,-1.173897134,0,-0.052782029,0,-1.047414272,DEN,SHOTGUN,"1 RB, 2 TE, 2 WR",FLAT,2022,TE
1315,2022_13_DEN_BAL,1.0,10,71,0,2,263,263,2063,0,3,3,BAL,DEN,0,0,1,deep,right,24,D.Robinson,,0,-0.511012203,0,-0.015069664,0,1.5070961519959383,BAL,SINGLEBACK,"2 RB, 1 TE, 2 WR",HITCH,2022,WR
1337,2022_13_DEN_BAL,2.0,10,71,0,2,255,255,2055,0,3,3,BAL,DEN,1,0,1,short,left,4,D.Robinson,2,6,-0.02706785,0,0.004394531,1,-0.321544717,BAL,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH,2022,WR
1401,2022_13_DEN_BAL,1.0,10,93,0,2,175,175,1975,0,3,3,DEN,BAL,0,0,1,deep,middle,38,J.Jeudy,2,40,2.049391213222407,1,0.069462568,1,1.7934843052644283,DEN,SINGLEBACK,"1 RB, 2 TE, 2 WR",POST,2022,WR
1469,2022_13_DEN_BAL,2.0,13,56,0,2,120,120,1920,0,3,3,DEN,BAL,1,0,1,short,left,0,L.Murray,2,2,-0.064335861,0,-0.026533723,1,-0.616522128,DEN,SHOTGUN,"1 RB, 1 TE, 3 WR",FLAT,2022,RB
1500,2022_13_DEN_BAL,3.0,11,54,0,2,87,87,1887,0,3,3,DEN,BAL,1,0,1,deep,left,22,G.Dulcich,0,22,2.0471971494844183,1,0.13224783539772034,1,2.0471971494844183,DEN,SHOTGUN,"1 RB, 2 TE, 2 WR",CROSS,2022,TE
1524,2022_13_DEN_BAL,1.0,10,32,0,2,56,56,1856,0,3,3,DEN,BAL,1,0,1,short,right,7,nan,,0,-0.337581714,0,-0.015456438,0,0.4060648055165075,DEN,SHOTGUN,"1 RB, 2 TE, 2 WR",,2022,
1546,2022_13_DEN_BAL,2.0,10,32,0,2,49,49,1849,0,3,3,DEN,BAL,1,0,1,short,left,2,J.Jeudy,0,2,-0.286868335,0,-0.028600931,1,-0.286868335,DEN,SHOTGUN,"1 RB, 1 TE, 3 WR",FLAT,2022,WR
1580,2022_13_DEN_BAL,3.0,8,30,0,2,46,46,1846,0,3,3,DEN,BAL,1,0,1,short,right,7,J.Jeudy,0,7,-0.29544151,0,0.011884510517120361,1,-0.29544151,DEN,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH,2022,WR
1726,2022_13_DEN_BAL,1.0,15,80,0,2,37,37,1837,-3,2,2,BAL,DEN,1,0,1,short,right,10,M.Andrews,0,10,0.20079272420844063,1,0.025529772,1,0.20079272420844063,BAL,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH,2022,TE
1750,2022_13_DEN_BAL,2.0,5,70,0,2,31,31,1831,-3,1,2,BAL,DEN,1,0,1,deep,right,35,D.Jackson,,0,-0.209887973,0,-0.024684727,0,1.9500580907333642,BAL,SHOTGUN,"1 RB, 1 TE, 3 WR",GO,2022,RB
1779,2022_13_DEN_BAL,3.0,5,70,0,2,25,25,1825,-3,1,2,BAL,DEN,1,0,1,short,middle,9,I.Likely,0,9,0.31288169272011146,1,-0.011694729,1,0.31288169272011146,BAL,SHOTGUN,"1 RB, 2 TE, 2 WR",HITCH,2022,TE
1810,2022_13_DEN_BAL,1.0,10,61,0,2,21,21,1821,-3,0,2,BAL,DEN,1,0,1,short,right,14,M.Andrews,,0,-0.213081813,0,-0.016649485,0,0.46551047428511083,BAL,EMPTY,"1 RB, 2 TE, 2 WR",OUT,2022,TE
1839,2022_13_DEN_BAL,2.0,10,61,0,2,16,16,1816,-3,0,1,BAL,DEN,1,0,1,short,right,11,M.Andrews,5,16,0.21466683738981374,1,0.051874518394470215,1,0.2137036110216286,BAL,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH,2022,TE
1903,2022_13_DEN_BAL,1.0,10,45,0,2,1,1,1801,-3,0,1,BAL,DEN,0,1,0,,,0,nan,,0,-0.485853164,0,-0.03702426,0,,BAL,,"1 RB, 1 TE, 3 WR",,2022,
1970,2022_13_DEN_BAL,2.0,6,80,0,3,854,1754,1754,-3,3,3,BAL,DEN,1,0,1,short,middle,5,D.Duvernay,0,5,0.6554166367277503,1,-0.010671318,1,0.6554166367277503,BAL,SHOTGUN,"1 RB, 2 TE, 2 WR",HITCH,2022,WR
2039,2022_13_DEN_BAL,2.0,8,71,0,3,753,1653,1653,-3,3,3,BAL,DEN,1,0,1,short,right,5,D.Robinson,0,5,-0.090743082,0,0.014474958181381226,1,-0.090743082,BAL,SHOTGUN,"1 RB, 2 TE, 2 WR",HITCH,2022,WR
2244,2022_13_DEN_BAL,3.0,9,64,0,3,511,1411,1411,3,2,3,DEN,BAL,1,0,1,short,middle,1,L.Murray,5,6,-0.787714521,0,-0.006263912,1,-1.219534608,DEN,SHOTGUN,"1 RB, 1 TE, 3 WR",ANGLE,2022,RB
2291,2022_13_DEN_BAL,1.0,10,88,0,3,475,1375,1375,-3,3,2,BAL,DEN,1,0,1,short,left,3,D.Robinson,0,3,-0.394174835,0,0.001556247,1,-0.394174835,BAL,SHOTGUN,"2 RB, 1 TE, 2 WR",HITCH,2022,WR
