play_id,nflverse_game_id,down,ydstogo,yardline_100,goal_to_go,qtr,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,score_differential,posteam_timeouts_remaining,defteam_timeouts_remaining,posteam,defteam,shotgun,no_huddle,qb_dropback,pass_length,pass_location,air_yards,receiver,yards_after_catch,yards_gained,epa,success,wpa,complete_pass,air_epa,possession_team,offense_formation,offense_personnel,route,season,receiver_position
89,2022_01_BAL_NYJ,1.0,10,59,0,1,869,1769,3569,0,3,3,NYJ,BAL,1,1,1,short,left,0,Mi.Carter,,0,-0.492192422,0,-0.018036783,0,-0.492192422,NYJ,SHOTGUN,"1 RB, 2 TE, 2 WR",ANGLE,2022,RB
202,2022_01_BAL_NYJ,1.0,10,72,0,1,822,1722,3522,0,3,3,BAL,NYJ,0,0,1,short,right,-4,R.Bateman,8,4,0.075127482,1,0.000774086,1,-1.309200588,BAL,SINGLEBACK,"2 RB, 1 TE, 2 WR",CROSS,2022,WR
230,2022_01_BAL_NYJ,2.0,6,68,0,1,801,1701,3501,0,3,3,BAL,NYJ,1,1,1,short,left,3,D.Duvernay,1,4,-0.105120291,0,0.002137482,1,-0.469484483,BAL,SHOTGUN,"2 RB, 1 TE, 2 WR",HITCH,2022,WR
301,2022_01_BAL_NYJ,2.0,10,60,0,1,679,1579,3379,0,3,3,BAL,NYJ,1,0,1,short,left,2,D.Duvernay,6,8,0.41113182809203863,1,0.00720346,1,-0.732491597,BAL,EMPTY,"0 RB, 2 TE, 3 WR",OUT,2022,WR
412,2022_01_BAL_NYJ,2.0,12,91,0,1,551,1451,3251,0,3,2,NYJ,BAL,1,0,1,short,left,3,Br.Hall,0,3,-0.17972556,0,-0.012357086,1,-0.17972556,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",ANGLE,2022,RB
511,2022_01_BAL_NYJ,3.0,9,82,0,1,436,1336,3136,0,3,2,NYJ,BAL,1,0,1,deep,right,16,C.Davis,,0,-1.4236512,0,-0.036600649,0,2.482259192271158,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",IN,2022,WR
552,2022_01_BAL_NYJ,1.0,10,66,0,1,425,1325,3125,0,2,3,BAL,NYJ,1,0,1,short,middle,11,I.Likely,,0,-0.547003814,0,-0.015675008,0,0.7996613450814039,BAL,PISTOL,"2 RB, 2 TE, 1 WR",POST,2022,TE
595,2022_01_BAL_NYJ,3.0,9,65,0,1,373,1273,3073,0,2,3,BAL,NYJ,1,0,1,short,right,5,I.Likely,,0,-1.207485142,0,-0.013012886,0,-0.756275376,BAL,EMPTY,"1 RB, 2 TE, 2 WR",OUT,2022,TE
636,2022_01_BAL_NYJ,1.0,10,83,0,1,361,1261,3061,0,3,2,NYJ,BAL,0,0,1,deep,left,21,E.Moore,3,24,1.550977228442207,1,0.033238292,1,1.3741877919528633,NYJ,SINGLEBACK,"1 RB, 2 TE, 2 WR",HITCH,2022,WR
697,2022_01_BAL_NYJ,1.0,19,68,0,1,307,1207,3007,0,3,2,NYJ,BAL,1,0,1,short,middle,14,L.Cager,,0,-6.817973084,0,-0.175966144,0,0.8215332545805722,NYJ,EMPTY,"1 RB, 2 TE, 2 WR",HITCH,2022,TE
744,2022_01_BAL_NYJ,2.0,11,14,0,1,248,1148,2948,0,2,3,BAL,NYJ,1,0,1,short,right,3,D.Robinson,5,8,0.32978995848679915,1,0.003051639,1,-0.385270413,BAL,SHOTGUN,"1 RB, 3 TE, 1 WR",OUT,2022,WR
768,2022_01_BAL_NYJ,3.0,3,6,0,1,204,1104,2904,0,2,3,BAL,NYJ,1,0,1,short,middle,0,I.Likely,,0,-1.439097169,0,-0.030195773,0,-1.486172051,BAL,SHOTGUN,"1 RB, 2 TE, 2 WR",SLANT,2022,TE
824,2022_01_BAL_NYJ,1.0,10,75,0,1,196,1096,2896,-3,3,2,NYJ,BAL,0,0,1,short,middle,0,C.Davis,,0,-0.55710075,0,-0.01913023,0,-0.55710075,NYJ,SINGLEBACK,"1 RB, 1 TE, 3 WR",CORNER,2022,WR
846,2022_01_BAL_NYJ,2.0,10,75,0,1,191,1091,2891,-3,3,2,NYJ,BAL,1,0,1,short,left,-1,Br.Hall,,0,-0.76859059,0,-0.028656274,0,-1.287228486,NYJ,EMPTY,"1 RB, 1 TE, 3 WR",SCREEN,2022,RB
868,2022_01_BAL_NYJ,3.0,10,75,0,1,187,1087,2887,-3,3,2,NYJ,BAL,1,0,1,short,right,1,G.Wilson,8,9,-0.118671763,0,0.015393913,1,-1.441854394,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT,2022,WR
911,2022_01_BAL_NYJ,1.0,10,84,0,1,113,1013,2813,3,2,3,BAL,NYJ,0,0,1,short,right,7,D.Robinson,4,11,0.7274959539063275,1,0.015674293041229248,1,0.26670208759605885,BAL,SINGLEBACK,"2 RB, 1 TE, 2 WR",OUT,2022,WR
935,2022_01_BAL_NYJ,1.0,10,73,0,1,72,972,2772,3,2,3,BAL,NYJ,1,0,1,short,left,1,J.Hill,1,2,-0.340441808,0,-0.012756944,1,-0.541790411,BAL,SHOTGUN,"2 RB, 1 TE, 2 WR",FLAT,2022,
999,2022_01_BAL_NYJ,3.0,5,68,0,2,900,900,2700,3,2,3,BAL,NYJ,1,0,1,short,left,6,R.Bateman,,0,-1.229024743,0,-0.023736119,0,1.380228501278907,BAL,SHOTGUN,"1 RB, 2 TE, 2 WR",SLANT,2022,WR
1051,2022_01_BAL_NYJ,1.0,10,71,0,2,885,885,2685,-3,3,2,NYJ,BAL,0,0,1,short,left,15,C.Davis,0,15,0.8920996123924851,1,0.027106583,1,0.8920996123924851,NYJ,SINGLEBACK,"1 RB, 2 TE, 2 WR",OUT,2022,WR
1075,2022_01_BAL_NYJ,1.0,10,56,0,2,858,858,2658,-3,3,2,NYJ,BAL,1,1,1,short,left,3,Mi.Carter,8,11,0.5748549560084939,1,0.020953238010406494,1,-0.258028615,NYJ,SHOTGUN,"1 RB, 2 TE, 2 WR",OUT,2022,RB
1120,2022_01_BAL_NYJ,2.0,6,41,0,2,781,781,2581,-3,3,2,NYJ,BAL,1,0,1,short,right,-4,Mi.Carter,12,8,0.8600272766780108,1,0.030708104372024536,1,-1.075045982,NYJ,SHOTGUN,"2 RB, 1 TE, 2 WR",FLAT,2022,RB
1165,2022_01_BAL_NYJ,2.0,10,33,0,2,700,700,2500,-3,3,2,NYJ,BAL,1,0,1,short,right,-3,B.Berrios,9,6,0.016531927278265357,1,-0.006177366,1,-1.460098966,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",CROSS,2022,WR
1194,2022_01_BAL_NYJ,3.0,4,27,0,2,660,660,2460,-3,3,2,NYJ,BAL,1,0,1,short,right,8,E.Moore,,0,-1.589448046,0,-0.061550021,0,1.2550680743297562,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH,2022,WR
1236,2022_01_BAL_NYJ,1.0,10,65,0,2,651,651,2451,3,2,3,BAL,NYJ,1,0,1,short,right,5,M.Andrews,0,5,0.1374168386682868,1,-0.003738344,1,0.1374168386682868,BAL,PISTOL,"2 RB, 1 TE, 2 WR",OUT,2022,TE
1260,2022_01_BAL_NYJ,2.0,5,60,0,2,617,617,2417,3,2,3,BAL,NYJ,1,0,1,short,middle,10,M.Andrews,1,11,0.9969874250236899,1,0.043643414974212646,1,0.958082628,BAL,PISTOL,"2 RB, 1 TE, 2 WR",HITCH,2022,TE
1284,2022_01_BAL_NYJ,1.0,10,49,0,2,583,583,2383,3,2,3,BAL,NYJ,1,0,1,,,,nan,,0,-0.463448146,0,-0.013537407,0,,BAL,SHOTGUN,"2 RB, 1 TE, 2 WR",,2022,
1310,2022_01_BAL_NYJ,2.0,10,49,0,2,539,539,2339,3,2,3,BAL,NYJ,1,0,1,,,,nan,,-2,-1.253316042,0,-0.025892973,0,,BAL,SHOTGUN,"1 RB, 3 TE, 1 WR",,2022,
1337,2022_01_BAL_NYJ,3.0,12,51,0,2,496,496,2296,3,2,3,BAL,NYJ,1,0,1,deep,middle,50,R.Bateman,,0,-1.233911121,0,-0.028839648,0,5.1437860106816515,BAL,SHOTGUN,"1 RB, 2 TE, 2 WR",GO,2022,WR
1399,2022_01_BAL_NYJ,1.0,10,75,0,2,456,456,2256,-3,3,2,NYJ,BAL,0,1,1,short,left,1,Mi.Carter,4,5,-0.07708187,0,-0.003792048,1,-0.461462414,NYJ,SINGLEBACK,"1 RB, 2 TE, 2 WR",OUT,2022,RB
1445,2022_01_BAL_NYJ,2.0,5,70,0,2,414,414,2214,-3,3,2,NYJ,BAL,1,0,1,short,right,-4,Br.Hall,10,6,0.6072852527722716,1,0.030151933431625366,1,-1.225432215,NYJ,SHOTGUN,"2 RB, 1 TE, 2 WR",FLAT,2022,RB
1469,2022_01_BAL_NYJ,1.0,10,64,0,2,377,377,2177,-3,3,2,NYJ,BAL,1,0,1,,,,nan,,-6,-1.288980625,0,-0.05680272,0,,NYJ,SHOTGUN,"2 RB, 1 TE, 2 WR",,2022,
1488,2022_01_BAL_NYJ,2.0,16,70,0,2,332,332,2132,-3,3,2,NYJ,BAL,1,0,1,,,,nan,,-1,-0.773501371,0,-0.024961203,0,,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",,2022,
1516,2022_01_BAL_NYJ,3.0,17,71,0,2,295,295,2095,-3,3,2,NYJ,BAL,1,0,1,short,right,3,T.Conklin,,0,-0.815760656,0,-0.038078815,0,-0.674032741,NYJ,EMPTY,"0 RB, 2 TE, 3 WR",FLAT,2022,TE
1596,2022_01_BAL_NYJ,1.0,10,30,0,2,275,275,2075,3,2,3,BAL,NYJ,1,0,1,deep,right,27,M.Andrews,,0,-0.396996079,0,-0.010792315,0,1.9779063956229948,BAL,PISTOL,"2 RB, 2 TE, 1 WR",CROSS,2022,TE
1618,2022_01_BAL_NYJ,2.0,10,30,0,2,269,269,2069,3,2,3,BAL,NYJ,1,0,1,short,left,2,J.Hill,3,5,-0.041765569,0,0.003459156,1,-0.430681458,BAL,SHOTGUN,"1 RB, 1 TE, 3 WR",FLAT,2022,
1642,2022_01_BAL_NYJ,3.0,5,25,0,2,231,231,2031,3,2,3,BAL,NYJ,1,0,1,deep,right,25,D.Duvernay,0,25,3.902999356156215,1,0.076440545,1,3.902999356156215,BAL,SHOTGUN,"1 RB, 2 TE, 2 WR",GO,2022,WR
1738,2022_01_BAL_NYJ,1.0,10,48,0,2,154,154,1954,-10,3,2,NYJ,BAL,1,0,1,short,right,-5,B.Berrios,8,3,-0.176929563,0,-0.01161474,1,-0.837545322,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",CROSS,2022,WR
1779,2022_01_BAL_NYJ,2.0,7,45,0,2,120,120,1920,-10,3,2,NYJ,BAL,1,0,1,short,left,5,B.Berrios,8,13,1.1994694196619093,1,0.038083791732788086,1,0.098648742,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT,2022,WR
1879,2022_01_BAL_NYJ,3.0,5,27,0,2,76,76,1876,-10,3,0,NYJ,BAL,1,0,1,short,right,6,T.Conklin,-4,2,0.6638030123285135,1,-0.064893052,1,1.1651005102321506,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH,2022,TE
2070,2022_01_BAL_NYJ,2.0,8,73,0,3,862,1762,1762,7,3,3,BAL,NYJ,1,0,1,short,right,8,nan,,0,-0.762569237,0,-0.02266252,0,1.0663017886690795,BAL,PISTOL,"1 RB, 2 TE, 2 WR",,2022,
2092,2022_01_BAL_NYJ,3.0,8,73,0,3,855,1755,1755,7,3,3,BAL,NYJ,1,0,1,,,,nan,,8,1.8379309931769967,1,0.065235436,0,,BAL,SHOTGUN,"2 RB, 2 TE, 1 WR",,2022,
2139,2022_01_BAL_NYJ,2.0,9,64,0,3,778,1678,1678,7,3,3,BAL,NYJ,1,0,1,deep,right,31,M.Andrews,,0,-0.835419127,0,-0.026177585,0,2.650737916585058,BAL,EMPTY,"1 RB, 2 TE, 2 WR",HITCH,2022,TE
2161,2022_01_BAL_NYJ,3.0,9,64,0,3,770,1670,1670,7,3,3,BAL,NYJ,1,0,1,short,middle,5,R.Bateman,,0,-1.403828047,0,-0.014063656,0,-0.975010603,BAL,EMPTY,"1 RB, 2 TE, 2 WR",HITCH,2022,WR
2200,2022_01_BAL_NYJ,1.0,10,80,0,3,758,1658,1658,-7,3,3,NYJ,BAL,0,0,1,,,,nan,,-5,-1.355464133,0,-0.022120744,0,,NYJ,SINGLEBACK,"1 RB, 1 TE, 3 WR",,2022,
2219,2022_01_BAL_NYJ,2.0,15,85,0,3,716,1616,1616,-7,3,3,NYJ,BAL,1,0,1,short,right,-6,Mi.Carter,6,0,-0.836791909,0,-0.023190126,1,-1.16662553,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",SCREEN,2022,RB
2243,2022_01_BAL_NYJ,3.0,15,85,0,3,676,1576,1576,-7,3,3,NYJ,BAL,1,0,1,short,left,-3,Mi.Carter,12,9,-0.268760051,0,-0.014855236,1,-1.103033587,NYJ,EMPTY,"1 RB, 1 TE, 3 WR",FLAT,2022,RB
2285,2022_01_BAL_NYJ,1.0,10,44,0,3,624,1524,1524,7,3,3,BAL,NYJ,0,0,1,short,left,-3,K.Drake,18,15,1.0874003960052505,1,0.026621639728546143,1,-1.053202146,BAL,SINGLEBACK,"2 RB, 1 TE, 2 WR",SCREEN,2022,RB
2385,2022_01_BAL_NYJ,2.0,11,18,0,3,483,1383,1383,7,3,3,BAL,NYJ,1,0,1,,,,nan,,1,-0.367230493,0,0.005987406,0,,BAL,EMPTY,"2 RB, 1 TE, 2 WR",,2022,
2406,2022_01_BAL_NYJ,3.0,10,17,0,3,440,1340,1340,7,3,3,BAL,NYJ,1,0,1,deep,middle,17,D.Duvernay,0,17,3.4322074534138665,1,0.045542793,1,3.4322074534138665,BAL,SHOTGUN,"1 RB, 1 TE, 3 WR",POST,2022,WR
2478,2022_01_BAL_NYJ,2.0,9,74,0,3,398,1298,1298,-14,3,3,NYJ,BAL,1,0,1,deep,right,16,E.Moore,,0,-0.765841366,0,-0.009932294,0,1.6243365039117634,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",GO,2022,WR
2572,2022_01_BAL_NYJ,3.0,2,61,0,3,294,1194,1194,-14,3,3,NYJ,BAL,1,0,1,short,middle,11,C.Davis,,0,-1.779091658,0,-0.024142154,0,1.3703564142342657,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",POST,2022,WR
2613,2022_01_BAL_NYJ,1.0,10,88,0,3,277,1177,1177,14,3,3,BAL,NYJ,1,0,1,short,left,-1,D.Robinson,,0,-0.596230835,0,-0.006929994,0,-0.922408981,BAL,SHOTGUN,"2 RB, 1 TE, 2 WR",FLAT,2022,WR
2635,2022_01_BAL_NYJ,2.0,10,88,0,3,274,1174,1174,14,3,3,BAL,NYJ,1,0,1,short,right,10,M.Andrews,5,15,1.550125630106777,1,0.014125168323516846,1,1.080813281238079,BAL,EMPTY,"1 RB, 2 TE, 2 WR",HITCH,2022,TE
2712,2022_01_BAL_NYJ,1.0,10,55,0,3,134,1034,1034,14,3,3,BAL,NYJ,1,0,1,deep,middle,51,R.Bateman,4,55,4.835881934,1,0.023460785649094262,1,3.5122152348048985,BAL,SHOTGUN,"2 RB, 1 TE, 2 WR",POST,2022,WR
2791,2022_01_BAL_NYJ,1.0,10,91,0,3,121,1021,1021,-21,3,3,NYJ,BAL,1,0,1,short,left,13,C.Davis,4,17,1.0829677302390337,1,0.003753224,1,0.6299785748124123,NYJ,SHOTGUN,"2 RB, 1 TE, 2 WR",IN,2022,WR
2803,2022_01_BAL_NYJ,1.0,10,74,0,3,85,985,985,-21,3,3,NYJ,BAL,0,0,1,short,left,1,E.Moore,7,8,0.5168392457999289,1,0.002305686,1,-0.499634025,NYJ,SINGLEBACK,"1 RB, 1 TE, 3 WR",CROSS,2022,WR
3037,2022_01_BAL_NYJ,2.0,2,66,0,3,63,963,963,-21,3,3,NYJ,BAL,1,1,1,short,left,1,Mi.Carter,1,2,0.12777881044894457,1,-0.000623625,1,-0.325823923,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT,2022,RB
2844,2022_01_BAL_NYJ,1.0,10,64,0,3,38,938,938,-21,3,3,NYJ,BAL,0,1,1,short,middle,4,Br.Hall,,0,-0.499975071,0,-0.003005976,0,-0.206533378,NYJ,SINGLEBACK,"1 RB, 1 TE, 3 WR",ANGLE,2022,RB
2866,2022_01_BAL_NYJ,2.0,10,64,0,3,33,933,933,-21,3,3,NYJ,BAL,1,0,1,short,middle,12,C.Davis,0,12,1.2018411653116345,1,0.003739351,1,1.2018411653116345,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",IN,2022,WR
2891,2022_01_BAL_NYJ,1.0,10,52,0,3,8,908,908,-21,3,3,NYJ,BAL,1,0,1,short,right,12,B.Berrios,0,12,0.6611436167731881,1,0.00496285,1,0.6611436167731881,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT,2022,WR
2934,2022_01_BAL_NYJ,1.0,10,40,0,4,900,900,900,-21,3,3,NYJ,BAL,0,0,1,short,middle,15,G.Wilson,0,15,0.961494799,1,-0.000868695,1,0.961494799,NYJ,SINGLEBACK,"1 RB, 1 TE, 3 WR",IN,2022,WR
2963,2022_01_BAL_NYJ,1.0,10,25,0,4,878,878,878,-21,3,3,NYJ,BAL,1,1,1,short,middle,3,B.Berrios,0,3,-0.12189942,0,-0.003432944,1,-0.12189942,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",SLANT,2022,WR
2987,2022_01_BAL_NYJ,2.0,7,22,0,4,853,853,853,-21,3,3,NYJ,BAL,1,1,1,short,middle,3,Br.Hall,3,6,-4.426478812,0,-0.012830293,1,-0.271501492,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",ANGLE,2022,RB
3115,2022_01_BAL_NYJ,2.0,12,87,0,4,769,769,769,21,3,3,BAL,NYJ,1,0,1,short,right,3,M.Andrews,1,4,-0.042808202,0,9.292364120483398e-05,1,-0.117157677,BAL,EMPTY,"1 RB, 2 TE, 2 WR",HITCH,2022,TE
3139,2022_01_BAL_NYJ,3.0,8,83,0,4,721,721,721,21,3,3,BAL,NYJ,1,0,1,short,right,13,M.Andrews,4,17,2.3692263360135257,1,0.001594901,1,2.1248370655812323,BAL,EMPTY,"1 RB, 2 TE, 2 WR",CROSS,2022,TE
3184,2022_01_BAL_NYJ,2.0,6,62,0,4,625,625,625,21,3,3,BAL,NYJ,1,0,1,deep,left,36,T.Wallace,,0,-0.754996923,0,-0.000115097,0,2.7552808467298746,BAL,PISTOL,"2 RB, 1 TE, 2 WR",CORNER,2022,
3206,2022_01_BAL_NYJ,3.0,6,62,0,4,618,618,618,21,3,3,BAL,NYJ,1,0,1,short,left,3,I.Likely,,0,-1.237096516,0,-0.000886202,0,-0.993449386,BAL,SHOTGUN,"1 RB, 2 TE, 2 WR",CROSS,2022,TE
3253,2022_01_BAL_NYJ,1.0,10,68,0,4,606,606,606,-21,3,3,NYJ,BAL,1,0,1,deep,middle,17,C.Davis,0,17,1.0036171744577587,1,-0.000435722,1,1.0036171744577587,NYJ,EMPTY,"1 RB, 1 TE, 3 WR",POST,2022,WR
3277,2022_01_BAL_NYJ,1.0,10,51,0,4,585,585,585,-21,3,3,NYJ,BAL,1,1,1,short,right,-3,T.Conklin,,0,-0.505332788,0,-0.000828258,0,-0.995071196,NYJ,EMPTY,"1 RB, 1 TE, 3 WR",FLAT,2022,TE
3299,2022_01_BAL_NYJ,2.0,10,51,0,4,581,581,581,-21,3,3,NYJ,BAL,1,0,1,short,left,3,T.Conklin,3,6,-0.006283564,0,-0.001171072,1,-0.618032151,NYJ,EMPTY,"1 RB, 1 TE, 3 WR",HITCH,2022,TE
3323,2022_01_BAL_NYJ,3.0,4,45,0,4,545,545,545,-21,3,3,NYJ,BAL,1,0,1,short,right,2,E.Moore,6,8,1.3673518688883632,1,-0.00078766,1,-1.363289027,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT,2022,WR
3352,2022_01_BAL_NYJ,1.0,10,37,0,4,524,524,524,-21,3,3,NYJ,BAL,1,1,1,short,right,-5,T.Conklin,,0,-0.467212126,0,-0.001930111,0,-1.314684119,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH,2022,TE
3374,2022_01_BAL_NYJ,2.0,10,37,0,4,520,520,520,-21,3,3,NYJ,BAL,1,0,1,short,left,-1,G.Wilson,10,9,0.5883268937468529,1,0.000668093,1,-1.338367261,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",SCREEN,2022,WR
3419,2022_01_BAL_NYJ,4.0,1,28,0,4,452,452,452,-21,3,3,NYJ,BAL,0,0,1,short,right,7,C.Davis,0,7,2.097658418,1,0.000342125,1,2.097658418,NYJ,SINGLEBACK,"1 RB, 1 TE, 3 WR",CROSS,2022,WR
3475,2022_01_BAL_NYJ,1.0,20,31,0,4,419,419,419,-21,3,3,NYJ,BAL,1,0,1,short,right,9,C.Davis,0,9,0.42050490190740675,1,-0.000176942,1,0.42050490190740675,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH,2022,WR
3503,2022_01_BAL_NYJ,2.0,11,22,0,4,398,398,398,-21,3,3,NYJ,BAL,1,1,1,short,right,4,T.Conklin,1,5,-0.02093944,0,0.000162234,1,-0.084900544,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH,2022,TE
3527,2022_01_BAL_NYJ,3.0,6,17,0,4,359,359,359,-21,3,3,NYJ,BAL,1,0,1,short,left,2,Br.Hall,1,3,-0.832881442,0,0.000251392,1,-0.924982717,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT,2022,RB
3551,2022_01_BAL_NYJ,4.0,3,14,0,4,317,317,317,-21,3,3,NYJ,BAL,1,0,1,short,left,4,E.Moore,0,4,2.1394849335192703,1,0.003274786,1,2.1394849335192703,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",HITCH,2022,WR
3575,2022_01_BAL_NYJ,1.0,10,10,1,4,293,293,293,-21,3,3,NYJ,BAL,1,1,1,short,right,10,G.Wilson,,0,-0.427314212,0,0.001192492,0,2.030963010096457,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",GO,2022,WR
3601,2022_01_BAL_NYJ,2.0,10,10,1,4,289,289,289,-21,3,3,NYJ,BAL,1,0,1,short,left,3,Br.Hall,1,4,-0.464671536,0,-0.000889894,1,-0.513093703,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",ANGLE,2022,RB
3625,2022_01_BAL_NYJ,3.0,6,6,1,4,268,268,268,-21,3,3,NYJ,BAL,1,1,1,short,right,6,nan,,0,-1.247290785,0,-9.83E-05,0,2.9229487576521933,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",,2022,
3647,2022_01_BAL_NYJ,4.0,6,6,1,4,262,262,262,-21,3,3,NYJ,BAL,1,0,1,short,left,4,Mi.Carter,,0,-2.789324592,0,-0.004520825,0,-2.62322144,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT,2022,RB
3718,2022_01_BAL_NYJ,1.0,14,97,0,4,251,251,251,21,2,3,BAL,NYJ,1,0,1,short,left,2,P.Ricard,5,7,0.2751791076734662,1,-5.80E-05,1,-0.295549029,BAL,PISTOL,"2 RB, 1 TE, 2 WR",FLAT,2022,
3763,2022_01_BAL_NYJ,3.0,6,89,0,4,169,169,169,21,2,3,BAL,NYJ,1,0,1,deep,left,32,D.Robinson,,0,-2.000758486,0,0.000135183,0,2.2417452160734683,BAL,SHOTGUN,"1 RB, 3 TE, 1 WR",GO,2022,WR
3789,2022_01_BAL_NYJ,1.0,10,43,0,4,162,162,162,-21,3,2,NYJ,BAL,1,0,1,short,right,4,Br.Hall,,0,-0.395199656,0,-0.000323212,0,-0.07170008,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT,2022,RB
3811,2022_01_BAL_NYJ,2.0,10,43,0,4,157,157,157,-21,3,2,NYJ,BAL,1,0,1,short,right,1,Br.Hall,15,16,1.4602227626601234,1,0.000413403,1,-0.506209532,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",FLAT,2022,RB
3835,2022_01_BAL_NYJ,1.0,10,27,0,4,151,151,151,-21,3,2,NYJ,BAL,1,1,1,short,left,5,E.Moore,0,5,0.34305299288826063,1,-3.28E-05,1,0.34305299288826063,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",SLANT,2022,WR
3864,2022_01_BAL_NYJ,2.0,5,22,0,4,131,131,131,-21,3,2,NYJ,BAL,1,1,1,short,right,12,G.Wilson,,0,-0.455502388,0,-0.000111959,0,0.8799671006272547,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",GO,2022,WR
3933,2022_01_BAL_NYJ,1.0,10,17,0,4,120,120,120,-21,3,2,NYJ,BAL,1,0,1,short,middle,3,Mi.Carter,2,5,0.16739426713320427,1,0.001729079,1,-0.177616663,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT,2022,RB
3957,2022_01_BAL_NYJ,2.0,5,12,0,4,98,98,98,-21,3,2,NYJ,BAL,1,1,1,short,middle,12,C.Davis,,0,-0.619574851,0,-0.000270708,0,2.3091091021778993,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",IN,2022,WR
3979,2022_01_BAL_NYJ,3.0,5,12,0,4,93,93,93,-21,3,2,NYJ,BAL,1,0,1,short,right,0,B.Berrios,,0,-1.214574172,0,-0.000767382,0,-1.238736931,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT,2022,WR
4047,2022_01_BAL_NYJ,4.0,15,22,0,4,78,78,78,-21,3,2,NYJ,BAL,1,0,1,deep,right,18,G.Wilson,1,19,3.5459944492031354,1,0.002453871,1,3.0480610349331982,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT,2022,WR
4071,2022_01_BAL_NYJ,1.0,3,3,1,4,71,71,71,-21,3,2,NYJ,BAL,1,0,1,short,right,3,G.Wilson,,0,-0.426494382,0,0.000116208,0,1.0294192008732352,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",GO,2022,WR
4093,2022_01_BAL_NYJ,2.0,3,3,1,4,67,67,67,-21,3,2,NYJ,BAL,1,0,1,short,right,2,G.Wilson,,0,-0.856477315,0,-0.000278685,0,0.16447147124563344,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",OUT,2022,WR
4115,2022_01_BAL_NYJ,3.0,3,3,1,4,64,64,64,-21,3,2,NYJ,BAL,1,0,1,short,right,3,T.Conklin,0,3,2.312390898296144,1,-0.002208599,1,2.312390898296144,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",FLAT,2022,TE
56,2022_01_BUF_LA,1.0,10,75,0,1,900,1800,3600,0,3,3,BUF,LA,1,0,1,short,right,5,S.Diggs,1,6,0.21784211043268442,1,-0.007558316,1,-0.072436493,BUF,SHOTGUN,"1 RB, 1 TE, 3 WR",IN,2022,WR
80,2022_01_BUF_LA,2.0,4,69,0,1,869,1769,3569,0,3,3,BUF,LA,1,1,1,,,,nan,,7,0.5902524851262569,1,0.029249757528305054,0,,BUF,EMPTY,"1 RB, 1 TE, 3 WR",,2022,
122,2022_01_BUF_LA,2.0,3,55,0,1,795,1695,3495,0,3,3,BUF,LA,1,0,1,short,right,-3,D.Singletary,9,6,0.5109394358005375,1,0.023139179,1,-1.410868698,BUF,SHOTGUN,"1 RB, 1 TE, 3 WR",FLAT,2022,RB
