season,season_type,week,player_display_name,player_position,team_abbr,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,receptions,targets,catch_percentage,yards,rec_touchdowns,avg_yac,avg_expected_yac,avg_yac_above_expectation,player_gsis_id,player_first_name,player_last_name,player_jersey_number,player_short_name
2021,REG,0,Rondale Moore,WR,ARI,7.957272727272727,5.663636697806378,1.1118749999999997,1.6852615399918047,54,64,84.375,435.0,1,8.371296296296295,6.849621543283773,1.5216747530125225,00-0036936,Rondale,Moore,4,R.Moore
2021,REG,0,Devin Duvernay,WR,,7.904749999999998,3.7302892755766934,6.885106382978724,6.1607115659934815,33,47,70.2127659574468,272.0,2,4.539999999999998,4.713766498233957,-0.17376649823395862,00-0036331,Devin,Duvernay,13,D.Duvernay
2021,REG,0,Sterling Shepard,WR,NYG,7.694693877551021,2.618812387855782,7.94811320754717,10.119731133457934,36,53,67.9245283018868,366.0,1,3.259722222222222,3.515493990423016,-0.25577176820079384,00-0032385,Sterling,Shepard,3,S.Shepard
2021,REG,0,Marquise Brown,WR,BAL,7.661544117647058,3.547443575365998,11.52013698630137,32.020850467574405,91,146,62.328767123287676,1008.0,6,4.337032967032966,4.553452978384384,-0.21642001135141786,00-0035662,Marquise,Brown,5,M.Brown
2021,REG,0,Deonte Harris,WR,NO,7.182592592592592,3.629111707167015,10.361355932203388,16.181305155719784,36,59,61.016949152542374,570.0,3,6.88638888888889,5.560030271078478,1.3263586178104116,00-0035215,Deonte,Harris,11,D.Harris
2021,REG,0,Kadarius Toney,WR,NYG,7.138979591836735,3.363215457039522,6.6992982456140355,9.173461200290198,39,57,68.42105263157895,420.0,0,6.1038461538461535,4.498181098648355,1.6056650551977985,00-0036913,Kadarius,Toney,89,K.Toney
2021,REG,0,Darnell Mooney,WR,CHI,7.105238095238095,2.9021977255486555,11.271,36.427141791923404,81,140,57.85714285714286,1055.0,4,5.073703703703704,4.090608236121748,0.9830954675819559,00-0036309,Darnell,Mooney,11,D.Mooney
2021,REG,0,Allen Robinson,WR,CHI,7.097878787878789,1.9389784472967626,11.347878787878788,17.289929982432124,38,66,57.57575757575758,410.0,1,2.629210526315789,2.976438712422824,-0.347228186107035,00-0031428,Allen,Robinson,12,A.Robinson
2021,REG,0,Zay Jones,WR,LV,7.063970588235294,3.3394613197323717,13.853,19.932783818783527,47,70,67.14285714285714,546.0,1,3.892553191489362,2.691524910029428,1.201028281459934,00-0033891,Isaiah,Jones,7,Z.Jones
2021,REG,0,Robby Anderson,WR,CAR,7.046633663366335,2.777792879944084,10.908272727272726,28.029320868693798,53,110,48.18181818181818,519.0,5,2.9347169811320764,3.4601758166350014,-0.525458835502925,00-0032688,Robby,Anderson,11,R.Anderson
2021,REG,0,Jalen Guyton,WR,LAC,7.003555555555555,3.4221027409155726,11.016458333333334,10.499864976490025,31,48,64.58333333333334,448.0,3,4.840967741935484,3.9501030321749813,0.8908647097605025,00-0035414,Jalen,Guyton,15,J.Guyton
2021,REG,0,Tyler Lockett,WR,SEA,6.986736842105263,3.2250078353518954,14.878037383177567,35.576527693352865,73,107,68.22429906542055,1175.0,8,4.151780821917808,3.9310103380404793,0.22077048387732878,00-0032211,Tyler,Lockett,16,T.Lockett
2021,REG,0,Rashod Bateman,WR,BAL,6.907272727272726,2.662842684306441,9.174264705882353,11.876884766517408,46,68,67.64705882352942,515.0,1,3.8791304347826085,3.1370070981118117,0.7421233366707969,00-0036550,Rashod,Bateman,12,R.Bateman
2021,REG,0,Cameron Brate,TE,TB,6.846666666666666,2.5636769989365455,7.659122807017544,7.637055735445129,30,57,52.63157894736842,245.0,4,2.9133333333333327,3.6475665579707632,-0.7342332246374306,00-0031273,Cameron,Brate,84,C.Brate
2021,REG,0,Mecole Hardman,WR,KC,6.82927536231884,4.122586127723884,7.163132530120483,12.764038961512952,59,83,71.08433734939759,693.0,2,8.750677966101694,6.538327236941041,2.2123507291606535,00-0035140,Mecole,Hardman,17,M.Hardman
2021,REG,0,Kalif Raymond,WR,DET,6.809130434782608,3.703546754644781,10.012957746478873,19.07946646627842,48,71,67.6056338028169,576.0,4,6.010625,5.449962812429114,0.5606621875708857,00-0032464,Kalif,Raymond,11,K.Raymond
2021,REG,0,Amari Cooper,WR,DAL,6.786153846153845,2.607778832721773,11.202596153846155,22.68716762375448,68,104,65.38461538461539,865.0,8,3.713088235294118,3.4184878687269125,0.29460036656720545,00-0031544,Amari,Cooper,19,A.Cooper
2021,REG,0,Cole Beasley,WR,BUF,6.769278350515464,4.00100735319073,5.363482142857144,11.229378721176941,82,112,73.21428571428571,693.0,1,3.9499999999999997,4.4226351130323325,-0.47263511303233274,00-0029000,Cole,Beasley,11,C.Beasley
2021,REG,0,Darius Slayton,WR,NYG,6.762241379310345,2.9677173400443895,13.423448275862066,18.703425213685478,26,58,44.827586206896555,339.0,2,2.6230769230769218,3.034228005007341,-0.41115108193041916,00-0035535,Darius,Slayton,86,D.Slayton
2021,REG,0,Corey Davis,WR,NYJ,6.759473684210525,2.6700590654322283,13.097118644067796,18.06528686617899,34,59,57.6271186440678,492.0,4,3.6023529411764694,2.6478314037131483,0.9545215374633211,00-0033871,Corey,Davis,84,C.Davis
2021,REG,0,Gerald Everett,TE,SEA,6.740000000000001,4.134476052880254,5.455079365079367,7.680257088711698,48,63,76.19047619047619,478.0,4,5.307291666666666,4.495883592704384,0.8114080739622818,00-0033895,Gerald,Everett,81,G.Everett
2021,REG,0,Adam Humphries,WR,WAS,6.722264150943396,3.2064886385923006,7.122258064516129,10.599310629554598,41,62,66.12903225806451,383.0,0,3.889024390243902,4.3112525547659395,-0.4222281645220374,00-0032009,Adam,Humphries,13,A.Humphries
2021,REG,0,Deebo Samuel,WR,,6.697747747747746,3.320780213898697,8.65190082644628,26.61290937608834,77,121,63.63636363636363,1397.0,6,10.3712987012987,5.173695638553282,5.197603062745419,00-0035719,Tyshun,Samuel,19,D.Samuel
