season,season_type,week,player_display_name,player_position,team_abbr,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,receptions,targets,catch_percentage,yards,rec_touchdowns,avg_yac,avg_expected_yac,avg_yac_above_expectation,player_gsis_id,player_first_name,player_last_name,player_jersey_number,player_short_name
2024,REG,0,Ray-Ray McCloud,WR,ATL,8.143947368421053,3.187889198014638,6.720459770114944,13.054214688559146,62,87,71.26436781609196,686.0,1,5.6366129032258065,4.465058947621886,1.1715539556039207,00-0034407,Ray-Ray,McCloud,34,R.McCloud
2024,REG,0,Marvin Mims,WR,DEN,7.996363636363636,5.205587753915061,7.139807692307692,9.146721523509198,39,52,75.0,501.0,6,12.414102564102564,9.636652786159798,2.777449777942765,00-0038976,Marvin,Mims,19,M.Mims
2024,REG,0,Tutu Atwell,WR,LAR,7.494035087719299,3.3689980065504876,11.851451612903226,18.011677844452286,42,62,67.74193548387096,562.0,0,2.897142857142857,3.496919408193282,-0.5997765510504252,00-0036849,Chatarius,Atwell,5,T.Atwell
2024,REG,0,Greg Dortch,WR,ARI,7.47525,3.688801355792188,4.2516,5.757698870561468,37,50,74.0,342.0,3,8.034324324324327,5.521060629666562,2.5132636946577653,00-0035500,Greg,Dortch,4,G.Dortch
2024,REG,0,Troy Franklin,WR,DEN,7.358235294117648,3.805752775194941,13.236603773584907,17.28335447949644,28,53,52.83018867924528,263.0,2,6.086785714285715,5.645540720035366,0.4412449942503489,00-0039868,Troy,Franklin,16,T.Franklin
2024,REG,0,Zay Flowers,WR,BAL,7.253076923076923,3.9155002147205766,10.62301724137931,29.742848315745775,74,116,63.793103448275865,1059.0,4,6.233648648648649,4.596885334031022,1.6367633146176273,00-0039064,Xavien,Flowers,4,Z.Flowers
2024,REG,0,Jalen McMillan,WR,TB,7.17490909090909,3.2762200694816372,12.167586206896555,18.425869113980237,37,58,63.793103448275865,461.0,8,3.7989189189189183,3.9761300146720604,-0.1772110957531421,00-0039855,Jalen,McMillan,15,J.McMillan
2024,REG,0,Cooper Kupp,WR,LAR,7.11934065934066,3.2635752640753366,7.8189,19.166225438286855,67,100,67.0,710.0,6,4.2429850746268665,4.007833425403783,0.2351516492230834,00-0033908,Cooper,Kupp,10,C.Kupp
2024,REG,0,Olamide Zaccheaus,WR,WAS,7.107333333333333,3.9944681268748887,6.35921875,10.240313607874416,45,64,70.3125,506.0,3,6.414666666666666,5.678746020517229,0.7359206461494372,00-0035208,Olamide,Zaccheaus,14,O.Zaccheaus
2024,REG,0,Jayden Reed,WR,GB,7.012711864406779,3.996402117259854,8.156533333333334,15.194205864674357,55,75,73.33333333333333,857.0,6,7.520181818181818,6.490640493207048,1.0295413249747707,00-0039146,Jayden,Reed,11,J.Reed
2024,REG,0,Cole Kmet,TE,CHI,6.967142857142857,3.901410308037418,6.730545454545456,8.894025160254875,47,55,85.45454545454545,474.0,4,4.427659574468085,4.730171090071509,-0.30251151560342393,00-0036290,Cole,Kmet,85,C.Kmet
2024,REG,0,Stefon Diggs,WR,HOU,6.933220338983051,3.021883810509726,8.716406249999999,12.348616826526113,47,64,73.4375,496.0,3,4.06468085106383,3.906554492479935,0.15812635858389523,00-0031588,Stefon,Diggs,1,S.Diggs
2024,REG,0,Dalton Schultz,TE,HOU,6.927068965517242,3.1690435838639153,7.599882352941177,14.299691644290771,53,85,62.35294117647059,532.0,2,4.218490566037737,3.9093161134095733,0.30917445262816345,00-0034383,Dalton,Schultz,86,D.Schultz
2024,REG,0,Sterling Shepard,WR,TB,6.904285714285714,3.1058601324461725,9.600392156862744,12.783645122126341,32,51,62.745098039215684,334.0,1,2.9543749999999998,3.4961925779700125,-0.5418175779700127,00-0032385,Sterling,Shepard,17,S.Shepard
2024,REG,0,Demario Douglas,WR,NE,6.8672499999999985,4.010061826531089,5.7924137931034485,13.555811401149153,66,87,75.86206896551724,621.0,3,5.817878787878787,5.518932041033413,0.2989467468453748,00-0038621,Demario,Douglas,3,D.Douglas
2024,REG,0,Pat Freiermuth,TE,PIT,6.8486206896551725,3.5037504967012536,6.089102564102563,13.423643927917334,65,78,83.33333333333334,655.0,7,4.494,3.5808024039479758,0.913197596052024,00-0036894,Pat,Freiermuth,88,P.Freiermuth
2024,REG,0,Colby Parkinson,TE,LAR,6.817187499999999,3.7235658411046417,5.731836734693878,6.884633486292505,30,49,61.224489795918366,294.0,1,5.593666666666666,6.165020361064037,-0.5713536943973709,00-0036244,Colby,Parkinson,86,C.Parkinson
2024,REG,0,Chigoziem Okonkwo,TE,TEN,6.797199999999999,4.060949185072256,5.784571428571429,9.83837578844042,52,70,74.28571428571429,483.0,2,5.187115384615385,4.179482266654736,1.0076331179606495,00-0037809,Chigoziem,Okonkwo,85,C.Okonkwo
2024,REG,0,Lil'Jordan Humphrey,WR,DEN,6.786666666666667,3.359991106858923,6.391111111111112,7.085401756568658,31,45,68.88888888888889,293.0,1,6.155161290322579,4.61677894442788,1.538382345894699,00-0035406,Lil'Jordan,Humphrey,84,L.Humphrey
2024,REG,0,Isaiah Likely,TE,BAL,6.714897959183673,4.317954919105887,8.482586206896553,11.874981897525515,42,58,72.41379310344827,477.0,6,6.401904761904763,5.081919856154866,1.3199849057498971,00-0037838,Isaiah,Likely,80,I.Likely
2024,REG,0,Drake London,WR,ATL,6.6970833333333335,2.4186223045925064,10.837088607594938,38.229817408894235,100,158,63.29113924050633,1271.0,9,3.512199999999999,2.760216772440635,0.7519832275593643,00-0037238,Drake,London,5,D.London
2024,REG,0,Khalil Shakir,WR,BUF,6.673404255319147,4.253743736038472,5.4061,13.278037853742886,76,100,76.0,821.0,4,8.158026315789474,6.73766774542652,1.4203585703629544,00-0037261,Khalil,Shakir,10,K.Shakir
