game_id,season_type,home_team,away_team,posteam,defteam,location,stadium,roof,surface,temp,wind,qtr,down,ydstogo,yardline_100,time,quarter_seconds_remaining,game_seconds_remaining,score_differential,goal_to_go,posteam_timeouts_remaining,defteam_timeouts_remaining,play_type,rush_attempt,pass_attempt,field_goal_attempt,shotgun,no_huddle,qb_dropback,run_location,run_gap,pass_length,pass_location,air_yards,yards_after_catch,yards_gained,success,epa,touchdown
2022_10_IND_LV,REG,LV,IND,IND,LV,Home,Allegiant Stadium,dome,grass,,,4,3.0,5,60.0,9:58,598,598,-1.0,0,3.0,2.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,middle,5.0,,0.0,0.0,-1.497178076,0.0
2022_10_IND_LV,REG,LV,IND,IND,LV,Home,Allegiant Stadium,dome,grass,,,4,4.0,5,60.0,9:54,594,594,-1.0,0,3.0,2.0,punt,0.0,0.0,0.0,0,0,0.0,,,,,,,0.0,0.0,-1.158215184,0.0
2022_10_IND_LV,REG,LV,IND,LV,IND,Home,Allegiant Stadium,dome,grass,,,4,1.0,10,75.0,9:40,580,580,1.0,0,2.0,3.0,run,1.0,0.0,0.0,0,0,0.0,middle,,,,,,2.0,0.0,-0.580907464,0.0
2022_10_IND_LV,REG,LV,IND,LV,IND,Home,Allegiant Stadium,dome,grass,,,4,2.0,8,73.0,8:59,539,539,1.0,0,2.0,3.0,pass,0.0,1.0,0.0,0,0,1.0,,,short,middle,-2.0,,0.0,0.0,-0.739433596,0.0
2022_10_IND_LV,REG,LV,IND,LV,IND,Home,Allegiant Stadium,dome,grass,,,4,3.0,8,73.0,8:54,534,534,1.0,0,2.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,,,,,-7.0,0.0,-1.694203213,0.0
2022_10_IND_LV,REG,LV,IND,LV,IND,Home,Allegiant Stadium,dome,grass,,,4,4.0,15,80.0,8:13,493,493,1.0,0,2.0,3.0,punt,0.0,0.0,0.0,0,0,0.0,,,,,,,0.0,1.0,0.5970201012678444,0.0
2022_10_IND_LV,REG,LV,IND,IND,LV,Home,Allegiant Stadium,dome,grass,,,4,1.0,10,82.0,8:00,480,480,-1.0,0,3.0,2.0,run,1.0,0.0,0.0,0,0,0.0,left,end,,,,,4.0,0.0,-0.091071268,0.0
2022_10_IND_LV,REG,LV,IND,IND,LV,Home,Allegiant Stadium,dome,grass,,,4,2.0,6,78.0,7:25,445,445,-1.0,0,3.0,2.0,run,1.0,0.0,0.0,1,0,0.0,middle,,,,,,3.0,0.0,-0.343611651,0.0
2022_10_IND_LV,REG,LV,IND,IND,LV,Home,Allegiant Stadium,dome,grass,,,4,3.0,3,75.0,6:49,409,409,-1.0,0,3.0,2.0,run,1.0,0.0,0.0,1,0,1.0,right,end,,,,,39.0,1.0,3.139366789138876,0.0
2022_10_IND_LV,REG,LV,IND,IND,LV,Home,Allegiant Stadium,dome,grass,,,4,1.0,10,36.0,5:58,358,358,-1.0,0,3.0,2.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,left,8.0,-7.0,1.0,0.0,-0.461939373,0.0
2022_10_IND_LV,REG,LV,IND,IND,LV,Home,Allegiant Stadium,dome,grass,,,4,2.0,9,35.0,5:14,314,314,-1.0,0,3.0,2.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,middle,9.0,26.0,35.0,1.0,3.7238130753394216,1.0
2022_10_IND_LV,REG,LV,IND,LV,IND,Home,Allegiant Stadium,dome,grass,,,4,1.0,10,75.0,5:00,300,300,-5.0,0,2.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,deep,left,46.0,,0.0,0.0,-0.560191845,0.0
2022_10_IND_LV,REG,LV,IND,LV,IND,Home,Allegiant Stadium,dome,grass,,,4,2.0,10,75.0,4:53,293,293,-5.0,0,2.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,right,6.0,6.0,12.0,1.0,1.3128307363949716,0.0
2022_10_IND_LV,REG,LV,IND,LV,IND,Home,Allegiant Stadium,dome,grass,,,4,1.0,20,73.0,4:08,248,248,-5.0,0,2.0,3.0,pass,0.0,1.0,0.0,0,0,1.0,,,short,left,4.0,2.0,6.0,0.0,-0.021159819,0.0
2022_10_IND_LV,REG,LV,IND,LV,IND,Home,Allegiant Stadium,dome,grass,,,4,2.0,14,67.0,3:28,208,208,-5.0,0,2.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,left,4.0,2.0,6.0,0.0,-0.122522159,0.0
2022_10_IND_LV,REG,LV,IND,LV,IND,Home,Allegiant Stadium,dome,grass,,,4,3.0,8,61.0,2:47,167,167,-5.0,0,2.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,right,4.0,8.0,12.0,1.0,1.950726859213319,0.0
2022_10_IND_LV,REG,LV,IND,LV,IND,Home,Allegiant Stadium,dome,grass,,,4,1.0,10,49.0,2:06,126,126,-5.0,0,2.0,3.0,run,1.0,0.0,0.0,1,0,0.0,middle,,,,,,2.0,0.0,-0.332018109,0.0
2022_10_IND_LV,REG,LV,IND,LV,IND,Home,Allegiant Stadium,dome,grass,,,4,2.0,8,47.0,2:00,120,120,-5.0,0,2.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,right,-1.0,5.0,4.0,1.0,0.019968281,0.0
2022_10_IND_LV,REG,LV,IND,LV,IND,Home,Allegiant Stadium,dome,grass,,,4,3.0,4,43.0,1:56,116,116,-5.0,0,2.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,right,7.0,1.0,8.0,1.0,0.9939381261356176,0.0
2022_10_IND_LV,REG,LV,IND,LV,IND,Home,Allegiant Stadium,dome,grass,,,4,1.0,10,35.0,1:49,109,109,-5.0,0,2.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,middle,4.0,,0.0,0.0,-0.352861338,0.0
2022_10_IND_LV,REG,LV,IND,LV,IND,Home,Allegiant Stadium,dome,grass,,,4,2.0,10,35.0,1:45,105,105,-5.0,0,2.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,left,5.0,11.0,16.0,1.0,1.5755136138759551,0.0
2022_10_IND_LV,REG,LV,IND,LV,IND,Home,Allegiant Stadium,dome,grass,,,4,1.0,10,19.0,1:38,98,98,-5.0,0,2.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,right,-3.0,,0.0,0.0,-0.432162185,0.0
2022_10_IND_LV,REG,LV,IND,LV,IND,Home,Allegiant Stadium,dome,grass,,,4,2.0,10,19.0,1:35,95,95,-5.0,0,2.0,3.0,run,1.0,0.0,0.0,0,0,0.0,left,guard,,,,,3.0,0.0,-0.335347563,0.0
2022_10_IND_LV,REG,LV,IND,LV,IND,Home,Allegiant Stadium,dome,grass,,,4,3.0,7,16.0,0:56,56,56,-5.0,0,2.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,deep,middle,16.0,,0.0,0.0,-1.125479433,0.0
2022_10_IND_LV,REG,LV,IND,LV,IND,Home,Allegiant Stadium,dome,grass,,,4,4.0,7,16.0,0:52,52,52,-5.0,0,1.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,deep,left,16.0,,0.0,0.0,-2.585624281,0.0
2022_10_JAX_KC,REG,KC,JAX,JAX,KC,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,1,1.0,10,54.0,14:59,899,3599,0.0,0,3.0,3.0,run,1.0,0.0,0.0,1,0,0.0,left,guard,,,,,7.0,1.0,0.4440140353981405,0.0
2022_10_JAX_KC,REG,KC,JAX,JAX,KC,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,1,2.0,3,47.0,14:23,863,3563,0.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,right,-3.0,10.0,7.0,1.0,0.5641167259309441,0.0
2022_10_JAX_KC,REG,KC,JAX,JAX,KC,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,1,1.0,10,40.0,13:47,827,3527,0.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,deep,left,29.0,,0.0,0.0,-0.571694301,0.0
2022_10_JAX_KC,REG,KC,JAX,JAX,KC,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,1,2.0,10,40.0,13:41,821,3521,0.0,0,3.0,3.0,run,1.0,0.0,0.0,1,0,0.0,right,end,,,,,1.0,0.0,-0.837293351,0.0
2022_10_JAX_KC,REG,KC,JAX,JAX,KC,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,1,3.0,9,39.0,13:00,780,3480,0.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,left,-5.0,,0.0,0.0,-2.035225517,0.0
2022_10_JAX_KC,REG,KC,JAX,JAX,KC,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,1,4.0,9,39.0,12:55,775,3475,0.0,0,3.0,3.0,punt,0.0,0.0,0.0,0,0,0.0,,,,,,,0.0,0.0,-0.838769992,0.0
2022_10_JAX_KC,REG,KC,JAX,KC,JAX,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,1,1.0,10,80.0,12:49,769,3469,0.0,0,3.0,3.0,run,1.0,0.0,0.0,0,0,0.0,right,end,,,,,2.0,0.0,-0.652469909,0.0
2022_10_JAX_KC,REG,KC,JAX,KC,JAX,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,1,2.0,8,78.0,12:17,737,3437,0.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,right,6.0,,0.0,0.0,-0.791853734,0.0
2022_10_JAX_KC,REG,KC,JAX,KC,JAX,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,1,3.0,8,78.0,12:13,733,3433,0.0,0,3.0,3.0,run,1.0,0.0,0.0,1,0,1.0,left,end,,,,,19.0,1.0,2.852057586191222,0.0
2022_10_JAX_KC,REG,KC,JAX,KC,JAX,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,1,1.0,10,59.0,11:36,696,3396,0.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,left,2.0,5.0,7.0,1.0,0.3817344987764954,0.0
2022_10_JAX_KC,REG,KC,JAX,KC,JAX,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,1,2.0,3,52.0,11:08,668,3368,0.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,right,12.0,0.0,12.0,1.0,0.8044867536518723,0.0
2022_10_JAX_KC,REG,KC,JAX,KC,JAX,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,1,1.0,10,40.0,10:36,636,3336,0.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,left,1.0,1.0,2.0,0.0,-0.508978808,0.0
2022_10_JAX_KC,REG,KC,JAX,KC,JAX,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,1,2.0,8,38.0,9:52,592,3292,0.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,middle,6.0,,0.0,0.0,-0.857260177,0.0
2022_10_JAX_KC,REG,KC,JAX,KC,JAX,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,1,3.0,8,38.0,9:46,586,3286,0.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,deep,right,25.0,0.0,25.0,1.0,2.9608174469321966,0.0
2022_10_JAX_KC,REG,KC,JAX,KC,JAX,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,1,1.0,10,13.0,9:04,544,3244,0.0,0,3.0,3.0,run,1.0,0.0,0.0,1,0,0.0,middle,,,,,,4.0,0.0,-5.845167477,0.0
2022_10_JAX_KC,REG,KC,JAX,JAX,KC,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,1,1.0,10,76.0,8:56,536,3236,0.0,0,3.0,3.0,pass,0.0,1.0,0.0,0,0,1.0,,,deep,left,21.0,3.0,24.0,1.0,1.8581296920310704,0.0
2022_10_JAX_KC,REG,KC,JAX,JAX,KC,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,1,1.0,10,52.0,8:18,498,3198,0.0,0,3.0,3.0,run,1.0,0.0,0.0,1,0,0.0,right,end,,,,,-1.0,0.0,-0.818337021,0.0
2022_10_JAX_KC,REG,KC,JAX,JAX,KC,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,1,2.0,11,53.0,7:40,460,3160,0.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,left,3.0,5.0,8.0,1.0,0.3625564319081604,0.0
2022_10_JAX_KC,REG,KC,JAX,JAX,KC,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,1,3.0,3,45.0,7:02,422,3122,0.0,0,3.0,3.0,run,1.0,0.0,0.0,1,0,0.0,right,end,,,,,1.0,0.0,-1.759476244,0.0
2022_10_JAX_KC,REG,KC,JAX,JAX,KC,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,1,4.0,2,44.0,6:23,383,3083,0.0,0,3.0,3.0,punt,0.0,0.0,0.0,0,0,0.0,,,,,,,0.0,0.0,-1.18959813,0.0
2022_10_JAX_KC,REG,KC,JAX,KC,JAX,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,1,1.0,10,80.0,6:10,370,3070,0.0,0,3.0,3.0,run,1.0,0.0,0.0,1,0,0.0,right,tackle,,,,,13.0,1.0,0.9940885894466192,0.0
2022_10_JAX_KC,REG,KC,JAX,KC,JAX,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,1,1.0,10,67.0,5:42,342,3042,0.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,deep,left,17.0,29.0,46.0,1.0,2.875871546333656,0.0
2022_10_JAX_KC,REG,KC,JAX,KC,JAX,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,1,1.0,10,21.0,5:00,300,3000,0.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,right,1.0,5.0,6.0,1.0,0.2285818248637952,0.0
2022_10_JAX_KC,REG,KC,JAX,KC,JAX,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,1,2.0,4,15.0,4:21,261,2961,0.0,0,3.0,3.0,run,1.0,0.0,0.0,1,0,0.0,right,tackle,,,,,9.0,1.0,0.7484389663441107,0.0
2022_10_JAX_KC,REG,KC,JAX,KC,JAX,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,1,1.0,6,6.0,3:39,219,2919,0.0,1,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,right,-1.0,7.0,6.0,1.0,1.21845365135232,1.0
2022_10_JAX_KC,REG,KC,JAX,JAX,KC,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,1,1.0,10,67.0,3:27,207,2907,-7.0,0,3.0,3.0,run,1.0,0.0,0.0,1,0,0.0,middle,,,,,,4.0,0.0,-0.057056783,0.0
2022_10_JAX_KC,REG,KC,JAX,JAX,KC,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,1,2.0,6,63.0,2:45,165,2865,-7.0,0,3.0,3.0,pass,0.0,1.0,0.0,0,0,1.0,,,,,,,-1.0,0.0,-0.944895142,0.0
2022_10_JAX_KC,REG,KC,JAX,JAX,KC,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,1,3.0,7,64.0,1:59,119,2819,-7.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,,,,,-9.0,0.0,-2.001386989,0.0
2022_10_JAX_KC,REG,KC,JAX,JAX,KC,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,1,4.0,16,73.0,1:20,80,2780,-7.0,0,3.0,3.0,punt,0.0,0.0,0.0,0,0,0.0,,,,,,,0.0,1.0,0.7401158809661865,0.0
2022_10_JAX_KC,REG,KC,JAX,KC,JAX,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,1,1.0,10,79.0,1:12,72,2772,7.0,0,3.0,3.0,run,1.0,0.0,0.0,0,0,0.0,right,end,,,,,4.0,0.0,-0.048864551,0.0
2022_10_JAX_KC,REG,KC,JAX,KC,JAX,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,1,2.0,6,75.0,0:32,32,2732,7.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,middle,5.0,3.0,8.0,1.0,0.904711169656366,0.0
2022_10_JAX_KC,REG,KC,JAX,KC,JAX,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,2,1.0,10,67.0,15:00,900,2700,7.0,0,3.0,3.0,pass,0.0,1.0,0.0,0,0,1.0,,,short,right,-1.0,,0.0,0.0,-0.543092333,0.0
2022_10_JAX_KC,REG,KC,JAX,KC,JAX,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,2,2.0,10,67.0,14:56,896,2696,7.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,left,2.0,,0.0,0.0,-0.805192778,0.0
2022_10_JAX_KC,REG,KC,JAX,KC,JAX,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,2,3.0,10,67.0,14:52,892,2692,7.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,right,14.0,,0.0,0.0,-1.376596131,0.0
2022_10_JAX_KC,REG,KC,JAX,KC,JAX,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,2,4.0,10,67.0,14:46,886,2686,7.0,0,3.0,3.0,punt,0.0,0.0,0.0,0,0,0.0,,,,,,,0.0,0.0,-1.305224991,0.0
2022_10_JAX_KC,REG,KC,JAX,JAX,KC,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,2,1.0,10,54.0,14:35,875,2675,-7.0,0,3.0,3.0,run,1.0,0.0,0.0,1,0,0.0,left,end,,,,,-1.0,0.0,-0.812457661,0.0
2022_10_JAX_KC,REG,KC,JAX,JAX,KC,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,2,2.0,11,55.0,13:49,829,2629,-7.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,deep,left,28.0,,0.0,0.0,-0.88107035,0.0
2022_10_JAX_KC,REG,KC,JAX,JAX,KC,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,2,3.0,11,55.0,13:44,824,2624,-7.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,right,-4.0,28.0,24.0,1.0,3.1892440252704546,0.0
2022_10_JAX_KC,REG,KC,JAX,JAX,KC,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,2,1.0,15,36.0,12:51,771,2571,-7.0,0,3.0,3.0,run,1.0,0.0,0.0,0,0,1.0,left,end,,,,,4.0,0.0,-0.059983256,0.0
2022_10_JAX_KC,REG,KC,JAX,JAX,KC,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,2,2.0,11,32.0,12:12,732,2532,-7.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,,,,,-1.0,0.0,-0.837528164,0.0
2022_10_JAX_KC,REG,KC,JAX,JAX,KC,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,2,3.0,12,33.0,11:25,685,2485,-7.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,right,-6.0,,0.0,0.0,-0.988231368,0.0
2022_10_JAX_KC,REG,KC,JAX,JAX,KC,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,2,4.0,12,33.0,11:23,683,2483,-7.0,0,3.0,3.0,field_goal,0.0,0.0,1.0,0,0,0.0,,,,,,,0.0,0.0,-3.394082685,0.0
2022_10_JAX_KC,REG,KC,JAX,KC,JAX,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,2,1.0,10,59.0,11:18,678,2478,7.0,0,3.0,3.0,run,1.0,0.0,0.0,0,0,0.0,right,end,,,,,32.0,1.0,1.9765241611748932,0.0
2022_10_JAX_KC,REG,KC,JAX,KC,JAX,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,2,1.0,10,27.0,10:43,643,2443,7.0,0,3.0,3.0,run,1.0,0.0,0.0,1,0,0.0,right,guard,,,,,9.0,1.0,0.8036335237557068,0.0
2022_10_JAX_KC,REG,KC,JAX,KC,JAX,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,2,2.0,1,18.0,10:01,601,2401,7.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,deep,left,18.0,0.0,18.0,1.0,2.013924285885878,1.0
2022_10_JAX_KC,REG,KC,JAX,JAX,KC,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,2,1.0,10,75.0,9:55,595,2395,-14.0,0,3.0,3.0,run,1.0,0.0,0.0,1,0,0.0,left,guard,,,,,5.0,0.0,-0.137058248,0.0
2022_10_JAX_KC,REG,KC,JAX,JAX,KC,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,2,2.0,15,80.0,8:48,528,2328,-14.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,middle,5.0,3.0,8.0,1.0,0.2691529728472233,0.0
2022_10_JAX_KC,REG,KC,JAX,JAX,KC,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,2,3.0,7,72.0,8:05,485,2285,-14.0,0,3.0,3.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,left,12.0,,0.0,0.0,-1.211649863,0.0
2022_10_JAX_KC,REG,KC,JAX,JAX,KC,Home,GEHA Field at Arrowhead Stadium,outdoors,grass,33.0,7.0,2,4.0,7,72.0,8:01,481,2281,-14.0,0,3.0,3.0,punt,0.0,0.0,0.0,0,0,0.0,,,,,,,0.0,0.0,-0.840010728,0.0
