game_id,season_type,home_team,away_team,posteam,defteam,location,stadium,roof,surface,temp,wind,qtr,down,ydstogo,yardline_100,time,quarter_seconds_remaining,game_seconds_remaining,score_differential,goal_to_go,posteam_timeouts_remaining,defteam_timeouts_remaining,play_type,rush_attempt,pass_attempt,field_goal_attempt,shotgun,no_huddle,qb_dropback,run_location,run_gap,pass_length,pass_location,air_yards,yards_after_catch,yards_gained,success,epa,touchdown
2021_10_DET_PIT,REG,PIT,DET,DET,PIT,Home,Acrisure Stadium,outdoors,grass ,37.0,12.0,4,4.0,21,98.0,3:29,209,209,0.0,0,2.0,2.0,punt,0.0,0.0,0.0,0,0,0.0,,,,,,,0.0,1.0,0.0265665475162677,0.0
2021_10_DET_PIT,REG,PIT,DET,PIT,DET,Home,Acrisure Stadium,outdoors,grass ,37.0,12.0,4,1.0,10,48.0,3:22,202,202,0.0,0,2.0,2.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,middle,8.0,,0.0,0.0,-0.451784006,0.0
2021_10_DET_PIT,REG,PIT,DET,PIT,DET,Home,Acrisure Stadium,outdoors,grass ,37.0,12.0,4,2.0,10,48.0,3:19,199,199,0.0,0,2.0,2.0,run,1.0,0.0,0.0,0,0,0.0,left,guard,,,,,3.0,0.0,-0.287398088,0.0
2021_10_DET_PIT,REG,PIT,DET,PIT,DET,Home,Acrisure Stadium,outdoors,grass ,37.0,12.0,4,3.0,7,45.0,2:35,155,155,0.0,0,2.0,2.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,right,10.0,,0.0,0.0,-1.302333336,0.0
2021_10_DET_PIT,REG,PIT,DET,PIT,DET,Home,Acrisure Stadium,outdoors,grass ,37.0,12.0,4,4.0,7,45.0,2:30,150,150,0.0,0,2.0,2.0,punt,0.0,0.0,0.0,0,0,0.0,,,,,,,0.0,0.0,-0.941908194,0.0
2021_10_DET_PIT,REG,PIT,DET,DET,PIT,Home,Acrisure Stadium,outdoors,grass ,37.0,12.0,4,1.0,10,80.0,2:22,142,142,0.0,0,2.0,2.0,run,1.0,0.0,0.0,1,0,0.0,right,guard,,,,,6.0,0.0,-0.079491717,0.0
2021_10_DET_PIT,REG,PIT,DET,DET,PIT,Home,Acrisure Stadium,outdoors,grass ,37.0,12.0,4,2.0,4,74.0,2:00,120,120,0.0,0,2.0,2.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,right,7.0,2.0,9.0,1.0,0.6618090526899323,0.0
2021_10_DET_PIT,REG,PIT,DET,DET,PIT,Home,Acrisure Stadium,outdoors,grass ,37.0,12.0,4,1.0,10,65.0,1:29,89,89,0.0,0,2.0,2.0,run,1.0,0.0,0.0,1,0,0.0,left,tackle,,,,,5.0,0.0,-0.062854847,0.0
2021_10_DET_PIT,REG,PIT,DET,DET,PIT,Home,Acrisure Stadium,outdoors,grass ,37.0,12.0,4,2.0,5,60.0,0:57,57,57,0.0,0,2.0,2.0,pass,0.0,1.0,0.0,0,0,1.0,,,short,right,-2.0,6.0,4.0,0.0,-0.158350476,0.0
2021_10_DET_PIT,REG,PIT,DET,DET,PIT,Home,Acrisure Stadium,outdoors,grass ,37.0,12.0,4,3.0,1,56.0,0:51,51,51,0.0,0,2.0,1.0,pass,0.0,1.0,0.0,1,0,1.0,,,short,right,-1.0,2.0,1.0,1.0,0.1179864895530045,0.0
